10000001	10001715	25	19	November	1600	27	March	1625	Oxford Dictionary of National Biography	100
10000003	10000106	46	1	May	1625	30	January	1649	Oxford Dictionary of National Biography	100
10000010	10000011	25	19	November	1600	2	March	1619	Oxford Dictionary of National Biography	100
10000014	10000010	29	29	May	1630	30	January	1649	Oxford Dictionary of National Biography	100
10000010	10000473	29	14	October	1633	30	January	1649	Oxford Dictionary of National Biography	100
10000010	10002478	30	19	November	1600	30	January	1649	Oxford Dictionary of National Biography	100
