1930	9320	0.46	0
1930	9359	0.14	0
1930	9799	0.77	0
1930	10671	0.36	0
1930	12116	0.55	0
1930	12117	0.13	0
1930	12119	0.67	0
1930	12176	0.15	0
1930	12177	0.36	0
1930	12315	0.3	0
1930	12677	0.52	0
1930	13130	0.47	0
1930	13131	0.21	0
1931	2251	0.61	0
1931	2357	0.38	0
1931	2914	0.17	0
1931	2976	0.23	1
1931	3352	0.26	0
1931	3385	0.48	0
1931	3736	0.32	0
1931	3747	0.3	0
1931	4533	0.49	0
1931	5089	0.11	0
1931	5217	0.12	0
1931	7171	0.12	0
1931	7314	0.75	0
1931	7659	0.5	0
1931	8929	0.35	0
1931	9195	0.34	0
1931	9215	0.25	0
1931	9247	0.2	0
1931	9320	0.5	0
1931	9351	0.3	0
1931	9799	0.3	0
1931	11308	0.51	0
1931	12116	0.86	0
1931	12117	0.17	0
1931	12119	0.2	0
1931	12122	0.12	0
1931	12160	0.11	0
1931	12204	0.68	0
1932	1933	0.63	0
1932	1934	0.45	0
1932	1935	0.17	0
1932	2644	0.51	0
1932	2846	0.24	0
1932	3387	0.25	1
1932	3401	0.8	0
1932	3721	0.36	0
1932	4207	0.17	0
1932	4450	0.48	0
1932	4955	0.36	0
1932	6001	0.19	0
1932	6565	0.58	0
1932	6584	0.13	0
1932	8779	0.35	0
1932	8807	0.13	0
1932	9299	0.28	0
1932	10224	0.11	1
1932	10226	0.17	0
1932	10538	0.29	0
1932	10846	0.22	0
1932	11005	0.31	0
1932	11035	0.12	0
1932	11087	0.24	0
1932	11670	0.13	0
1932	11671	0.6	0
1932	11683	0.22	0
1932	11843	0.19	0
1932	12664	0.21	0
1932	12872	0.25	0
1932	13308	0.25	0
1933	1937	0.19	0
1933	2043	0.19	0
1933	2143	0.12	0
1933	2172	0.37	0
1933	2180	0.18	0
1933	2240	0.3	0
1933	2241	0.32	0
1933	2393	0.33	0
1933	2394	0.19	1
1933	2493	0.17	0
1933	2644	0.14	0
1933	2799	0.57	0
1933	2863	0.16	0
1933	2929	0.47	1
1933	2973	0.39	0
1933	3023	0.19	0
1933	3030	0.48	0
1933	3050	0.17	0
1933	3058	0.3	0
1933	3060	0.19	0
1933	3083	0.12	0
1933	3105	0.3	0
1933	3112	0.17	0
1933	3218	0.15	0
1933	3305	0.14	0
1933	3384	0.11	0
1933	3444	0.27	0
1933	3653	0.11	0
1933	3801	0.3	0
1933	3828	0.13	0
1933	3831	0.16	0
1933	3846	0.22	0
1933	3894	0.24	0
1933	3896	0.45	0
1933	3897	0.13	0
1933	3898	0.19	0
1933	3936	0.14	0
1933	4086	0.71	0
1933	4098	0.26	0
1933	4101	0.12	0
1933	4156	0.14	0
1933	4158	0.18	0
1933	4179	0.66	0
1933	4189	0.4	0
1933	4216	0.29	0
1933	4364	0.18	0
1933	4453	0.17	0
1933	4613	0.26	0
1933	4656	0.19	0
1933	4726	0.2	0
1933	4851	0.3	0
1933	4867	0.41	0
1933	4885	0.16	0
1933	5205	0.37	0
1933	5244	0.22	1
1933	5246	0.16	0
1933	5342	0.23	0
1933	5480	0.19	0
1933	5681	0.17	0
1933	5741	0.16	0
1933	5790	0.28	0
1933	5791	0.14	0
1933	5851	0.18	0
1933	5906	0.21	0
1933	5954	0.14	0
1933	5967	0.2	0
1933	6015	0.38	0
1933	6049	0.33	0
1933	6335	0.14	0
1933	6356	0.18	0
1933	6485	0.26	0
1933	6575	0.12	0
1933	6589	0.48	0
1933	7029	0.18	0
1933	7136	0.12	0
1933	7175	0.41	0
1933	7198	0.26	0
1933	7266	0.31	1
1933	7420	0.39	0
1933	7424	0.22	1
1933	7476	0.27	0
1933	7545	0.13	1
1933	7606	0.37	0
1933	7608	0.23	0
1933	7665	0.14	0
1933	7697	0.16	1
1933	7947	0.88	0
1933	8000	0.93	0
1933	8247	0.17	0
1933	8312	0.24	0
1933	8519	0.13	1
1933	8527	0.13	0
1933	8542	0.37	0
1933	8657	0.13	0
1933	8713	0.12	0
1933	8779	0.83	0
1933	8810	0.17	0
1933	8966	0.19	0
1933	9206	0.11	0
1933	9549	0.28	0
1933	9597	0.2	0
1933	9698	0.2	0
1933	9814	0.13	0
1933	9827	0.17	1
1933	10029	0.38	0
1933	10042	0.4	0
1933	10055	0.34	0
1933	10224	0.29	1
1933	10225	0.21	0
1933	10226	0.25	0
1933	10259	0.34	0
1933	10269	0.4	0
1933	10281	0.15	0
1933	10329	0.33	0
1933	10374	0.38	0
1933	10659	0.25	0
1933	10670	0.3	0
1933	10674	0.22	0
1933	10756	0.3	1
1933	10846	0.13	0
1933	10857	0.26	0
1933	10858	0.39	0
1933	10861	0.21	0
1933	11038	0.32	0
1933	11111	0.37	0
1933	11399	0.88	0
1933	11414	0.17	0
1933	11615	0.53	0
1933	11645	0.19	1
