1	1
1	2
2	2
3	3
4	2
4	3
5	1
5	3
6	1
6	4
7	2
7	3
8	2
8	5
8	6
9	2
9	3
10	2
10	3
11	2
11	3
12	3
13	4
68	4
68	5
67	4
67	5
16	1
17	2
17	3
18	5
19	5
20	2
20	3
21	1
21	4
22	3
23	1
24	5
63	1
26	2
26	4
27	2
28	2
29	2
30	1
31	2
31	6
32	2
32	3
33	2
34	2
35	6
36	1
37	2
38	2
38	3
39	2
40	2
41	2
42	2
43	2
43	3
44	4
45	2
46	5
47	2
