8159	12960	0.55	0
8159	12964	0.33	0
8159	13024	0.5	0
8159	13109	0.75	0
8160	11670	0.49	0
8160	11671	0.49	0
8161	8917	0.11	0
8161	9530	0.19	0
8161	9531	0.32	0
8161	10144	0.23	0
8161	10145	0.25	0
8161	10488	0.27	0
8161	10490	0.13	0
8161	10491	0.13	0
8161	11159	0.25	0
8161	11160	0.23	0
8161	11683	0.19	0
8161	12260	0.19	0
8161	12312	0.5	0
8161	13308	0.23	0
8162	8364	0.2	0
8162	8738	0.74	0
8162	8812	0.13	0
8162	8852	0.36	0
8162	8853	0.15	0
8162	9069	0.15	0
8162	9205	0.12	0
8162	9206	0.88	0
8162	9265	0.55	0
8162	9338	0.52	0
8162	9488	0.3	0
8162	9640	0.18	0
8162	9735	0.22	0
8162	10979	0.49	0
8162	11005	0.22	0
8162	11035	0.53	0
8162	11089	0.24	0
8162	11147	0.51	0
8162	11683	0.42	0
8162	11820	0.21	1
8162	11887	0.51	0
8162	11974	0.29	0
8162	12299	0.4	0
8162	12708	0.57	1
8162	12876	0.56	0
8162	12910	0.4	0
8162	13308	0.57	0
8164	9069	0.34	0
8164	10744	0.43	1
8164	11197	0.37	0
8164	11228	0.49	0
8164	11670	0.35	0
8164	11671	0.9	0
8164	11885	0.15	0
8165	8769	0.68	0
8165	11118	0.46	0
8166	9728	0.3	1
8166	10251	0.22	0
8166	10501	0.33	0
8166	10718	0.16	0
8166	10719	0.15	0
8166	11735	0.37	0
8167	10258	0.2	1
8167	10259	0.21	0
8167	10872	0.37	0
8167	11670	0.17	0
8167	12693	0.23	0
8167	12694	0.12	0
8167	12917	0.34	0
8167	12920	0.11	0
8167	12976	0.67	0
8167	12978	0.16	0
8167	12979	0.11	0
8167	12984	0.45	0
8167	13132	0.48	0
8168	10601	0.47	1
8168	10680	0.46	1
8168	10906	0.46	1
8168	12634	0.22	2
8168	12635	0.24	1
8169	8308	0.17	0
8169	8309	0.33	0
8169	8467	0.23	0
8169	8468	0.54	0
8169	8472	0.53	0
8169	8474	0.12	1
8169	8546	0.16	0
8169	8635	0.3	0
8169	9252	0.36	0
8169	9616	0.12	0
8169	9855	0.38	0
8169	9861	0.49	0
8169	9929	0.13	0
8169	9939	0.38	0
8169	10648	0.11	0
8169	10998	0.29	0
8169	10999	0.23	0
8169	11038	0.46	0
8169	11375	0.15	1
8169	11681	0.15	0
8169	11700	0.12	1
8169	12172	0.3	0
8169	12226	0.51	0
8169	12762	0.22	0
8169	12979	0.45	0
8169	13044	0.55	0
8169	13125	0.74	0
8169	13261	0.37	0
8170	9570	0.49	0
8170	11690	0.43	0
8170	11735	0.42	0
8170	13308	0.39	0
8171	8475	0.14	1
8171	8543	0.69	1
8171	10116	0.31	1
8171	10118	0.46	1
8171	10451	0.68	1
8171	12118	0.61	1
8172	9549	0.47	0
8172	11671	0.37	0
8172	13084	0.47	0
8176	12701	0.6	1
8177	8432	0.41	1
8177	8666	0.42	1
8177	8719	0.47	1
8177	9844	0.4	1
8177	10029	0.46	1
8177	10088	0.47	1
8177	10470	0.54	1
8177	11670	0.35	1
8177	11681	0.26	1
8177	12463	0.66	2
8177	12464	0.48	1
8177	12676	0.52	1
8177	13300	0.57	1
8179	9765	0.66	0
8179	12463	0.12	1
8179	12973	0.18	0
8179	13084	0.53	0
8180	8181	0.79	0
8180	12119	0.21	0
8181	12119	0.29	0
8182	9110	0.72	1
8182	9480	0.79	1
8182	12645	0.51	2
8182	13233	0.34	1
8183	8886	0.26	0
8183	8887	0.22	0
8183	9550	0.38	0
8183	9739	0.5	0
8183	10599	0.12	0
8183	10945	0.27	1
8183	10946	0.13	0
8183	11357	0.12	0
8183	11377	0.34	0
8183	11735	0.22	0
8183	11848	0.45	0
8183	12335	0.27	0
8183	12370	0.4	1
8183	12478	0.48	0
8183	12514	0.26	0
8183	12565	0.3	0
8183	12662	0.27	0
8183	12930	0.75	0
8183	13253	0.51	0
8184	8388	0.49	1
8184	9558	0.24	0
8184	9559	0.33	0
8184	12116	0.2	0
8184	12692	0.12	0
8184	12693	0.25	0
8185	8229	0.24	0
8185	8918	0.66	0
8185	8919	0.18	0
8187	8192	0.16	0
8187	8193	0.72	0
8187	8194	0.92	0
8187	8195	0.12	0
8187	8196	0.47	1
8187	8197	0.39	0
8187	8406	0.47	0
8187	8415	0.7	0
8187	8630	0.13	0
8187	8631	0.16	0
8187	8790	0.16	0
8187	9538	0.14	0
8187	9822	0.14	0
8187	9889	0.49	0
8187	9955	0.46	0
8187	10073	0.51	0
