10000030		10049426		Josephus	Abudacnus			male	Josephus Abudacnus	Josephus Abudacnus									Abudacnus, Josephus	IN	1595	1595	IN	1643	1643	fl. 1595-1643	scholar of oriental languages	847	1595	1740	NA	NA	NA
10000031		10000055		Roger	Acherley			male	Roger Acherley	Roger Acherley									Acherley, Roger	CA	1662	1662	IN	1740	1740	bap. 1662?, d. 1740	political writer and lawyer	868	1662	1740	NA	NA	NA
10000032		10000061	Sir	John	Acland			male	John Acland	John Acland									Acland, Sir John	IN	1552	1552	IN	1620	1620	c.1552-1620	politician and benefactor	594	1553	1617	NA	NA	NA
10000033		10000062		John	Acland			male	John Acland	John Acland									Acland, John	IN	1699	1699	IN	1796	1796	1699-1796	Church of England clergyman and writer on social issues	477	1703	1797	NA	NA	NA
10000034		10000067		Jacopo	Aconcio			male	Jacopo Aconcio	Jacopo Aconcio									Aconcio, Jacopo	CA	1520	1520	IN	1566	1567	c.1520-1566/7?	theologian and military engineer	1209	1548	1580	NA	NA	NA
10000035		10000070		Edward	Acton			male	Edward Acton	Edward Acton									Acton, Edward	AF	1597	NA	IN	1707	1707	d. 1707	naval officer	547	1691	1707	NA	NA	NA
10000036		10050929	Sir	Robert	Acton			male	Robert Acton	Robert Acton									Acton, Sir Robert	BF	1497	1497	IN	1558	1558	b. before 1497, d. 1558	saddler and member of parliament	965	1518	1558	NA	NA	NA
10000037		10000076		George	Acworth			male	George Acworth	George Acworth									Acworth, George	IN	1534	1534	IN	1581	1586	1534-1581x6	administrator and scholar	488	1529	1569	NA	NA	NA
10000038		10045794	Sir	Jacob	Acworth			male	Jacob Acworth	Jacob Acworth									Acworth, Sir Jacob	IN	1668	1668	IN	1749	1749	c.1668-1749	shipbuilder	686	1637	1746	NA	NA	NA
10000039		10046910		Archibald	Adair			male	Archibald Adair	Archibald Adair									Adair, Archibald	AF	1537	NA	IN	1647	1647	d. 1647	Church of Ireland bishop of Waterford and Lismore	644	1585	1647	NA	NA	NA
10000040		10000080		John	Adair			male	John Adair	John Adair									Adair, John	IN	1660	1660	IN	1718	1718	1660-1718	geographer and cartographer	1272	1654	1836	NA	NA	NA
10000041		10000081		Patrick	Adair			male	Patrick Adair	Patrick Adair									Adair, Patrick	CA	1624	1624	IN	1693	1694	1624?-1693/4	Presbyterian minister and historian	783	1624	1884	NA	NA	NA
10000042		10000104		William	Adam			male	William Adam	William Adam									Adam, William	IN	1689	1689	IN	1748	1748	bap. 1689, d. 1748	builder and architect	1298	1689	1811	NA	NA	NA
10000043		10000109		Clement	Adams			male	Clement Adams	Clement Adams									Adams, Clement	IN	1519	1519	IN	1587	1587	c.1519-1587	schoolmaster and map engraver	330	1530	1595	NA	NA	NA
10000044		10000112		George	Adams			male	George Adams	George Adams									Adams, George	IN	1697	1698	BF	1807	NA	b. 1697/8	translator and writer	487	1716	1768	NA	NA	NA
10000045		20000116		John	Adams			male	John Adams	John Adams									Adams, John	IN	1662	1662	IN	1720	1720	1662-1720	college head	213	1680	1755	NA	NA	NA
10000046		10000115		John	Adams			male	John Adams	John Adams									Adams, John	BF	1670	1670	IN	1738	1738	b. before 1670, d. 1738	cartographer	367	1670	1738	NA	NA	NA
10000047		10037046		Mary	Adams			female	Mary Adams	Mary Adams									Adams, Mary	BF	1652	1652	AF	1652	1652	supp. fl. 1652	self-proclaimed virgin mother	295	1652	1652	NA	NA	NA
10000048		10000121		Richard	Adams			male	Richard Adams	Richard Adams									Adams, Richard	IN	1620	1620	IN	1661	1661	bap. 1620, d. 1661	poet	148	1586	1668	NA	NA	NA
10000049		10000122		Richard	Adams			male	Richard Adams	Richard Adams									Adams, Richard	IN	1626	1627	IN	1698	1698	1626/7-1698	clergyman and ejected minister	277	1540	1678	NA	NA	NA
10000050		10000123		Robert	Adams			male	Robert Adams	Robert Adams									Adams, Robert	AF	1485	NA	IN	1595	1595	d. 1595	architect	198	1581	1595	NA	NA	NA
10000051		10045517		Roger	Adams			male	Roger Adams	Roger Adams									Adams, Roger	CA	1681	1681	IN	1741	1741	1681?-1741	printer and publisher	630	1681	1757	NA	NA	NA
10000052		30005511		Sylvester	Adams			male	Sylvester Adams	Sylvester Adams									NA	BF	1620	NA	AF	1638	NA	NA	NA	NA	NA	NA	1634	1640	5
10000053		10000126		Thomas	Adams			male	Thomas Adams	Thomas Adams									Adams, Thomas	BF/IN	1566	1566	IN	1620	1620	b. in or before 1566, d. 1620	printer	127	1566	1620	NA	NA	NA
10000054		10000127		Thomas	Adams			male	Thomas Adams	Thomas Adams									Adams, Thomas	IN	1583	1583	IN	1652	1652	1583-1652	Church of England clergyman	591	1598	1633	NA	NA	NA
10000055		10000128	Sir	Thomas	Adams			male	Thomas Adams	Thomas Adams									Adams, Sir Thomas	IN	1586	1586	IN	1668	1668	bap. 1586, d. 1668	local politician	847	1559	1668	NA	NA	NA
10000056		10000129		Thomas	Adams			male	Thomas Adams	Thomas Adams									Adams, Thomas	IN	1631	1632	IN	1670	1670	1631/2-1670	ejected minister and writer on Christian doctrine	139	1649	1655	NA	NA	NA
10000057		10000131		William	Adams			male	William Adams	William Adams									Adams, William	IN	1564	1564	IN	1620	1620	1564-1620	navigator	3110	1549	1885	NA	NA	NA
10000058		10000138		Henry	Adamson			male	Henry Adamson	Henry Adamson									Adamson, Henry	IN	1581	1581	IN	1637	1637	bap. 1581, d. 1637	poet and historian	301	1581	1638	NA	NA	NA
10000059		10000139		John	Adamson			male	John Adamson	John Adamson									Adamson, John	IN	1576	1576	CA	1651	1651	1576-1651?	university principal and writer	299	1597	1651	NA	NA	NA
10000060		10000141		Patrick	Adamson			male	Patrick Adamson, Patrick Constantine	Patrick Adamson	Patrick Constantine								Adamson [Constantine], Patrick	IN	1537	1537	IN	1592	1592	1537-1592	archbishop of St Andrews	3106	1537	1620	NA	NA	NA
10000061		10000142		Thomas	Adamson			male	Thomas Adamson	Thomas Adamson									Adamson, Thomas	BF	1680	1680	AF	1680	1680	fl. 1680	military writer	137	1588	1680	NA	NA	NA
10000062		10000144		John	Addenbrooke			male	John Addenbrooke	John Addenbrooke									Addenbrooke, John	IN	1681	1681	IN	1719	1719	bap. 1681, d. 1719	physician and benefactor	640	1681	1766	NA	NA	NA
10000063		10042800		Humphrey	Adderley			male	Humphrey Adderley	Humphrey Adderley									Adderley, Humphrey	IN	1512	1512	IN	1598	1598	1512-1598	courtier	445	1530	1594	NA	NA	NA
10000064		10055434		Charlotte	Addison			female	Charlotte Addison	Charlotte Addison									Charlotte Addison	IN	1680	1680	IN	1731	1731	bap. 1680, d. 1731		150	1680	1731	NA	NA	NA
10000065	TRUE	30007296		Joseph	Addison			male	Joseph Addison	Joseph Addison									NA	IN	1672	NA	IN	1719	NA	NA	writer and politician	NA	NA	NA	1593	1895	93
10000066		10000153		Lancelot	Addison			male	Lancelot Addison	Lancelot Addison									Addison, Lancelot	IN	1632	1632	IN	1703	1703	1632-1703	dean of Lichfield	2117	1500	1724	NA	NA	NA
10000067		10000156		William	Addy			male	William Addy	William Addy									Addy, William	CA	1618	1618	CA	1695	1695	bap. 1618?, d. 1695?	stenographer and writing-master	211	1618	1725	NA	NA	NA
10000068		20104325		Cesare	Adelmare			male	Cesare Adelmare	Cesare Adelmare									Cesare Adelmare	AF	1459	NA	IN	1569	1569	d. 1569		221	1550	1591	NA	NA	NA
10000069		10047924		Henry	Adis			male	Henry Adis	Henry Adis									Adis, Henry	BF	1641	1642	IN	1663	1663	fl. 1641/2-1663	General Baptist leader and writer	724	1648	1661	NA	NA	NA
10000070		10074474		Hendrick	Adriaen de Colonia			male	Hendrick Adriaen de Colonia	Hendrick Adriaen de Colonia									Hendrick Adriaen de Colonia	IN	1668	1668	IN	1701	1702	1668-1701/2	painter	112	1668	1702	NA	NA	NA
10000071		10047230		John	Adson			male	John Adson	John Adson									Adson, John	CA	1587	1587	IN	1640	1640	bap. 1587?, d. 1640	musician and composer	688	1587	1640	NA	NA	NA
10000072		10000201		Arthur	Agard			male	Arthur Agard, Arthur Agarde	Arthur Agard	Arthur Agarde								Agard, Arthur	IN	1535	1536	IN	1615	1615	1535/6-1615	archivist and antiquary	1206	1553	1811	NA	NA	NA
10000073		20000213		Benjamin	Agas			male	Benjamin Agas, Benjamin Agus	Benjamin Agas	Benjamin Agus								Agas [Agus], Benjamin	IN	1622	1622	IN	1689	1689	bap. 1622, d. 1689	clergyman and ejected minister	554	1622	1689	NA	NA	NA
10000074		10000202		Radulph	Agas			male	Radulph Agas, Ralph Agas	Radulph Agas	Ralph Agas								Agas, Radulph [Ralph]	IN	1540	1540	IN	1621	1621	c.1540-1621	land surveyor	458	1566	1606	NA	NA	NA
10000075		10000204		Edward	Aggas			male	Edward Aggas	Edward Aggas									Aggas, Edward	BF/IN	1549	1549	CA	1625	1625	b. in or before 1549, d. 1625?	bookseller and publisher	184	1549	1625	NA	NA	NA
10000076		10000205		Robert	Aggas			male	Robert Aggas	Robert Aggas									Aggas, Robert	IN	1620	1620	IN	1682	1682	c.1620-c.1682	landscape and scene painter	95	1635	1682	NA	NA	NA
10000077		10000207		Edward	Aglionby			male	Edward Aglionby	Edward Aglionby									Aglionby, Edward	IN	1520	1520	CA	1591	1591	1520-1591?	member of parliament	1036	1532	1588	NA	NA	NA
10000078		20100213		John	Aglionby			male	John Aglionby	John Aglionby									John Aglionby	IN	1566	1567	IN	1610	1610	1566/7-1610		165	1583	1610	NA	NA	NA
10000079		10000209	Sir	Andrew	Agnew	of Lochnaw		male	Andrew Agnew of Lochnaw	Andrew Agnew of Lochnaw									Agnew, Sir Andrew, of Lochnaw	IN	1687	1687	IN	1771	1771	1687-1771	army officer	219	1687	1719	NA	NA	NA
10000080		30006470		Heinrich Cornelius	Agrippa	von Nettesheim		male	Cornelius Agrippa	Cornelius Agrippa									NA	IN	1486	NA	IN	1535	NA	NA	NA	NA	NA	NA	1509	1764	6
10000081		10049371		Joseph	Aickin			male	Joseph Aickin	Joseph Aickin									Aickin, Joseph	BF	1693	1693	CA	1705	1705	fl. 1693-1705?	grammarian	452	1658	1693	NA	NA	NA
10000082		10000220		Thomas	Aikenhead			male	Thomas Aikenhead	Thomas Aikenhead									Aikenhead, Thomas	IN	1676	1676	IN	1697	1697	bap. 1676, d. 1697	freethinker and blasphemer	570	1661	1800	NA	NA	NA
10000083		10000227		William	Aikman	of Cairnie		male	William Aikman of Cairnie	William Aikman of Cairnie									Aikman, William, of Cairnie	IN	1682	1682	IN	1731	1731	1682-1731	portrait painter	407	1682	1729	NA	NA	NA
10000084		10000235		Henry	Ainsworth			male	Henry Ainsworth	Henry Ainsworth									Ainsworth, Henry	IN	1569	1569	IN	1622	1622	1569-1622	separatist minister and religious controversialist	2624	1570	1657	NA	NA	NA
10000085		10000236		Robert	Ainsworth			male	Robert Ainsworth	Robert Ainsworth									Ainsworth, Robert	IN	1660	1660	IN	1743	1743	1660-1743	lexicographer and schoolmaster	2243	1611	1882	NA	NA	NA
10000086		10000241		Henry	Airay			male	Henry Airay	Henry Airay									Airay, Henry	IN	1558	1560	IN	1616	1616	1558x60-1616	college head	887	1579	1616	NA	NA	NA
10000087		10048229		William	Aird			male	William Aird	William Aird									Aird, William	AF	1496	NA	IN	1606	1607	d. 1606/7	Church of Scotland minister	358	1583	1602	NA	NA	NA
10000088		10000247		John	Aislabie			male	John Aislabie	John Aislabie									Aislabie, John	IN	1670	1670	IN	1742	1742	1670-1742	politician	912	1630	1721	NA	NA	NA
10000089		10051594		William	Aislabie			male	William Aislabie	William Aislabie									Aislabie, William	IN	1699	1700	IN	1781	1781	1699/1700-1781	landscape designer and landowner	1475	1700	1773	NA	NA	NA
10000090		10000820		James	Aitken			male	James Aitken, James Atkine	James Aitken	James Atkine								Aitken [Atkine], James	IN	1612	1613	IN	1687	1687	1612/13-1687	bishop of Galloway	282	1636	1661	NA	NA	NA
10000091		10025936		Joseph van	Aken			male	Joseph van Aken	Joseph van Aken									Aken, Joseph van	IN	1699	1699	IN	1749	1749	c.1699-1749	drapery painter and painter of genre and conversation pieces	325	1720	1720	NA	NA	NA
10000092		10000260		William	Alabaster			male	William Alabaster	William Alabaster									Alabaster, William	IN	1568	1568	IN	1640	1640	1568-1640	Church of England clergyman and writer	1301	1568	1635	NA	NA	NA
10000093		10000266		John Fortescue	Aland			male	John Fortescue Aland	John Fortescue Aland									Aland, John Fortescue	IN	1670	1670	IN	1746	1746	1670-1746	judge	825	1670	1780	NA	NA	NA
10000094		10074430		Hugh	Albert O'Donnell			male	Hugh Albert O'Donnell	Hugh Albert O'Donnell									Hugh Albert O'Donnell	IN	1606	1606	IN	1642	1642	1606-1642	army officer in the Austrian service	205	1606	1632	NA	NA	NA
10000095		10000274		Eleazar	Albin			male	Eleazar Albin	Eleazar Albin									Albin, Eleazar	AF	1632	NA	CA	1742	1742	d. 1742?	naturalist and watercolour painter	757	1701	1759	NA	NA	NA
10000096		10000275		Henry	Albin			male	Henry Albin	Henry Albin									Albin, Henry	IN	1624	1624	IN	1696	1696	1624-1696	clergyman and ejected minister	284	1624	1672	NA	NA	NA
10000097		10000284		John	Alcock			male	John Alcock	John Alcock									Alcock, John	IN	1430	1430	IN	1500	1500	1430-1500	administrator and bishop of Ely	1231	1500	1704	NA	NA	NA
10000098		10000289		Thomas	Alcock			male	Thomas Alcock	Thomas Alcock									Alcock, Thomas	AF	1454	NA	IN	1564	1564	d. 1564	merchant	210	1557	1564	NA	NA	NA
10000099		10000293		Thomas	Aldam			male	Thomas Aldam	Thomas Aldam									Aldam, Thomas	CA	1616	1616	IN	1660	1660	1616?-1660	Quaker preacher and writer	311	1616	1660	NA	NA	NA
10000100		10000294		John	Alday			male	John Alday	John Alday									Alday, John	IN	1566	1566	IN	1579	1579	fl. 1566-1579	translator	382	1558	1663	NA	NA	NA
10000101		10000296		Laurence	Aldersey			male	Laurence Aldersey	Laurence Aldersey									Aldersey, Laurence	IN	1546	1546	IN	1597	1598	1546-1597/8	sea captain	488	1539	1589	NA	NA	NA
10000102		10049225		Thomas	Aldersey			male	Thomas Aldersey	Thomas Aldersey									Aldersey, Thomas	IN	1521	1522	IN	1598	1598	1521/2-1598	merchant	1234	1541	1616	NA	NA	NA
10000103		10049226		William	Aldersey			male	William Aldersey	William Aldersey									Aldersey, William	IN	1543	1543	IN	1616	1616	1543-1616	merchant and antiquary	416	1543	1616	NA	NA	NA
10000104		10000307		Henry	Aldrich			male	Henry Aldrich, Dean Aldrich	Henry Aldrich	Dean Aldrich								Aldrich, Henry	IN	1648	1648	IN	1710	1710	1648-1710	dean of Christ Church, Oxford	2041	1648	1789	NA	NA	NA
10000105		10000308	Bishop	Robert	Aldrich		Bishop of Carlisle	male	Robert Aldrich, Robert Aldridge	Robert Aldrich	Robert Aldridge								Aldrich, Robert	IN	1488	1489	IN	1556	1556	1488/9-1556	bishop of Carlisle	771	1507	1553	NA	NA	NA
10000106		10000310		Tudur	Aled			male	Tudur Aled	Tudur Aled									Tudur Aled	CA	1465	1465	IN	1525	1527	c.1465-1525x7	Welsh poet	1303	1523	1773	NA	NA	NA
10000107		10000368		John	Alen			male	John Alen	John Alen									Alen, John	IN	1476	1476	IN	1534	1534	1476-1534	archbishop of Dublin	1392	1502	1529	NA	NA	NA
10000108		10000312		Alexander	Alesius			male	Alexander Alesius, Alexander Allane, Alexander Alan	Alexander Alesius	Alexander Allane	Alexander Alan							Alesius [Allane or Alan], Alexander	IN	1500	1500	IN	1565	1565	1500-1565	Lutheran theologian and reformer	4002	1500	1565	NA	NA	NA
10000109		10000322		Helen	Alexander			female	Helen Alexander, Helen Umpherston, Helen Currie	Helen Alexander	Helen Umpherston	Helen Currie							Alexander [Umpherston, Currie], Helen	IN	1653	1654	IN	1729	1729	1653/4-1729	covenanter	440	1672	1683	NA	NA	NA
10000110		10047528		James	Alexander			male	James Alexander	James Alexander									Alexander, James	IN	1691	1691	IN	1756	1756	1691-1756	lawyer and politician	611	1691	1736	NA	NA	NA
10000111		10000324		John	Alexander			male	John Alexander	John Alexander									Alexander, John	IN	1686	1686	IN	1743	1743	1686-1743	minister of the Presbyterian General Synod of Ulster	139	1686	1724	NA	NA	NA
10000112		10000327		William	Alexander			male	William Alexander	William Alexander									Alexander, William	IN	1577	1577	IN	1640	1640	1577-1640	poet and politician	5452	1506	1810	NA	NA	NA
10000113		10046303		Pierre	Alexandre			male	Pierre Alexandre	Pierre Alexandre									Alexandre, Pierre	IN	1498	1498	IN	1563	1563	c.1498-1563	prior of Arras and theologian	409	1534	1563	NA	NA	NA
10000114		10000331		Charles	Aleyn			male	Charles Aleyn	Charles Aleyn									Aleyn, Charles	AF	1530	NA	IN	1640	1640	d. 1640	poet	171	1616	1702	NA	NA	NA
10000115		10000332		Thomas	Alfield			male	Thomas Alfield	Thomas Alfield									Alfield, Thomas	IN	1552	1552	IN	1585	1585	1552-1585	Roman Catholic priest and martyr	725	1514	1618	NA	NA	NA
10000116		10034697		Edward	Alford			male	Edward Alford	Edward Alford									Alford, Edward	IN	1565	1566	IN	1631	1632	1565/6-1631/2	politician	1385	1546	1632	NA	NA	NA
10000117		10034698		Francis	Alford			male	Francis Alford	Francis Alford									Alford, Francis	IN	1530	1530	IN	1592	1592	c.1530-1592	civil lawyer and member of parliament	540	1546	1572	NA	NA	NA
10000118		10043114		Elizabeth	Alkin			female	Elizabeth Alkin	Elizabeth Alkin									Alkin, Elizabeth	CA	1600	1600	CA	1655	1655	c.1600-1655?	nurse and spy	589	1645	1651	NA	NA	NA
10000119		10000344		Andrew	Allam			male	Andrew Allam	Andrew Allam									Allam, Andrew	IN	1655	1655	IN	1685	1685	bap. 1655, d. 1685	antiquary	321	1655	1687	NA	NA	NA
10000120		10000354		Edward	Allde			male	Edward Allde, Edward Alldee	Edward Allde	Edward Alldee								Allde [Alldee], Edward	IN	1555	1563	IN	1627	1627	1555x63-1627	printer	508	1584	1621	NA	NA	NA
10000121		10000355		John	Allde			male	John Allde	John Allde									Allde, John	BF/IN	1531	1531	IN	1584	1584	b. in or before 1531, d. 1584	printer and bookseller	182	1531	1584	NA	NA	NA
10000122		10000357		Joseph	Alleine			male	Joseph Alleine	Joseph Alleine									Alleine, Joseph	IN	1634	1634	IN	1668	1668	bap. 1634, d. 1668	ejected minister and devotional writer	551	1634	1668	NA	NA	NA
10000123		10000358		Richard	Alleine			male	Richard Alleine	Richard Alleine									Alleine, Richard	IN	1610	1611	IN	1681	1681	1610/11-1681	clergyman and ejected minister	486	1630	1669	NA	NA	NA
10000124		10046827		Theodosia	Alleine			female	Theodosia Alleine	Theodosia Alleine									Alleine, Theodosia	IN	1654	1654	IN	1677	1677	fl. 1654-1677	nonconformist writer	762	1634	1678	NA	NA	NA
10000125		10000359		William	Alleine			male	William Alleine	William Alleine									Alleine, William	IN	1613	1614	IN	1677	1677	1613/14-1677	clergyman and ejected minister	340	1631	1669	NA	NA	NA
10000126		10000361		Anthony	Allen			male	Anthony Allen	Anthony Allen									Allen, Anthony	IN	1685	1685	IN	1754	1754	1685-1754	barrister and antiquary	398	1685	1778	NA	NA	NA
10000127		10042839		Charles	Allen			male	Charles Allen	Charles Allen									Allen, Charles	IN	1685	1685	IN	1687	1687	fl. 1685-1687	writer on dentistry	325	1685	1824	NA	NA	NA
10000128		10000363		Edmund	Allen			male	Edmund Allen	Edmund Allen									Allen, Edmund	CA	1510	1519	IN	1559	1559	1510s-1559	protestant reformer	604	1535	1551	NA	NA	NA
10000129		10034699		Elias	Allen			male	Elias Allen	Elias Allen									Allen, Elias	IN	1588	1588	IN	1653	1653	c.1588-1653	maker of mathematical instruments	488	1602	1638	NA	NA	NA
10000130		10034700		Francis	Allen			male	Francis Allen	Francis Allen									Allen, Francis	IN	1583	1583	IN	1658	1658	c.1583-1658	politician and regicide	838	1638	1660	NA	NA	NA
10000131		10042941		Hannah	Allen			female	Hannah Allen, Hannah Howse, Hannah Chapman	Hannah Allen	Hannah Howse	Hannah Chapman							Allen [Howse; Chapman], Hannah	IN	1632	1632	IN	1664	1664	fl. 1632-1664	bookseller	486	1619	1653	NA	NA	NA
10000132		10046826		Hannah	Allen			female	Hannah Allen, Hannah Archer	Hannah Allen	Hannah Archer								Allen [Archer], Hannah	CA	1638	1638	IN	1668	1708	c.1638-1668x1708	nonconformist writer	754	1650	1709	NA	NA	NA
10000133		10047275	Sir	John	Allen			male	John Allen	John Allen									Allen, Sir John	IN	1470	1470	IN	1544	1544	c.1470-1544	mayor of London	804	1509	1541	NA	NA	NA
10000134		10000369		John	Allen			male	John Allen	John Allen									Allen, John	IN	1596	1596	IN	1671	1671	c.1596-1671	minister in America	483	1613	1653	NA	NA	NA
10000135		10000370		John	Allen			male	John Allen	John Allen									Allen, John	CA	1660	1660	IN	1741	1741	1660?-1741	physician	463	1660	1732	NA	NA	NA
10000136		10000377		Ralph	Allen			male	Ralph Allen	Ralph Allen									Allen, Ralph	IN	1693	1693	IN	1764	1764	bap. 1693, d. 1764	postal entrepreneur and philanthropist	1374	1693	1766	NA	NA	NA
10000137		10047425		Robert	Allen			male	Robert Allen	Robert Allen									Allen, Robert	IN	1582	1582	IN	1612	1612	fl. 1582-1612	Church of England clergyman and religious writer	315	1582	1606	NA	NA	NA
10000138		10000378		Thomas	Allen			male	Thomas Allen	Thomas Allen									Allen, Thomas	CA	1540	1540	IN	1632	1632	1540?-1632	mathematician and antiquary	557	1540	1598	NA	NA	NA
10000139		10000379		Thomas	Allen			male	Thomas Allen	Thomas Allen									Allen, Thomas	IN	1608	1608	IN	1673	1673	1608-1673	clergyman and ejected minister	330	1613	1657	NA	NA	NA
