id,display_name,first_name,last_name,created_by,historical_significance,prefix,suffix,title,birth_year_type,birth_year,death_year_type,death_year,gender,approved_by,approved_on,odnb_id,created_at,updated_at,search_names_all,citation,aliases
10010667,Peter Samwaies,Peter,Samwaies,2,Church of England clergyman,,,,IN,1615,IN,1693,male,2,2015-02-25 00:42:30.371513,24607,2015-02-25 00:42:30.374582,2015-03-11 22:36:18.738006,"Peter Samwaies, Peter Samways, Peter, Peter Samwaies",,
10054740,Ann Archer,Ann,Archer,372,Compiler of household accounts held in British Library.,,,,BF,1609,AF,1617,female,4,2016-01-23 18:06:40.705770,,2016-01-23 17:52:56.418265,2016-01-23 18:06:40.705502,"Ann, Ann Archer",,
10011439,William Stafford,William,Stafford,2,conspirator,,,,IN,1554,IN,1612,male,2,2015-11-25 17:29:18.650180,26217,2015-02-25 00:42:44.449173,2015-11-25 17:29:18.650043,"William Stafford, William, William Stafford",,
10010707,Sir George Saunders,George,Saunders,2,naval officer,Sir,,,IN,1670,IN,1734,male,2,2015-02-25 00:42:31.037184,24694,2015-02-25 00:42:31.040554,2015-03-11 22:36:19.692741,"George Saunders, Sir George, Sir George Saunders, Sir Saunders, George, George Saunders",,
10004628,John Fursdon,John,Fursdon,2,Benedictine monk,,,,AF,1528,IN,1638,male,2,2015-07-14 03:50:06.922396,10253,2015-02-25 00:40:49.810747,2015-07-14 03:50:06.922237,"John Fursdon, John Breton, John, John Fursdon",,
10010720,Roland Savage,Roland,Savage,2,,,,,AF,1409,IN,1519,male,2,2015-02-25 00:42:31.254620,53711,2015-02-25 00:42:31.257240,2015-03-11 22:36:19.927721,"Roland Savage, Roland, Roland Savage",,
10005629,John Harvey,John,Harvey,2,astrologer,,,,IN,1564,IN,1592,male,2,2015-07-10 01:40:22.849242,12523,2015-02-25 00:41:10.374712,2015-07-10 01:40:22.849095,"John Harvey, John, John Harvey",,
10054739,Anthony Babington,Anthony,Babington,365,,,,,BF,1500,AF/IN,1536,male,4,2016-01-23 18:34:00.708329,,2016-01-23 17:52:49.515689,2016-01-23 18:34:00.708210,"Anthony, Anthony Babington",,
10000218,Christopher Angelus,Christopher,Angelus,2,writer,,,,AF,1528,IN,1638,male,2,2015-07-08 04:12:32.404200,548,2015-02-25 00:39:38.572573,2015-07-08 04:12:32.403944,"Christopher Angelus, Christopher, Christopher Angelus",,
10010706,Erasmus Saunders,Erasmus,Saunders,2,Church of England clergyman,,,,IN,1670,IN,1724,male,2,2015-07-10 12:44:37.605589,24693,2015-02-25 00:42:31.022282,2015-07-10 12:44:37.605392,"Erasmus Saunders, Erasmus, Erasmus Saunders",,
10051760,Elizabeth Brooke,Elizabeth,Brooke,31,,,,,IN,1526,IN,1565,female,31,2016-01-23 18:05:24.100430,,2016-01-13 21:29:25.236261,2016-01-23 18:05:24.100088,"Elizabeth, Elizabeth Brooke",,
10008498,Robert Morgan,Robert,Morgan,2,bishop of Bangor,,,,IN,1608,IN,1673,male,2,2015-07-10 16:23:30.961201,19233,2015-02-25 00:41:55.549710,2015-07-10 16:23:30.961055,"Robert Morgan, Robert, Robert Morgan",,
10010779,Anthony Scoloker,Anthony,Scoloker,2,poet,,,,BF,1604,AF,1604,male,2,2015-07-11 16:50:38.825204,24851,2015-02-25 00:42:32.195525,2015-07-11 16:50:38.825030,"Anthony Scoloker, Anthony, Anthony Scoloker",,
10010737,Sir John Savile,John,Savile,2,,Sir,,,AF,1395,IN,1505,male,2,2015-07-11 16:48:06.778553,74821,2015-02-25 00:42:31.510973,2015-07-11 16:48:06.778377,"John Savile, Sir John, Sir John Savile, Sir Savile, John, John Savile",,
10010760,Robert Scarlett,Robert,Scarlett,2,sexton,,,,IN,1495,IN,1594,male,2,2015-02-25 00:42:31.855388,24787,2015-02-25 00:42:31.858427,2015-03-11 22:36:20.789118,"Robert Scarlett, Robert, Robert Scarlett",,
10010745,George Sawer,George,Sawer,2,parish officer,,,,AF,1517,IN,1627,male,2,2015-02-25 00:42:31.630694,74223,2015-02-25 00:42:31.634012,2015-03-11 22:36:20.440413,"George Sawer, George, George Sawer",,
10010739,Sir Robert Savile,Robert,Savile,2,,Sir,,,AF,1475,IN,1585,male,2,2015-07-11 16:48:32.780492,74823,2015-02-25 00:42:31.544444,2015-07-11 16:48:32.780285,"Robert Savile, Sir Robert, Sir Robert Savile, Sir Savile, Robert, Robert Savile",,
10008339,Abraham de Moivre,Abraham de,Moivre,2,mathematician,,,,IN,1667,IN,1754,male,2,2016-01-23 17:51:51.148184,18893,2015-02-25 00:41:53.084361,2016-01-23 17:51:51.147970,"Abraham de Moivre, Abraham de, Abraham de Moivre",,
10010743,Vincentio Saviolo,Vincentio,Saviolo,2,swordsman and writer on fencing,,,,BF,1595,AF,1595,male,2,2015-07-11 16:48:48.395166,24747,2015-02-25 00:42:31.603457,2015-07-11 16:48:48.394991,"Vincentio Saviolo, Vincentio, Vincentio Saviolo",,
10010766,George Scharpe,George,Scharpe,2,physician,,,,IN,1583,IN,1638,male,2,2015-02-25 00:42:31.943603,24797,2015-02-25 00:42:31.946811,2015-03-11 22:36:20.887985,"George Scharpe, George, George Scharpe",,
10052066,Mary Tyrrell,Mary,Tyrrell,31,,,,,IN,1552,AF/IN,1593,female,31,,,2016-01-13 21:29:28.824940,2016-01-13 21:29:28.824940,"Mary, Mary Tyrrell",,
10005992,Gruffudd Hiraethog,Gruffudd,Hiraethog,2,poet and herald,,,,AF,1454,IN,1564,male,2,2015-07-14 03:50:07.705146,13362,2015-02-25 00:41:16.324166,2015-07-14 03:50:07.704972,"Gruffudd Hiraethog, Gruffudd, Gruffudd Hiraethog",,
10000160,Thomas Alsop,Thomas,Alsop,2,apothecary,,,,AF,1448,IN,1558,male,2,2015-07-08 04:07:32.954800,70948,2015-02-25 00:39:37.692292,2015-07-08 04:07:32.954625,"Thomas Alsop, Thomas Alsopp, Thomas, Thomas Alsop",,
10012231,Richard Uvedale,Richard,Uvedale,2,conspirator,,,,BF,1508,IN,1556,male,2,2015-07-11 15:53:57.553356,28041,2015-02-25 00:43:02.957199,2015-07-11 15:53:57.553183,"Richard Uvedale, Richard, Richard Uvedale",,
10007125,Gerard Langbaine,Gerard,Langbaine,2,college head,,,,IN,1608,IN,1658,male,2,2015-11-25 17:29:58.909954,16006,2015-02-25 00:41:34.363106,2015-11-25 17:29:58.909826,"Gerard Langbaine, Gerard, Gerard Langbaine",,
10051114,Elizabeth Blount,Elizabeth,Blount,31,,,,,AF/IN,1483,IN,1593,female,31,,,2016-01-13 21:29:17.782692,2016-01-13 21:29:17.782692,"Elizabeth, Elizabeth Blount",,
10010816,Henry Scougal,Henry,Scougal,2,Church of Scotland minister,,,,IN,1650,IN,1678,male,2,2015-07-11 04:07:45.456493,24941,2015-02-25 00:42:32.729561,2015-07-11 04:07:45.456282,"Henry Scougal, Henry, Henry Scougal",,
10010819,George Scougall,George,Scougall,2,,,,,IN,1694,IN,1737,male,2,2015-07-11 04:07:52.204256,71623,2015-02-25 00:42:32.778272,2015-07-11 04:07:52.204026,"George Scougall, George, George Scougall",,
10010815,Joshua Scottow,Joshua,Scottow,2,merchant and author in America,,,,IN,1618,IN,1698,male,2,2015-07-10 12:27:30.024192,24939,2015-02-25 00:42:32.713738,2015-07-10 12:27:30.024015,"Joshua Scottow, Joshua Scotto, Joshua, Joshua Scottow",,
10009670,Arthur Phillips,Arthur,Phillips,2,organist and composer,,,,IN,1605,IN,1695,male,2,2015-07-11 15:15:35.183294,22144,2015-02-25 00:42:13.999485,2015-07-11 15:15:35.183122,"Arthur Phillips, Arthur, Arthur Phillips",,
10010775,William Sclater,William,Sclater,2,nonjuring Church of England clergyman,,,,IN,1638,IN,1727,male,2,2015-07-11 16:35:14.682020,24843,2015-02-25 00:42:32.083613,2015-07-11 16:35:14.681847,"William Sclater, William, William Sclater",,
10010821,Feathery Scribe,Feathery,Scribe,2,scribe,,,,IN,1625,IN,1640,male,2,2015-07-11 04:07:53.586925,75559,2015-02-25 00:42:32.815861,2015-07-11 04:07:53.586754,"Feathery Scribe, Feathery, Feathery Scribe",,
10010820,John Scougall,John,Scougall,2,,,,,CA,1645,CA,1737,male,2,2015-07-11 04:07:51.539903,24942,2015-02-25 00:42:32.799045,2015-07-11 04:07:51.539746,"John Scougall, John, John Scougall",,
10010781,Alexander Scot,Alexander,Scot,2,judge and writer,,,,IN,1560,IN,1616,male,2,2015-07-09 01:40:09.780247,60955,2015-02-25 00:42:32.221858,2015-07-09 01:40:09.780090,"Alexander Scot, Alexander, Alexander Scot",,
10000338,Charles Ashton,Charles,Ashton,2,college head,,,,IN,1665,IN,1752,male,2,2015-07-08 04:22:42.633482,768,2015-02-25 00:39:40.239306,2015-07-08 04:22:42.633327,"Charles Ashton, Charles, Charles Ashton",,
10011618,William Stout,William,Stout,2,grocer and ironmonger,,,,IN,1665,IN,1752,male,2,2015-07-14 03:33:57.148962,56678,2015-02-25 00:42:48.506556,2015-07-14 03:33:57.148798,"William Stout, William, William Stout",,
10002006,Sir John Campbell of Lundie,John,Campbell,2,administrator and ambassador,Sir,of Lundie,,AF,1452,IN,1562,male,2,2015-07-08 23:50:40.925772,4510,2015-02-25 00:40:09.708415,2015-07-08 23:50:40.925585,"John Campbell of Lundie, Sir John, Sir John Campbell, Sir John Campbell of Lundie, Sir John of Lundie, Sir Campbell, Sir Campbell of Lundie, John, John Campbell, John Campbell of Lundie, John of Lundie",,
10011857,Edmund Tew,Edmund,Tew,2,Church of England clergyman and magistrate,,,,IN,1700,IN,1770,male,2,2015-02-25 00:42:53.828038,95284,2015-02-25 00:42:53.830971,2015-03-11 22:36:51.673378,"Edmund Tew, Edmund, Edmund Tew",,
10011858,Thomas Tew,Thomas,Tew,2,pirate,,,,AF,1585,IN,1695,male,2,2015-07-10 16:54:34.046998,61709,2015-02-25 00:42:53.845882,2015-07-10 16:54:34.046848,"Thomas Tew, Thomas, Thomas Tew",,
10010866,Simon Segar,Simon,Segar,2,author and librarian,,,,IN,1656,IN,1712,male,2,2015-02-25 00:42:33.607967,25032,2015-02-25 00:42:33.610846,2015-03-11 22:36:22.895535,"Simon Segar, Simon, Simon Segar",,
10010842,John Seagar,John,Seagar,2,Church of England clergyman,,,,AF,1546,IN,1656,male,2,2015-07-09 00:28:20.656643,24980,2015-02-25 00:42:33.157068,2015-07-09 00:28:20.656355,"John Seagar, John, John Seagar",,
10010871,Sir William Selby senior,William,Selby senior,2,,Sir,,,AF,1502,IN,1612,male,2,2015-02-25 00:42:33.684199,77119,2015-02-25 00:42:33.687584,2015-03-11 22:36:22.963626,"William Selby senior, Sir William, Sir William Selby senior, Sir Selby senior, William, William Selby senior",,
10010855,John Securis,John,Securis,2,physician,,,,IN,1550,IN,1580,male,2,2015-02-25 00:42:33.346969,25001,2015-02-25 00:42:33.350170,2015-03-11 22:36:22.600265,"John Securis, John Hatchett, John, John Securis",,
10010849,Henry Season,Henry,Season,2,almanac writer and medical practitioner,,,,IN,1693,IN,1775,male,2,2015-07-10 13:43:18.138009,53694,2015-02-25 00:42:33.270065,2015-07-10 13:43:18.137846,"Henry Season, Henry, Henry Season",,
10010864,Jeremiah Seed,Jeremiah,Seed,2,Church of England clergyman and writer,,,,CA,1699,IN,1747,male,2,2015-07-11 04:09:54.852375,25024,2015-02-25 00:42:33.582843,2015-07-11 04:09:54.852226,"Jeremiah Seed, Jeremiah, Jeremiah Seed",,
10010868,John Selby of Twizel,John,Selby,2,,,of Twizel,,AF,1455,IN,1565,male,2,2015-07-11 04:09:57.760285,77117,2015-02-25 00:42:33.641586,2015-07-11 04:09:57.760149,"John Selby of Twizel, John, John Selby, John Selby of Twizel, John of Twizel",,
10010852,William Secker,William,Secker,2,Church of England clergyman and religious writer,,,,AF,1571,CA,1681,male,2,2015-07-11 04:09:17.045447,24999,2015-02-25 00:42:33.309177,2015-07-11 04:09:17.045244,"William Secker, William, William Secker",,
10013274,Barker,Barker,,2,,,,,IN,1665,IN,1667,male,2,2015-07-10 12:31:24.911284,96290,2015-02-25 00:43:19.947739,2015-07-10 12:31:24.911039,"Barker, Barker",,
10050372,Elizabeth Barley,Elizabeth,Barley,31,,,,,AF/IN,1415,IN,1525,female,31,,,2016-01-13 21:29:10.414304,2016-01-13 21:29:10.414304,"Elizabeth, Elizabeth Barley",,
10001646,John Browne,John,Browne,2,gun-founder,,,,IN,1590,IN,1651,male,2,2015-07-08 07:22:15.293033,37234,2015-02-25 00:40:03.007511,2015-07-08 07:22:15.292897,"John Browne, John, John Browne",,
10000339,Edward Ashton,Edward,Ashton,2,conspirator,,,,AF,1548,IN,1658,male,2,2015-07-08 04:22:43.401280,769,2015-02-25 00:39:40.252565,2015-07-08 04:22:43.401140,"Edward Ashton, Edward, Edward Ashton",,
10010884,George Semple,George,Semple,2,architect and engineer,,,,IN,1700,IN,1782,male,2,2015-07-09 02:06:09.694286,25079,2015-02-25 00:42:33.897948,2015-07-09 02:06:09.694022,"George Semple, George, George Semple",,
10011608,Joshua Stopford,Joshua,Stopford,2,Church of England clergyman,,,,IN,1635,IN,1675,male,2,2015-02-25 00:42:48.265249,26587,2015-02-25 00:42:48.273640,2015-03-11 22:36:41.966439,"Joshua Stopford, Joshua, Joshua Stopford",,
10012727,Robert Weston,Robert,Weston,2,lord chancellor of Ireland,,,,BF/IN,1522,IN,1573,male,2,2015-07-11 15:54:00.108797,29131,2015-02-25 00:43:11.935988,2015-07-11 15:54:00.108430,"Robert Weston, Robert, Robert Weston",,
10007955,Robert Mapletoft,Robert,Mapletoft,2,college head,,,,IN,1609,IN,1677,male,2,2015-08-23 23:29:14.350413,18019,2015-02-25 00:41:47.003688,2015-08-23 23:29:14.350246,"Robert Mapletoft, Robert, Robert Mapletoft",,
10011862,Peter Thatcher,Peter,Thatcher,2,Church of England clergyman,,,,IN,1587,IN,1641,male,2,2015-07-11 05:36:25.758011,56076,2015-02-25 00:42:53.917478,2015-07-11 05:36:25.757861,"Peter Thatcher, Peter Thacher, Peter, Peter Thatcher",,
10011871,Sir Dalby Thomas,Dalby,Thomas,2,merchant and writer,Sir,,,IN,1650,IN,1711,male,2,2015-02-25 00:42:54.045120,49984,2015-02-25 00:42:54.049626,2015-03-11 22:36:51.957882,"Dalby Thomas, Sir Dalby, Sir Dalby Thomas, Sir Thomas, Dalby, Dalby Thomas",,
10011868,Styan Thirlby,Styan,Thirlby,2,textual critic and theologian,,,,IN,1691,IN,1753,male,2,2015-07-11 14:55:04.276949,27183,2015-02-25 00:42:54.003573,2015-07-11 14:55:04.276756,"Styan Thirlby, Styan, Styan Thirlby",,
10011154,John Skewys,John,Skewys,2,lawyer and chronicler,,,,AF,1434,IN,1544,male,2,2015-07-09 05:45:05.923842,25699,2015-02-25 00:42:39.047682,2015-07-09 05:45:05.923615,"John Skewys, John Skuish, John, John Skewys",,
10009827,Matthew Poole,Matthew,Poole,2,biblical commentator,,,,CA,1624,IN,1679,male,2,2015-07-14 04:07:14.944327,22518,2015-02-25 00:42:16.525386,2015-07-14 04:07:14.944160,"Matthew Poole, Matthew Pole, Matthew, Matthew Poole",,
10010907,Thomas Settle,Thomas,Settle,2,Church of England clergyman and separatist,,,,IN,1555,IN,1622,male,2,2015-07-14 03:41:44.072102,25129,2015-02-25 00:42:34.259482,2015-07-14 03:41:44.071903,"Thomas Settle, Thomas, Thomas Settle",,
10010944,John Sharp,John,Sharp,2,Church of Scotland minister and theologian,,,,IN,1572,IN,1647,male,2,2015-07-11 04:17:00.808515,25212,2015-02-25 00:42:34.928672,2015-07-11 04:17:00.808321,"John Sharp, John, John Sharp",,
10010951,Lewis Sharpe,Lewis,Sharpe,2,playwright,,,,BF,1640,AF,1640,male,2,2015-02-25 00:42:35.118683,25232,2015-02-25 00:42:35.123045,2015-03-11 22:36:24.767895,"Lewis Sharpe, Lewis, Lewis Sharpe",,
10050521,Agnes Kirk,Agnes,Kirk,31,,,,,AF/IN,1436,AF/IN,1546,female,31,,,2016-01-13 21:29:11.642477,2016-01-13 21:29:11.642477,"Agnes, Agnes Kirk",,
10003985,Sampson Erdeswick,Sampson,Erdeswick,2,historian,,,,IN,1538,IN,1603,male,2,2015-07-09 07:57:32.753357,8834,2015-02-25 00:40:40.202878,2015-07-09 07:57:32.753174,"Sampson Erdeswick, Sampson Erdeswicke, Sampson, Sampson Erdeswick",,
10007795,Huw Machno,Huw,Machno,2,NA,,,,BF,1585,AF,1637,male,2,2015-07-14 03:50:08.659736,0,2015-02-25 00:41:44.563013,2015-07-14 03:50:08.659571,"Huw Machno, Huw, Huw Machno",,
10010961,Lachlan Shaw,Lachlan,Shaw,2,Church of Scotland minister and historian,,,,CA,1686,IN,1777,male,2,2015-02-25 00:42:35.357400,25261,2015-02-25 00:42:35.360280,2015-03-11 22:36:24.937816,"Lachlan Shaw, Lachlan, Lachlan Shaw",,
10002088,George Carleton,George,Carleton,2,bishop of Chichester,,,,IN,1557,IN,1628,male,2,2015-07-09 00:13:47.407632,4671,2015-02-25 00:40:11.220083,2015-07-09 00:13:47.407442,"George Carleton, George, George Carleton",,
10011179,Peter Smalle,Peter,Smalle,2,poet,,,,IN,1577,BF,1687,male,2,2015-02-25 00:42:39.592538,25735,2015-02-25 00:42:39.595753,2015-03-11 22:36:30.066242,"Peter Smalle, Peter, Peter Smalle",,
10011194,Eliza Smith,Eliza,Smith,2,writer on cookery,,,,AF,1622,CA,1732,female,2,2015-02-25 00:42:39.881522,52495,2015-02-25 00:42:39.887338,2015-03-11 22:36:30.365694,"Eliza Smith, Eliza, Eliza Smith",,
10011236,Stephen Smith,Stephen,Smith,2,Quaker preacher and writer,,,,IN,1623,IN,1678,male,2,2015-07-14 03:33:52.315329,25901,2015-02-25 00:42:40.827709,2015-07-14 03:33:52.315179,"Stephen Smith, Stephen, Stephen Smith",,
10050158,Magdalen Herbert,Magdalen,Herbert,37,"Mother of George Herbert, patron and friend of John Donne, wife of Sir John Danvers.",,,,CA,1552,AF/IN,1627,female,37,2015-09-01 13:03:10.690401,,2015-08-23 23:45:59.643627,2015-09-01 13:03:10.690133,"Magdalen, Magdalen Herbert, Magdalen Newport",,
10011288,Count Hendrik Trajectinus van Solms,Count Hendrik Trajectinus van,Solms,2,army officer,,,,IN,1636,IN,1693,male,2,2015-02-25 00:42:41.593776,25991,2015-02-25 00:42:41.596763,2015-03-11 22:36:32.442333,"Count Hendrik Trajectinus van Solms, Count Hendrik Trajectinus van, Count Hendrik Trajectinus van Solms",,
10006664,Henrietta Johnston,Henrietta,Johnston,2,pastellist,,,,IN,1674,IN,1729,female,2,2015-07-10 04:41:17.743836,59669,2015-02-25 00:41:27.262906,2015-07-10 04:41:17.743662,"Henrietta Johnston, Henrietta de Beaulieu, Henrietta Dering, Henrietta, Henrietta Johnston",,
10002089,George Carleton,George,Carleton,2,army officer and memoirist,,,,IN,1651,IN,1728,male,2,2015-07-09 00:13:52.217323,4672,2015-02-25 00:40:11.233947,2015-07-09 00:13:52.217118,"George Carleton, George, George Carleton",,
10011639,William Streat,William,Streat,2,Church of England clergyman,,,,IN,1599,IN,1666,male,2,2015-07-11 04:56:28.851022,26655,2015-02-25 00:42:49.152179,2015-07-11 04:56:28.850861,"William Streat, William, William Streat",,
10000969,Robert Bennett,Robert,Bennett,2,parliamentarian army officer and religious radical,,,,IN,1605,IN,1683,male,2,2015-07-08 05:48:59.375736,2110,2015-02-25 00:39:49.527557,2015-07-08 05:48:59.375564,"Robert Bennett, Robert, Robert Bennett",,
10000340,Hugh Ashton,Hugh,Ashton,2,Catholic ecclesiastic and university benefactor,,,,AF,1412,IN,1522,male,2,2015-07-08 04:22:43.702528,771,2015-02-25 00:39:40.265925,2015-07-08 04:22:43.702329,"Hugh Ashton, Hugh, Hugh Ashton",,
10004406,John Florio,John,Florio,2,author and teacher of languages,,,,IN,1553,IN,1625,male,2,2015-11-25 17:30:05.180098,9758,2015-02-25 00:40:46.504839,2015-11-25 17:30:05.179781,"John Florio, John, John Florio",,
10011025,Lawrence Sheriff,Lawrence,Sheriff,2,benefactor of Rugby School,,,,IN,1515,IN,1567,male,2,2015-02-25 00:42:36.507322,25374,2015-02-25 00:42:36.510204,2015-03-11 22:36:26.242808,"Lawrence Sheriff, Lawrence, Lawrence Sheriff",,
10009417,William Paterson,William,Paterson,2,banking projector,,,,IN,1658,IN,1719,male,2,2015-07-14 04:25:17.638944,21538,2015-02-25 00:42:10.001976,2015-07-14 04:25:17.638781,"William Paterson, William, William Paterson",,
10007038,Thomas Knowlton,Thomas,Knowlton,2,gardener and botanist,,,,IN,1691,IN,1781,male,2,2015-07-10 05:23:39.901699,15777,2015-02-25 00:41:32.980054,2015-07-10 05:23:39.901531,"Thomas Knowlton, Thomas, Thomas Knowlton",,
10011018,John Sherey,John,Sherey,2,"archdeacon of Lewes, Sussex",,,,AF,1441,IN,1551,male,2,2015-07-10 03:16:45.430664,25388,2015-02-25 00:42:36.402662,2015-07-10 03:16:45.430498,"John Sherey, John, John Sherey",,
10011061,Sebastian Shortal,Sebastian,Shortal,2,"Cistercian monk and titular abbot of Bective, Meath",,,,AF,1529,IN,1639,male,2,2015-02-25 00:42:37.280996,25463,2015-02-25 00:42:37.284088,2015-03-11 22:36:27.069561,"Sebastian Shortal, Sebastian Shortall, Sebastian, Sebastian Shortal",,
10006724,Sir Joseph Jordan,Joseph,Jordan,2,naval officer,Sir,,,IN,1603,IN,1685,male,2,2015-07-10 04:49:15.583492,15121,2015-02-25 00:41:28.205829,2015-07-10 04:49:15.583318,"Joseph Jordan, Sir Joseph, Sir Joseph Jordan, Sir Jordan, Joseph, Joseph Jordan",,
10011308,William Soone,William,Soone,2,civil lawyer and map maker,,,,IN,1545,IN,1575,male,2,2015-07-10 17:09:09.210475,26032,2015-02-25 00:42:41.876082,2015-07-10 17:09:09.210338,"William Soone, William, William Soone",,
10006162,Sir William Hope,William,Hope,2,swordsman and writer,Sir,,,IN,1664,IN,1729,male,2,2015-07-10 02:59:45.813022,73807,2015-02-25 00:41:19.088038,2015-07-10 02:59:45.812855,"William Hope, Sir William, Sir William Hope, Sir Hope, William, William Hope",,
10050522,Alice Baldwin,Alice,Baldwin,31,,,,,AF/IN,1436,IN,1546,female,31,,,2016-01-13 21:29:11.648924,2016-01-13 21:29:11.648924,"Alice, Alice Baldwin",,
10006711,Thomas Jones,Thomas,Jones,2,Church of Ireland archbishop of Dublin and lord chancellor of Ireland,,,,IN,1550,IN,1619,male,2,2015-07-10 04:45:40.194238,15086,2015-02-25 00:41:28.015694,2015-07-10 04:45:40.194093,"Thomas Jones, Thomas, Thomas Jones",,
10011048,William Shipton,William,Shipton,2,poet,,,,CA,1640,AF/IN,1672,male,2,2015-02-25 00:42:37.010796,25422,2015-02-25 00:42:37.015134,2015-03-11 22:36:26.801451,"William Shipton, William, William Shipton",,
10011049,Elizabeth Shirley,Elizabeth,Shirley,2,Augustinian nun and author,,,,IN,1564,IN,1641,female,2,2015-02-25 00:42:37.030553,45824,2015-02-25 00:42:37.033603,2015-03-11 22:36:26.840435,"Elizabeth Shirley, Elizabeth, Elizabeth Shirley",,
10005299,Edmund Gunter,Edmund,Gunter,2,mathematician,,,,IN,1581,IN,1626,male,2,2015-07-14 04:07:16.206688,11751,2015-02-25 00:41:03.579052,2015-07-14 04:07:16.206432,"Edmund Gunter, Edmund, Edmund Gunter",,
10006286,Charles Howe,Charles,Howe,2,devotional writer,,,,IN,1661,IN,1742,male,2,2015-07-10 03:20:06.227198,13950,2015-02-25 00:41:21.039945,2015-07-10 03:20:06.227028,"Charles Howe, Charles, Charles Howe",,
10011042,Mathew Shiffner,Mathew,Shiffner,2,merchant,,,,IN,1690,IN,1756,male,2,2015-07-10 02:47:21.644693,54963,2015-02-25 00:42:36.874598,2015-07-10 02:47:21.644515,"Mathew Shiffner, Mathew Schiffner, Matthew Shiffner, Matthew Schiffner, Matthias Shiffner, Matthias Schiffner, Mathew, Mathew Shiffner",,
10011057,Robert Shirwood,Robert,Shirwood,2,Hebraist,,,,IN,1519,IN,1523,male,2,2015-07-11 04:23:25.181057,25448,2015-02-25 00:42:37.198935,2015-07-11 04:23:25.180876,"Robert Shirwood, Robert, Robert Shirwood",,
10008298,Thomas Milles,Thomas,Milles,2,Church of Ireland bishop of Waterford and Lismore,,,,IN,1671,IN,1740,male,2,2015-07-10 16:05:08.212666,18754,2015-02-25 00:41:52.457663,2015-07-10 16:05:08.212522,"Thomas Milles, Thomas, Thomas Milles",,
10011040,Robert Sherwood,Robert,Sherwood,2,lexicographer,,,,IN,1622,IN,1634,male,2,2015-07-11 04:22:48.500317,25398,2015-02-25 00:42:36.841679,2015-07-11 04:22:48.500155,"Robert Sherwood, Robert, Robert Sherwood",,
10009688,Rhisiart Phylip,Rhisiart,Phylip,2,Welsh-language poet,,,,AF,1531,IN,1641,male,2,2015-07-14 03:50:09.757107,68899,2015-02-25 00:42:14.360687,2015-07-14 03:50:09.756953,"Rhisiart Phylip, Rhisiart, Rhisiart Phylip",,
10006541,Thomas James,Thomas,James,2,letter founder,,,,AF,1628,IN,1738,male,2,2015-07-14 04:07:17.649806,71941,2015-02-25 00:41:25.342246,2015-07-14 04:07:17.649644,"Thomas James, Thomas, Thomas James",,
10009219,John Oxenbridge,John,Oxenbridge,2,preacher and pastor in the West Indies and America,,,,IN,1608,IN,1674,male,2,2016-01-23 17:53:03.681264,21048,2015-02-25 00:42:06.942007,2016-01-23 17:53:03.681004,"John Oxenbridge, John, John Oxenbridge",,
10011084,Sir Christopher Sibthorp,Christopher,Sibthorp,2,lawyer and pamphleteer,Sir,,,AF,1522,IN,1632,male,2,2015-02-25 00:42:37.758373,25508,2015-02-25 00:42:37.763248,2015-03-11 22:36:27.478928,"Christopher Sibthorp, Sir Christopher, Sir Christopher Sibthorp, Sir Sibthorp, Christopher, Christopher Sibthorp",,
10011098,Tipping Silvester,Tipping,Silvester,2,Church of England clergyman and religious writer,,,,IN,1700,IN,1768,male,2,2015-02-25 00:42:38.101270,25551,2015-02-25 00:42:38.105820,2015-03-11 22:36:28.074219,"Tipping Silvester, Tipping, Tipping Silvester",,
10011140,John Sinnich,John,Sinnich,2,theologian,,,,IN,1603,IN,1666,male,2,2015-02-25 00:42:38.838874,25646,2015-02-25 00:42:38.841654,2015-03-11 22:36:29.173685,"John Sinnich, John, John Sinnich",,
10011072,Nathaniel Shute,Nathaniel,Shute,2,,,,,IN,1587,IN,1638,male,2,2015-07-10 02:47:45.167467,74238,2015-02-25 00:42:37.468109,2015-07-10 02:47:45.167299,"Nathaniel Shute, Nathaniel, Nathaniel Shute",,
10011097,George Silver,George,Silver,2,swordsman and writer on fencing,,,,IN,1580,IN,1599,male,2,2015-07-11 16:48:48.407931,25549,2015-02-25 00:42:38.078553,2015-07-11 16:48:48.407756,"George Silver, George, George Silver",,
10011113,Thomas Simpson,Thomas,Simpson,2,violist and composer,,,,IN,1582,CA,1628,male,2,2015-07-11 04:27:36.423391,25593,2015-02-25 00:42:38.370150,2015-07-11 04:27:36.423223,"Thomas Simpson, Thomas, Thomas Simpson",,
10005208,Elizabeth Grey,Elizabeth,Grey,2,literary patron and supposed author,Lady,,Countess of Kent,IN,1582,IN,1651,female,4,2015-11-25 17:30:18.819385,11530,2015-02-25 00:41:01.524886,2015-11-25 17:30:18.819208,"Elizabeth Grey, Elizabeth, Elizabeth Grey, Elizabeth Talbot",,
10011076,Thomas Shute,Thomas,Shute,2,,,,,IN,1590,IN,1618,male,2,2015-07-10 12:42:41.496924,74239,2015-02-25 00:42:37.553252,2015-07-10 12:42:41.496758,"Thomas Shute, Thomas, Thomas Shute",,
