id,group_id,person_id,start_date_type,start_year,end_date_type,end_year,created_by,created_at,approved_by,approved_on,citation
3685,129,10010394,AF/IN,1613,BF/IN,1698,5,2018-01-29 03:42:18.524151,5,2018-01-29 03:42:18.523889,
3686,129,10003238,AF/IN,1500,BF/IN,1591,5,2018-01-29 03:42:18.536797,5,2018-01-29 03:42:18.536514,
3687,129,10000438,AF/IN,1626,BF/IN,1669,5,2018-01-29 03:42:18.545447,5,2018-01-29 03:42:18.545090,
3688,129,10005148,AF/IN,1604,BF/IN,1604,5,2018-01-29 03:42:18.562413,5,2018-01-29 03:42:18.562138,
3689,129,10012161,AF/IN,1651,BF/IN,1700,5,2018-01-29 03:42:18.575344,5,2018-01-29 03:42:18.575053,
3690,129,10006960,AF/IN,1582,BF/IN,1582,5,2018-01-29 03:42:18.585412,5,2018-01-29 03:42:18.585116,
3691,129,10001904,AF/IN,1539,BF/IN,1623,5,2018-01-29 03:42:18.599542,5,2018-01-29 03:42:18.599048,
3692,129,10004136,AF/IN,1651,BF/IN,1688,5,2018-01-29 03:42:18.611750,5,2018-01-29 03:42:18.611282,
3693,129,10001123,AF/IN,1535,BF/IN,1609,5,2018-01-29 03:42:18.624875,5,2018-01-29 03:42:18.624525,
3694,129,10010027,AF/IN,1500,BF/IN,1549,5,2018-01-29 03:42:18.638620,5,2018-01-29 03:42:18.638306,
3695,129,10002224,AF/IN,1565,BF/IN,1628,5,2018-01-29 03:42:18.650657,5,2018-01-29 03:42:18.650190,
3696,129,10003858,AF/IN,1668,BF/IN,1700,5,2018-01-29 03:42:18.665583,5,2018-01-29 03:42:18.665201,
3697,129,10002835,AF/IN,1680,BF/IN,1700,5,2018-01-29 03:42:18.679022,5,2018-01-29 03:42:18.678818,
3698,129,10003029,AF/IN,1678,BF/IN,1700,5,2018-01-29 03:42:18.689761,5,2018-01-29 03:42:18.689244,
3699,129,10012867,AF/IN,1574,BF/IN,1638,5,2018-01-29 03:42:18.701874,5,2018-01-29 03:42:18.701384,
3700,129,10006914,AF/IN,1687,BF/IN,1700,5,2018-01-29 03:42:18.710916,5,2018-01-29 03:42:18.710716,
3701,129,10012627,AF/IN,1547,BF/IN,1657,5,2018-01-29 03:42:18.719444,5,2018-01-29 03:42:18.719213,
3702,129,10007370,AF/IN,1670,BF/IN,1700,5,2018-01-29 03:42:18.727377,5,2018-01-29 03:42:18.727182,
3703,129,10010469,AF/IN,1568,BF/IN,1623,5,2018-01-29 03:42:18.735567,5,2018-01-29 03:42:18.735313,
3704,129,10013030,AF/IN,1577,BF/IN,1687,5,2018-01-29 03:42:18.744159,5,2018-01-29 03:42:18.743883,
3705,129,10006852,AF/IN,1700,BF/IN,1700,5,2018-01-29 03:42:18.751861,5,2018-01-29 03:42:18.751650,
3706,129,10002650,AF/IN,1554,BF/IN,1664,5,2018-01-29 03:42:18.761812,5,2018-01-29 03:42:18.761498,
3707,129,10012113,AF/IN,1622,BF/IN,1679,5,2018-01-29 03:42:18.774125,5,2018-01-29 03:42:18.773809,
3708,129,10005086,AF/IN,1665,BF/IN,1694,5,2018-01-29 03:42:18.783673,5,2018-01-29 03:42:18.783364,
3709,129,10006510,AF/IN,1578,BF/IN,1688,5,2018-01-29 03:42:18.794601,5,2018-01-29 03:42:18.794308,
3710,129,10008835,AF/IN,1563,BF/IN,1638,5,2018-01-29 03:42:18.803158,5,2018-01-29 03:42:18.802961,
3711,129,10009254,AF/IN,1656,BF/IN,1700,5,2018-01-29 03:42:18.811293,5,2018-01-29 03:42:18.811006,
3712,129,10001098,AF/IN,1664,BF/IN,1700,5,2018-01-29 03:42:18.818791,5,2018-01-29 03:42:18.818467,
3713,129,10004276,AF/IN,1655,BF/IN,1700,5,2018-01-29 03:42:18.827404,5,2018-01-29 03:42:18.827201,
3714,129,10000373,AF/IN,1500,BF/IN,1558,5,2018-01-29 03:42:18.835407,5,2018-01-29 03:42:18.835208,
3715,129,10002854,AF/IN,1500,BF/IN,1523,5,2018-01-29 03:42:18.843871,5,2018-01-29 03:42:18.843672,
3716,129,10006149,AF/IN,1553,BF/IN,1621,5,2018-01-29 03:42:18.851983,5,2018-01-29 03:42:18.851773,
3717,129,10009106,AF/IN,1595,BF/IN,1663,5,2018-01-29 03:42:18.861508,5,2018-01-29 03:42:18.861282,
3718,129,10000668,AF/IN,1591,BF/IN,1700,5,2018-01-29 03:42:18.871974,5,2018-01-29 03:42:18.871769,
3719,129,10005988,AF/IN,1606,BF/IN,1683,5,2018-01-29 03:42:18.893786,5,2018-01-29 03:42:18.893404,
3720,129,10012124,AF/IN,1656,BF/IN,1700,5,2018-01-29 03:42:18.903849,5,2018-01-29 03:42:18.903590,
3721,129,10001531,AF/IN,1611,BF/IN,1660,5,2018-01-29 03:42:18.914748,5,2018-01-29 03:42:18.914504,
3722,129,10003923,AF/IN,1677,BF/IN,1700,5,2018-01-29 03:42:18.924394,5,2018-01-29 03:42:18.924193,
3723,129,10009387,AF/IN,1535,BF/IN,1572,5,2018-01-29 03:42:18.932369,5,2018-01-29 03:42:18.932139,
3724,129,10004138,AF/IN,1530,BF/IN,1640,5,2018-01-29 03:42:18.943834,5,2018-01-29 03:42:18.943589,
3725,129,10008308,AF/IN,1562,BF/IN,1647,5,2018-01-29 03:42:18.952418,5,2018-01-29 03:42:18.952231,
3726,129,10008522,AF/IN,1556,BF/IN,1602,5,2018-01-29 03:42:18.959174,5,2018-01-29 03:42:18.958999,
3727,129,10007193,AF/IN,1602,BF/IN,1645,5,2018-01-29 03:42:18.965901,5,2018-01-29 03:42:18.965724,
3728,129,10002823,AF/IN,1516,BF/IN,1626,5,2018-01-29 03:42:18.972640,5,2018-01-29 03:42:18.972374,
3729,127,10000070,AF/IN,1668,BF/IN,1700,5,2018-01-29 03:45:08.622465,5,2018-01-29 03:45:08.622172,
3730,127,10000091,AF/IN,1699,BF/IN,1700,5,2018-01-29 03:45:08.649887,5,2018-01-29 03:45:08.649621,
3731,127,10000217,AF/IN,1685,BF/IN,1700,5,2018-01-29 03:45:08.659021,5,2018-01-29 03:45:08.658789,
3732,127,10003197,AF/IN,1679,BF/IN,1700,5,2018-01-29 03:45:08.668048,5,2018-01-29 03:45:08.667815,
3733,127,10001206,AF/IN,1575,BF/IN,1624,5,2018-01-29 03:45:08.675874,5,2018-01-29 03:45:08.675688,
3734,127,10001369,AF/IN,1556,BF/IN,1666,5,2018-01-29 03:45:08.694492,5,2018-01-29 03:45:08.694208,
3735,127,10001238,AF/IN,1662,BF/IN,1700,5,2018-01-29 03:45:08.701785,5,2018-01-29 03:45:08.701597,
3736,127,10006898,AF/IN,1660,BF/IN,1685,5,2018-01-29 03:45:08.709984,5,2018-01-29 03:45:08.709768,
3737,127,10002698,AF/IN,1595,BF/IN,1628,5,2018-01-29 03:45:08.716915,5,2018-01-29 03:45:08.716501,
3738,127,10002768,AF/IN,1642,BF/IN,1700,5,2018-01-29 03:45:08.725349,5,2018-01-29 03:45:08.725156,
3739,127,10002945,AF/IN,1660,BF/IN,1700,5,2018-01-29 03:45:08.732074,5,2018-01-29 03:45:08.731826,
3740,127,10003182,AF/IN,1642,BF/IN,1700,5,2018-01-29 03:45:08.739577,5,2018-01-29 03:45:08.739387,
3741,127,10006440,AF/IN,1687,BF/IN,1700,5,2018-01-29 03:45:08.745856,5,2018-01-29 03:45:08.745693,
3742,127,10003213,AF/IN,1659,BF/IN,1700,5,2018-01-29 03:45:08.752174,5,2018-01-29 03:45:08.751977,
3743,127,10003494,AF/IN,1655,BF/IN,1700,5,2018-01-29 03:45:08.759125,5,2018-01-29 03:45:08.758891,
3744,127,10006099,AF/IN,1659,BF/IN,1700,5,2018-01-29 03:45:08.769523,5,2018-01-29 03:45:08.769266,
3745,127,10003583,AF/IN,1658,BF/IN,1700,5,2018-01-29 03:45:08.780773,5,2018-01-29 03:45:08.780448,
3746,127,10004773,AF/IN,1593,BF/IN,1652,5,2018-01-29 03:45:08.793237,5,2018-01-29 03:45:08.792673,
3747,127,10001628,AF/IN,1500,BF/IN,1532,5,2018-01-29 03:45:08.804171,5,2018-01-29 03:45:08.803917,
3748,127,10005769,AF/IN,1634,BF/IN,1700,5,2018-01-29 03:45:08.818595,5,2018-01-29 03:45:08.818342,
3749,127,10006890,AF/IN,1647,BF/IN,1692,5,2018-01-29 03:45:08.835480,5,2018-01-29 03:45:08.835228,
3750,127,10006879,AF/IN,1548,BF/IN,1616,5,2018-01-29 03:45:08.851521,5,2018-01-29 03:45:08.851271,
3751,127,10009136,AF/IN,1616,BF/IN,1700,5,2018-01-29 03:45:08.865548,5,2018-01-29 03:45:08.865294,
3752,127,10007149,AF/IN,1628,BF/IN,1692,5,2018-01-29 03:45:08.888576,5,2018-01-29 03:45:08.888322,
3753,127,10007168,AF/IN,1696,BF/IN,1700,5,2018-01-29 03:45:08.902361,5,2018-01-29 03:45:08.902080,
3754,127,10007318,AF/IN,1637,BF/IN,1700,5,2018-01-29 03:45:08.915225,5,2018-01-29 03:45:08.914993,
3755,127,10006439,AF/IN,1630,BF/IN,1696,5,2018-01-29 03:45:08.924787,5,2018-01-29 03:45:08.924517,
3756,127,10006634,AF/IN,1593,BF/IN,1661,5,2018-01-29 03:45:08.933136,5,2018-01-29 03:45:08.932907,
3757,127,10007686,AF/IN,1616,BF/IN,1673,5,2018-01-29 03:45:08.941040,5,2018-01-29 03:45:08.940716,
3758,127,10009346,AF/IN,1658,BF/IN,1700,5,2018-01-29 03:45:08.955068,5,2018-01-29 03:45:08.954639,
3759,127,10004789,AF/IN,1592,BF/IN,1663,5,2018-01-29 03:45:08.965427,5,2018-01-29 03:45:08.965124,
3760,127,10008279,AF/IN,1684,BF/IN,1700,5,2018-01-29 03:45:08.975501,5,2018-01-29 03:45:08.975274,
3761,127,10005334,AF/IN,1646,BF/IN,1700,5,2018-01-29 03:45:08.982983,5,2018-01-29 03:45:08.982798,
3762,127,10005157,AF/IN,1600,BF/IN,1670,5,2018-01-29 03:45:08.990620,5,2018-01-29 03:45:08.990413,
3763,127,10009486,AF/IN,1666,BF/IN,1700,5,2018-01-29 03:45:08.998302,5,2018-01-29 03:45:08.998106,
3764,127,10004761,AF/IN,1555,BF/IN,1665,5,2018-01-29 03:45:09.005337,5,2018-01-29 03:45:09.005143,
3765,127,10011307,AF/IN,1598,BF/IN,1700,5,2018-01-29 03:45:09.011711,5,2018-01-29 03:45:09.011529,
3766,127,10001217,AF/IN,1686,BF/IN,1700,5,2018-01-29 03:45:09.018585,5,2018-01-29 03:45:09.018392,
3767,127,10010389,AF/IN,1630,BF/IN,1700,5,2018-01-29 03:45:09.025739,5,2018-01-29 03:45:09.025523,
3768,127,10011601,AF/IN,1616,BF/IN,1653,5,2018-01-29 03:45:09.033496,5,2018-01-29 03:45:09.033295,
3769,127,10011809,AF/IN,1700,BF/IN,1700,5,2018-01-29 03:45:09.042943,5,2018-01-29 03:45:09.042725,
3770,127,10012240,AF/IN,1623,BF/IN,1642,5,2018-01-29 03:45:09.059008,5,2018-01-29 03:45:09.058788,
3771,127,10012234,AF/IN,1647,BF/IN,1700,5,2018-01-29 03:45:09.066940,5,2018-01-29 03:45:09.066727,
3772,127,10012313,AF/IN,1639,BF/IN,1691,5,2018-01-29 03:45:09.079844,5,2018-01-29 03:45:09.079540,
3773,127,10012314,AF/IN,1675,BF/IN,1700,5,2018-01-29 03:45:09.088510,5,2018-01-29 03:45:09.088317,
3774,127,10011641,AF/IN,1621,BF/IN,1679,5,2018-01-29 03:45:09.098082,5,2018-01-29 03:45:09.097714,
3775,127,10012881,AF/IN,1668,BF/IN,1700,5,2018-01-29 03:45:09.106471,5,2018-01-29 03:45:09.106252,
3776,127,10004769,AF/IN,1633,BF/IN,1700,5,2018-01-29 03:45:09.113975,5,2018-01-29 03:45:09.113726,
3777,127,10007598,AF/IN,1618,BF/IN,1680,5,2018-01-29 03:45:09.124306,5,2018-01-29 03:45:09.124082,
3778,127,10009935,AF/IN,1672,BF/IN,1700,5,2018-01-29 03:45:09.134250,5,2018-01-29 03:45:09.134021,
3779,127,10004774,AF/IN,1563,BF/IN,1639,5,2018-01-29 03:45:09.141905,5,2018-01-29 03:45:09.141665,
3780,127,10007279,AF/IN,1607,BF/IN,1675,5,2018-01-29 03:45:09.149802,5,2018-01-29 03:45:09.149569,
3781,127,10013119,AF/IN,1692,BF/IN,1700,5,2018-01-29 03:45:09.171175,5,2018-01-29 03:45:09.170964,
3782,127,10013008,AF/IN,1694,BF/IN,1700,5,2018-01-29 03:45:09.178736,5,2018-01-29 03:45:09.178449,
3783,127,10006098,AF/IN,1627,BF/IN,1700,5,2018-01-29 03:45:09.186111,5,2018-01-29 03:45:09.185809,
3784,127,10002094,AF/IN,1606,BF/IN,1679,5,2018-01-29 03:45:09.205391,5,2018-01-29 03:45:09.205005,
3785,127,10007281,AF/IN,1608,BF/IN,1677,5,2018-01-29 03:45:09.214859,5,2018-01-29 03:45:09.214586,
3786,127,10011290,AF/IN,1577,BF/IN,1621,5,2018-01-29 03:45:09.223265,5,2018-01-29 03:45:09.223090,
3787,127,10007081,AF/IN,1663,BF/IN,1700,5,2018-01-29 03:45:09.230251,5,2018-01-29 03:45:09.230091,
3788,127,10001634,AF/IN,1596,BF/IN,1700,5,2018-01-29 03:45:09.237050,5,2018-01-29 03:45:09.236844,
3789,127,10003704,AF/IN,1698,BF/IN,1700,5,2018-01-29 03:45:09.243714,5,2018-01-29 03:45:09.243513,
3790,127,10001594,AF/IN,1565,BF/IN,1586,5,2018-01-29 03:45:09.250784,5,2018-01-29 03:45:09.250580,
3791,127,10001038,AF/IN,1506,BF/IN,1616,5,2018-01-29 03:45:09.259081,5,2018-01-29 03:45:09.258856,
3792,127,10002027,AF/IN,1697,BF/IN,1700,5,2018-01-29 03:45:09.266210,5,2018-01-29 03:45:09.266025,
3793,127,10008499,AF/IN,1620,BF/IN,1693,5,2018-01-29 03:45:09.273027,5,2018-01-29 03:45:09.272790,
3794,127,10000083,AF/IN,1682,BF/IN,1700,5,2018-01-29 03:45:09.280610,5,2018-01-29 03:45:09.280417,
3795,127,10005770,AF/IN,1534,BF/IN,1584,5,2018-01-29 03:45:09.288153,5,2018-01-29 03:45:09.287919,
3796,127,10009137,AF/IN,1589,BF/IN,1647,5,2018-01-29 03:45:09.295619,5,2018-01-29 03:45:09.295416,
3797,127,10009460,AF/IN,1551,BF/IN,1619,5,2018-01-29 03:45:09.303127,5,2018-01-29 03:45:09.302863,
3798,127,10001177,AF/IN,1667,BF/IN,1700,5,2018-01-29 03:45:09.311937,5,2018-01-29 03:45:09.311665,
3799,127,10012845,AF/IN,1688,BF/IN,1700,5,2018-01-29 03:45:09.319985,5,2018-01-29 03:45:09.319684,
3800,127,10011010,AF/IN,1641,BF/IN,1660,5,2018-01-29 03:45:09.329002,5,2018-01-29 03:45:09.328795,
3801,127,10004403,AF/IN,1500,BF/IN,1558,5,2018-01-29 03:45:09.336311,5,2018-01-29 03:45:09.336133,
3802,127,10003714,AF/IN,1619,BF/IN,1696,5,2018-01-29 03:45:09.346230,5,2018-01-29 03:45:09.346039,
3803,127,10005435,AF/IN,1697,BF/IN,1700,5,2018-01-29 03:45:09.360348,5,2018-01-29 03:45:09.360106,
3804,127,10013269,AF/IN,1539,BF/IN,1609,5,2018-01-29 03:45:09.381166,5,2018-01-29 03:45:09.380891,
3805,127,10010830,AF/IN,1537,BF/IN,1553,5,2018-01-29 03:45:09.394399,5,2018-01-29 03:45:09.394185,
3806,127,10004796,AF/IN,1520,BF/IN,1586,5,2018-01-29 03:45:09.427269,5,2018-01-29 03:45:09.426950,
3807,127,10006130,AF/IN,1631,BF/IN,1691,5,2018-01-29 03:45:09.444338,5,2018-01-29 03:45:09.444139,
3808,127,10002788,AF/IN,1609,BF/IN,1660,5,2018-01-29 03:45:09.456007,5,2018-01-29 03:45:09.455792,
3809,127,10003252,AF/IN,1691,BF/IN,1700,5,2018-01-29 03:45:09.463322,5,2018-01-29 03:45:09.463071,
3810,127,10005976,AF/IN,1547,BF/IN,1619,5,2018-01-29 03:45:09.470477,5,2018-01-29 03:45:09.470304,
3811,127,10006876,AF/IN,1598,BF/IN,1700,5,2018-01-29 03:45:09.480732,5,2018-01-29 03:45:09.480500,
3812,127,10005975,AF/IN,1582,BF/IN,1648,5,2018-01-29 03:45:09.493457,5,2018-01-29 03:45:09.493256,
3813,127,10003542,AF/IN,1611,BF/IN,1646,5,2018-01-29 03:45:09.501634,5,2018-01-29 03:45:09.501441,
3814,127,10011828,AF/IN,1500,BF/IN,1576,5,2018-01-29 03:45:09.508771,5,2018-01-29 03:45:09.508535,
3815,127,10006039,AF/IN,1697,BF/IN,1700,5,2018-01-29 03:45:09.519436,5,2018-01-29 03:45:09.519222,
3816,127,10000095,AF/IN,1632,BF/IN,1700,5,2018-01-29 03:45:09.526946,5,2018-01-29 03:45:09.526704,
3817,127,10003865,AF/IN,1652,BF/IN,1700,5,2018-01-29 03:45:09.534486,5,2018-01-29 03:45:09.534260,
3818,127,10002642,AF/IN,1629,BF/IN,1700,5,2018-01-29 03:45:09.544267,5,2018-01-29 03:45:09.544043,
3819,127,10007157,AF/IN,1580,BF/IN,1619,5,2018-01-29 03:45:09.552159,5,2018-01-29 03:45:09.551952,
3820,127,10004706,AF/IN,1634,BF/IN,1700,5,2018-01-29 03:45:09.560034,5,2018-01-29 03:45:09.559831,
3821,127,10010468,AF/IN,1655,BF/IN,1700,5,2018-01-29 03:45:09.566731,5,2018-01-29 03:45:09.566527,
3822,127,10011860,AF/IN,1617,BF/IN,1700,5,2018-01-29 03:45:09.576586,5,2018-01-29 03:45:09.576340,
3823,127,10006854,AF/IN,1686,BF/IN,1700,5,2018-01-29 03:45:09.585315,5,2018-01-29 03:45:09.585131,
3824,127,10007544,AF/IN,1566,BF/IN,1616,5,2018-01-29 03:45:09.595862,5,2018-01-29 03:45:09.595659,
3825,127,10000612,AF/IN,1656,BF/IN,1700,5,2018-01-29 03:45:09.603059,5,2018-01-29 03:45:09.602788,
3826,127,10011905,AF/IN,1675,BF/IN,1700,5,2018-01-29 03:45:09.611634,5,2018-01-29 03:45:09.611454,
3827,127,10006995,AF/IN,1632,BF/IN,1700,5,2018-01-29 03:45:09.618351,5,2018-01-29 03:45:09.618150,
3828,127,10009133,AF/IN,1565,BF/IN,1617,5,2018-01-29 03:45:09.627466,5,2018-01-29 03:45:09.627228,
3829,127,10001231,AF/IN,1658,BF/IN,1700,5,2018-01-29 03:45:09.639243,5,2018-01-29 03:45:09.638979,
3830,127,10010865,AF/IN,1689,BF/IN,1700,5,2018-01-29 03:45:09.650413,5,2018-01-29 03:45:09.650143,
3831,127,10002683,AF/IN,1680,BF/IN,1700,5,2018-01-29 03:45:09.657965,5,2018-01-29 03:45:09.657777,
3832,127,10000076,AF/IN,1620,BF/IN,1682,5,2018-01-29 03:45:09.668037,5,2018-01-29 03:45:09.667779,
3833,127,10003338,AF/IN,1695,BF/IN,1700,5,2018-01-29 03:45:09.680368,5,2018-01-29 03:45:09.680176,
3834,127,10007429,AF/IN,1588,BF/IN,1638,5,2018-01-29 03:45:09.688831,5,2018-01-29 03:45:09.688602,
3835,127,10013266,AF/IN,1684,BF/IN,1700,5,2018-01-29 03:45:09.702338,5,2018-01-29 03:45:09.702050,
3836,127,10002183,AF/IN,1684,BF/IN,1700,5,2018-01-29 03:45:09.716022,5,2018-01-29 03:45:09.715759,
3837,127,10002690,AF/IN,1622,BF/IN,1700,5,2018-01-29 03:45:09.727192,5,2018-01-29 03:45:09.726976,
3838,127,10002795,AF/IN,1607,BF/IN,1672,5,2018-01-29 03:45:09.736634,5,2018-01-29 03:45:09.736436,
3839,127,10001313,AF/IN,1664,BF/IN,1687,5,2018-01-29 03:45:09.744530,5,2018-01-29 03:45:09.744331,
3840,127,10009461,AF/IN,1580,BF/IN,1639,5,2018-01-29 03:45:09.753850,5,2018-01-29 03:45:09.753643,
3841,127,10012084,AF/IN,1540,BF/IN,1616,5,2018-01-29 03:45:09.764464,5,2018-01-29 03:45:09.764209,
3842,127,10008649,AF/IN,1663,BF/IN,1700,5,2018-01-29 03:45:09.772864,5,2018-01-29 03:45:09.772640,
3843,127,10006546,AF/IN,1589,BF/IN,1644,5,2018-01-29 03:45:09.782863,5,2018-01-29 03:45:09.782643,
3844,127,10000833,AF/IN,1633,BF/IN,1699,5,2018-01-29 03:45:09.789620,5,2018-01-29 03:45:09.789405,
3845,127,10007914,AF/IN,1633,BF/IN,1695,5,2018-01-29 03:45:09.812485,5,2018-01-29 03:45:09.812293,
3846,127,10003815,AF/IN,1649,BF/IN,1700,5,2018-01-29 03:45:09.828544,5,2018-01-29 03:45:09.828354,
3847,127,10000985,AF/IN,1659,BF/IN,1700,5,2018-01-29 03:45:09.845082,5,2018-01-29 03:45:09.844830,
3848,127,10002359,AF/IN,1660,BF/IN,1700,5,2018-01-29 03:45:09.864131,5,2018-01-29 03:45:09.863890,
3849,127,10000860,AF/IN,1621,BF/IN,1656,5,2018-01-29 03:45:09.875325,5,2018-01-29 03:45:09.875138,
3850,127,10012245,AF/IN,1694,BF/IN,1700,5,2018-01-29 03:45:09.893022,5,2018-01-29 03:45:09.892774,
3851,127,10013041,AF/IN,1656,BF/IN,1687,5,2018-01-29 03:45:09.911612,5,2018-01-29 03:45:09.911404,
3852,127,10004355,AF/IN,1635,BF/IN,1688,5,2018-01-29 03:45:09.920014,5,2018-01-29 03:45:09.919634,
3853,127,10005999,AF/IN,1676,BF/IN,1700,5,2018-01-29 03:45:09.930228,5,2018-01-29 03:45:09.929960,
3854,127,10008208,AF/IN,1691,BF/IN,1700,5,2018-01-29 03:45:09.950282,5,2018-01-29 03:45:09.950090,
3855,127,10001661,AF/IN,1672,BF/IN,1700,5,2018-01-29 03:45:09.958099,5,2018-01-29 03:45:09.957893,
3856,127,10007688,AF/IN,1680,BF/IN,1700,5,2018-01-29 03:45:09.965814,5,2018-01-29 03:45:09.965552,
3857,127,10009273,AF/IN,1585,BF/IN,1658,5,2018-01-29 03:45:09.973192,5,2018-01-29 03:45:09.973006,
3858,127,10004714,AF/IN,1620,BF/IN,1691,5,2018-01-29 03:45:09.989160,5,2018-01-29 03:45:09.988949,
3859,127,10005169,AF/IN,1644,BF/IN,1676,5,2018-01-29 03:45:09.998562,5,2018-01-29 03:45:09.998338,
3860,127,10003363,AF/IN,1532,BF/IN,1642,5,2018-01-29 03:45:10.012215,5,2018-01-29 03:45:10.012001,
3861,127,10007316,AF/IN,1618,BF/IN,1680,5,2018-01-29 03:45:10.021643,5,2018-01-29 03:45:10.021466,
3862,127,10004227,AF/IN,1622,BF/IN,1700,5,2018-01-29 03:45:10.034349,5,2018-01-29 03:45:10.034149,
3863,127,10000479,AF/IN,1585,BF/IN,1627,5,2018-01-29 03:45:10.045714,5,2018-01-29 03:45:10.045520,
3864,127,10011187,AF/IN,1688,BF/IN,1700,5,2018-01-29 03:45:10.053996,5,2018-01-29 03:45:10.053798,
3865,127,10007463,AF/IN,1598,BF/IN,1644,5,2018-01-29 03:45:10.080672,5,2018-01-29 03:45:10.080481,
3866,127,10002522,AF/IN,1548,BF/IN,1658,5,2018-01-29 03:45:10.102452,5,2018-01-29 03:45:10.102263,
3867,127,10010523,AF/IN,1577,BF/IN,1640,5,2018-01-29 03:45:10.125234,5,2018-01-29 03:45:10.125031,
3868,127,10006259,AF/IN,1675,BF/IN,1700,5,2018-01-29 03:45:10.146578,5,2018-01-29 03:45:10.146316,
3869,127,10005499,AF/IN,1604,BF/IN,1671,5,2018-01-29 03:45:10.154552,5,2018-01-29 03:45:10.154210,
3870,127,10003460,AF/IN,1611,BF/IN,1672,5,2018-01-29 03:45:10.166897,5,2018-01-29 03:45:10.166664,
3871,127,10003822,AF/IN,1599,BF/IN,1641,5,2018-01-29 03:45:10.175250,5,2018-01-29 03:45:10.174977,
3872,127,10011282,AF/IN,1621,BF/IN,1678,5,2018-01-29 03:45:10.183302,5,2018-01-29 03:45:10.183096,
3873,127,10005970,AF/IN,1661,BF/IN,1700,5,2018-01-29 03:45:10.194729,5,2018-01-29 03:45:10.194538,
3874,127,10000658,AF/IN,1594,BF/IN,1700,5,2018-01-29 03:45:10.204482,5,2018-01-29 03:45:10.204305,
3875,127,10010285,AF/IN,1678,BF/IN,1700,5,2018-01-29 03:45:10.217287,5,2018-01-29 03:45:10.217072,
3876,127,10013118,AF/IN,1700,BF/IN,1700,5,2018-01-29 03:45:10.228178,5,2018-01-29 03:45:10.227908,
3877,127,10003536,AF/IN,1645,BF/IN,1700,5,2018-01-29 03:45:10.239755,5,2018-01-29 03:45:10.239438,
3878,127,10006508,AF/IN,1621,BF/IN,1643,5,2018-01-29 03:45:10.260091,5,2018-01-29 03:45:10.259867,
3879,127,10008677,AF/IN,1590,BF/IN,1647,5,2018-01-29 03:45:10.270956,5,2018-01-29 03:45:10.270772,
3880,127,10001411,AF/IN,1699,BF/IN,1700,5,2018-01-29 03:45:10.285323,5,2018-01-29 03:45:10.285064,
3881,127,10004057,AF/IN,1570,BF/IN,1623,5,2018-01-29 03:45:10.294568,5,2018-01-29 03:45:10.294308,
3882,127,10012337,AF/IN,1639,BF/IN,1700,5,2018-01-29 03:45:10.305848,5,2018-01-29 03:45:10.305584,
3883,127,10007160,AF/IN,1648,BF/IN,1700,5,2018-01-29 03:45:10.318874,5,2018-01-29 03:45:10.318569,
3884,127,10004672,AF/IN,1619,BF/IN,1700,5,2018-01-29 03:45:10.335070,5,2018-01-29 03:45:10.334815,
3885,127,10003077,AF/IN,1645,BF/IN,1700,5,2018-01-29 03:45:10.344492,5,2018-01-29 03:45:10.344273,
3886,127,10010309,AF/IN,1646,BF/IN,1691,5,2018-01-29 03:45:10.354263,5,2018-01-29 03:45:10.354069,
3887,127,10005738,AF/IN,1569,BF/IN,1679,5,2018-01-29 03:45:10.363313,5,2018-01-29 03:45:10.363130,
3888,127,10004606,AF/IN,1606,BF/IN,1672,5,2018-01-29 03:45:10.384167,5,2018-01-29 03:45:10.383940,
3889,127,10005077,AF/IN,1500,BF/IN,1596,5,2018-01-29 03:45:10.399392,5,2018-01-29 03:45:10.399129,
3890,127,10005069,AF/IN,1689,BF/IN,1700,5,2018-01-29 03:45:10.413246,5,2018-01-29 03:45:10.412119,
3891,127,10005070,AF/IN,1674,BF/IN,1700,5,2018-01-29 03:45:10.428629,5,2018-01-29 03:45:10.428398,
3892,127,10008442,AF/IN,1516,BF/IN,1575,5,2018-01-29 03:45:10.443230,5,2018-01-29 03:45:10.442925,
3893,127,10008872,AF/IN,1581,BF/IN,1650,5,2018-01-29 03:45:10.465274,5,2018-01-29 03:45:10.465003,
3894,127,10000926,AF/IN,1674,BF/IN,1700,5,2018-01-29 03:45:10.481532,5,2018-01-29 03:45:10.481263,
3895,127,10004797,AF/IN,1561,BF/IN,1636,5,2018-01-29 03:45:10.498349,5,2018-01-29 03:45:10.498090,
3896,127,10004060,AF/IN,1500,BF/IN,1574,5,2018-01-29 03:45:10.507900,5,2018-01-29 03:45:10.507651,
3897,127,10013115,AF/IN,1681,BF/IN,1700,5,2018-01-29 03:45:10.520103,5,2018-01-29 03:45:10.519720,
3898,127,10006615,AF/IN,1675,BF/IN,1700,5,2018-01-29 03:45:10.534654,5,2018-01-29 03:45:10.534453,
3899,127,10006458,AF/IN,1678,BF/IN,1700,5,2018-01-29 03:45:10.547159,5,2018-01-29 03:45:10.546898,
3900,127,10010548,AF/IN,1663,BF/IN,1700,5,2018-01-29 03:45:10.557841,5,2018-01-29 03:45:10.557536,
3901,127,10004076,AF/IN,1695,BF/IN,1700,5,2018-01-29 03:45:10.568275,5,2018-01-29 03:45:10.568025,
