id,group_id,person_id,start_date_type,start_year,end_date_type,end_year,created_by,created_at,approved_by,approved_on,citation
1772,116,10002641,AF/IN,1555,BF/IN,1665,11,2017-12-19 16:20:21.168572,11,2017-12-19 16:20:21.168474,
1773,116,10010068,AF/IN,1690,BF/IN,1700,11,2017-12-19 16:20:21.172287,11,2017-12-19 16:20:21.172186,
1774,116,10008913,AF/IN,1565,BF/IN,1635,11,2017-12-19 16:20:21.176163,11,2017-12-19 16:20:21.176064,
1775,116,10009281,AF/IN,1692,BF/IN,1700,11,2017-12-19 16:20:21.179795,11,2017-12-19 16:20:21.179694,
1776,116,10009628,AF/IN,1500,BF/IN,1565,11,2017-12-19 16:20:21.183478,11,2017-12-19 16:20:21.183377,
1777,116,10001267,AF/IN,1500,BF/IN,1557,11,2017-12-19 16:20:21.187156,11,2017-12-19 16:20:21.187056,
1778,116,10007313,AF/IN,1561,BF/IN,1581,11,2017-12-19 16:20:21.190834,11,2017-12-19 16:20:21.190734,
1779,116,10010331,AF/IN,1540,BF/IN,1618,11,2017-12-19 16:20:21.194451,11,2017-12-19 16:20:21.194353,
1780,116,10013067,AF/IN,1548,BF/IN,1601,11,2017-12-19 16:20:21.198310,11,2017-12-19 16:20:21.198208,
1781,116,10002813,AF/IN,1500,BF/IN,1569,11,2017-12-19 16:20:21.202112,11,2017-12-19 16:20:21.201989,
1782,116,10006745,AF/IN,1514,BF/IN,1577,11,2017-12-19 16:20:21.205819,11,2017-12-19 16:20:21.205715,
1783,116,10006701,AF/IN,1564,BF/IN,1613,11,2017-12-19 16:20:21.209574,11,2017-12-19 16:20:21.209463,
1784,116,10008962,AF/IN,1693,BF/IN,1700,11,2017-12-19 16:20:21.219064,11,2017-12-19 16:20:21.218939,
1785,116,10011512,AF/IN,1613,BF/IN,1665,11,2017-12-19 16:20:21.224445,11,2017-12-19 16:20:21.224326,
1786,116,10005606,AF/IN,1566,BF/IN,1621,11,2017-12-19 16:20:21.229680,11,2017-12-19 16:20:21.229558,
1787,116,10009545,AF/IN,1500,BF/IN,1539,11,2017-12-19 16:20:21.233343,11,2017-12-19 16:20:21.233237,
1788,116,10013116,AF/IN,1500,BF/IN,1534,11,2017-12-19 16:20:21.237015,11,2017-12-19 16:20:21.236910,
1789,116,10005956,AF/IN,1500,BF/IN,1555,11,2017-12-19 16:20:21.240705,11,2017-12-19 16:20:21.240581,
1790,116,10011083,AF/IN,1500,BF/IN,1554,11,2017-12-19 16:20:21.244310,11,2017-12-19 16:20:21.244209,
1791,116,10010282,AF/IN,1689,BF/IN,1700,11,2017-12-19 16:20:21.247992,11,2017-12-19 16:20:21.247889,
1792,116,10001397,AF/IN,1699,BF/IN,1700,11,2017-12-19 16:20:21.251679,11,2017-12-19 16:20:21.251559,
1793,116,10011761,AF/IN,1638,BF/IN,1700,11,2017-12-19 16:20:21.266596,11,2017-12-19 16:20:21.266441,
1794,116,10010173,AF/IN,1500,BF/IN,1540,11,2017-12-19 16:20:21.271838,11,2017-12-19 16:20:21.271724,
1795,116,10010116,AF/IN,1500,BF/IN,1536,11,2017-12-19 16:20:21.275924,11,2017-12-19 16:20:21.275824,
1796,116,10013190,AF/IN,1524,BF/IN,1556,11,2017-12-19 16:20:21.279608,11,2017-12-19 16:20:21.279502,
1797,116,10009167,AF/IN,1548,BF/IN,1553,11,2017-12-19 16:20:21.283362,11,2017-12-19 16:20:21.283257,
1798,116,10011139,AF/IN,1500,BF/IN,1593,11,2017-12-19 16:20:21.287020,11,2017-12-19 16:20:21.286919,
1799,116,10010887,AF/IN,1500,BF/IN,1578,11,2017-12-19 16:20:21.291186,11,2017-12-19 16:20:21.291075,
1800,116,10010797,AF/IN,1539,BF/IN,1571,11,2017-12-19 16:20:21.305568,11,2017-12-19 16:20:21.305395,
1801,116,10011102,AF/IN,1608,BF/IN,1654,11,2017-12-19 16:20:21.312366,11,2017-12-19 16:20:21.312244,
1802,116,10011103,AF/IN,1640,BF/IN,1687,11,2017-12-19 16:20:21.316383,11,2017-12-19 16:20:21.316281,
1803,116,10054979,AF/IN,1580,BF/IN,1589,5,2017-12-20 17:17:45.357011,419,2017-12-21 09:31:20.707045,"Levin, Carole, Anna Riehl Bertolet, and Jo Eldridge Carney. A Biographical Encyclopedia of Early Modern Englishwomen: Exemplary Lives and Memorable Acts, 1500-1650. Routledge, 2016."
1804,48,10002819,AF/IN,1649,BF/IN,1660,11,2017-12-22 16:10:30.288386,11,2017-12-22 16:10:30.288164,
1805,48,10010634,AF/IN,1649,BF/IN,1656,11,2017-12-22 16:10:30.295699,11,2017-12-22 16:10:30.295569,
1806,48,10013193,AF/IN,1649,BF/IN,1660,11,2017-12-22 16:10:30.316361,11,2017-12-22 16:10:30.316226,
1807,48,10001335,AF/IN,1649,BF/IN,1660,11,2017-12-22 16:10:30.320473,11,2017-12-22 16:10:30.320360,
1808,48,10012631,AF/IN,1649,BF/IN,1660,11,2017-12-22 16:10:30.324650,11,2017-12-22 16:10:30.324552,
1809,119,10002377,AF/IN,1523,BF/IN,1572,11,2017-12-22 16:29:59.088525,11,2017-12-22 16:29:59.088296,
1810,119,10007420,AF/IN,1602,BF/IN,1675,11,2017-12-22 16:29:59.159605,11,2017-12-22 16:29:59.159417,
1811,119,10009599,AF/IN,1690,BF/IN,1700,11,2017-12-22 16:29:59.185330,11,2017-12-22 16:29:59.185173,
1812,119,10011057,AF/IN,1519,BF/IN,1523,11,2017-12-22 16:29:59.195368,11,2017-12-22 16:29:59.195225,
1813,119,10011172,AF/IN,1655,BF/IN,1700,11,2017-12-22 16:29:59.202065,11,2017-12-22 16:29:59.201928,
1814,119,10010113,AF/IN,1529,BF/IN,1534,11,2017-12-22 16:29:59.209977,11,2017-12-22 16:29:59.209839,
1815,119,10011123,AF/IN,1562,BF/IN,1623,11,2017-12-22 16:29:59.215368,11,2017-12-22 16:29:59.215233,
1816,119,10001156,AF/IN,1660,BF/IN,1700,11,2017-12-22 16:29:59.224039,11,2017-12-22 16:29:59.223829,
1817,119,10007491,AF/IN,1545,BF/IN,1605,11,2017-12-22 16:29:59.233590,11,2017-12-22 16:29:59.233314,
1818,119,10008169,AF/IN,1586,BF/IN,1638,11,2017-12-22 16:29:59.242889,11,2017-12-22 16:29:59.242739,
1819,119,10008227,AF/IN,1579,BF/IN,1652,11,2017-12-22 16:29:59.249638,11,2017-12-22 16:29:59.249503,
1820,119,10001900,AF/IN,1574,BF/IN,1652,11,2017-12-22 16:29:59.261080,11,2017-12-22 16:29:59.260940,
1821,119,10000020,AF/IN,1589,BF/IN,1699,11,2017-12-22 16:29:59.271824,11,2017-12-22 16:29:59.271679,
1822,119,10004610,AF/IN,1557,BF/IN,1623,11,2017-12-22 16:29:59.281536,11,2017-12-22 16:29:59.281373,
1823,119,10012414,AF/IN,1500,BF/IN,1537,11,2017-12-22 16:29:59.291643,11,2017-12-22 16:29:59.291503,
1824,119,10012415,AF/IN,1500,BF/IN,1575,11,2017-12-22 16:29:59.303329,11,2017-12-22 16:29:59.303107,
1825,119,10011367,AF/IN,1630,BF/IN,1693,11,2017-12-22 16:29:59.312328,11,2017-12-22 16:29:59.312157,
1826,119,10001620,AF/IN,1549,BF/IN,1612,11,2017-12-22 16:29:59.321749,11,2017-12-22 16:29:59.321545,
1827,119,10004080,AF/IN,1504,BF/IN,1549,11,2017-12-22 16:29:59.330873,11,2017-12-22 16:29:59.330731,
1828,93,10000260,AF/IN,1619,BF/IN,1693,5,2017-12-22 23:13:46.610231,5,2017-12-22 23:13:46.610000,
1829,93,10004149,AF/IN,1553,BF/IN,1591,5,2017-12-22 23:13:46.887041,5,2017-12-22 23:13:46.886891,
1830,93,10001148,AF/IN,1649,BF/IN,1700,5,2017-12-22 23:13:46.917797,5,2017-12-22 23:13:46.917659,
1831,93,10001276,AF/IN,1623,BF/IN,1676,5,2017-12-22 23:13:46.921998,5,2017-12-22 23:13:46.921890,
1832,93,10001631,AF/IN,1671,BF/IN,1700,5,2017-12-22 23:13:46.925662,5,2017-12-22 23:13:46.925564,
1833,93,10001644,AF/IN,1630,BF/IN,1679,5,2017-12-22 23:13:46.929277,5,2017-12-22 23:13:46.929176,
1834,93,10006704,AF/IN,1564,BF/IN,1615,5,2017-12-22 23:13:46.947664,5,2017-12-22 23:13:46.947554,
1835,93,10002613,AF/IN,1570,BF/IN,1626,5,2017-12-22 23:13:46.951277,5,2017-12-22 23:13:46.951182,
1836,93,10002684,AF/IN,1566,BF/IN,1602,5,2017-12-22 23:13:46.955960,5,2017-12-22 23:13:46.955860,
1837,93,10003183,AF/IN,1572,BF/IN,1653,5,2017-12-22 23:13:46.959820,5,2017-12-22 23:13:46.959716,
1838,93,10003155,AF/IN,1595,BF/IN,1638,5,2017-12-22 23:13:46.963588,5,2017-12-22 23:13:46.963488,
1839,93,10004058,AF/IN,1611,BF/IN,1687,5,2017-12-22 23:13:46.967311,5,2017-12-22 23:13:46.967216,
1840,93,10004257,AF/IN,1570,BF/IN,1601,5,2017-12-22 23:13:46.971004,5,2017-12-22 23:13:46.970908,
1841,93,10005189,AF/IN,1629,BF/IN,1697,5,2017-12-22 23:13:46.974551,5,2017-12-22 23:13:46.974453,
1842,93,10005248,AF/IN,1584,BF/IN,1652,5,2017-12-22 23:13:46.978028,5,2017-12-22 23:13:46.977933,
1843,93,10009563,AF/IN,1569,BF/IN,1641,5,2017-12-22 23:13:46.981465,5,2017-12-22 23:13:46.981354,
1844,93,10005687,AF/IN,1628,BF/IN,1681,5,2017-12-22 23:13:46.985289,5,2017-12-22 23:13:46.985194,
1845,93,10005942,AF/IN,1690,BF/IN,1700,5,2017-12-22 23:13:46.988750,5,2017-12-22 23:13:46.988653,
1846,93,10006230,AF/IN,1543,BF/IN,1599,5,2017-12-22 23:13:46.992196,5,2017-12-22 23:13:46.992099,
1847,93,10011099,AF/IN,1609,BF/IN,1695,5,2017-12-22 23:13:46.995695,5,2017-12-22 23:13:46.995598,
1848,93,10000531,AF/IN,1582,BF/IN,1638,5,2017-12-22 23:13:46.999910,5,2017-12-22 23:13:46.999810,
1849,93,10007333,AF/IN,1693,BF/IN,1700,5,2017-12-22 23:13:47.003748,5,2017-12-22 23:13:47.003649,
1850,93,10007878,AF/IN,1697,BF/IN,1700,5,2017-12-22 23:13:47.007310,5,2017-12-22 23:13:47.007214,
1851,93,10002878,AF/IN,1549,BF/IN,1582,5,2017-12-22 23:13:47.010794,5,2017-12-22 23:13:47.010694,
1852,93,10008607,AF/IN,1606,BF/IN,1666,5,2017-12-22 23:13:47.014415,5,2017-12-22 23:13:47.014308,
1853,93,10008622,AF/IN,1539,BF/IN,1616,5,2017-12-22 23:13:47.017850,5,2017-12-22 23:13:47.017754,
1854,93,10003020,AF/IN,1535,BF/IN,1617,5,2017-12-22 23:13:47.021288,5,2017-12-22 23:13:47.021193,
1855,93,10009039,AF/IN,1567,BF/IN,1640,5,2017-12-22 23:13:47.025010,5,2017-12-22 23:13:47.024915,
1856,93,10002466,AF/IN,1579,BF/IN,1628,5,2017-12-22 23:13:47.028519,5,2017-12-22 23:13:47.028386,
1857,93,10000561,AF/IN,1562,BF/IN,1632,5,2017-12-22 23:13:47.032009,5,2017-12-22 23:13:47.031915,
1858,93,10011172,AF/IN,1655,BF/IN,1700,5,2017-12-22 23:13:47.035508,5,2017-12-22 23:13:47.035412,
1859,93,10011733,AF/IN,1579,BF/IN,1622,5,2017-12-22 23:13:47.038964,5,2017-12-22 23:13:47.038868,
1860,93,10012781,AF/IN,1579,BF/IN,1656,5,2017-12-22 23:13:47.042598,5,2017-12-22 23:13:47.042502,
1861,93,10000261,AF/IN,1550,BF/IN,1620,5,2017-12-22 23:13:47.046646,5,2017-12-22 23:13:47.046548,
1862,93,10000195,AF/IN,1574,BF/IN,1624,5,2017-12-22 23:13:47.050112,5,2017-12-22 23:13:47.050015,
1863,93,10006398,AF/IN,1666,BF/IN,1700,5,2017-12-22 23:13:47.053513,5,2017-12-22 23:13:47.053396,
1864,93,10009210,AF/IN,1500,BF/IN,1606,5,2017-12-22 23:13:47.057023,5,2017-12-22 23:13:47.056921,
1865,93,10010064,AF/IN,1562,BF/IN,1630,5,2017-12-22 23:13:47.060690,5,2017-12-22 23:13:47.060589,
1866,93,10012476,AF/IN,1560,BF/IN,1637,5,2017-12-22 23:13:47.064355,5,2017-12-22 23:13:47.064260,
1867,93,10001321,AF/IN,1548,BF/IN,1623,5,2017-12-22 23:13:47.067801,5,2017-12-22 23:13:47.067706,
1868,93,10050215,AF/IN,1594,BF/IN,1652,5,2017-12-22 23:13:47.071347,5,2017-12-22 23:13:47.071250,
1869,93,10008507,AF/IN,1623,BF/IN,1689,5,2017-12-22 23:13:47.074784,5,2017-12-22 23:13:47.074688,
1870,93,10000387,AF/IN,1601,BF/IN,1681,5,2017-12-22 23:13:47.078253,5,2017-12-22 23:13:47.078157,
1871,93,10004810,AF/IN,1547,BF/IN,1632,5,2017-12-22 23:13:47.082463,5,2017-12-22 23:13:47.082296,
1872,93,10000025,AF/IN,1536,BF/IN,1613,5,2017-12-22 23:13:47.086575,5,2017-12-22 23:13:47.086466,
1873,93,10010493,AF/IN,1695,BF/IN,1700,5,2017-12-22 23:13:47.090304,5,2017-12-22 23:13:47.090208,
1874,93,10012477,AF/IN,1558,BF/IN,1595,5,2017-12-22 23:13:47.093896,5,2017-12-22 23:13:47.093798,
1875,93,10004412,AF/IN,1560,BF/IN,1641,5,2017-12-22 23:13:47.097378,5,2017-12-22 23:13:47.097260,
1876,93,10002302,AF/IN,1559,BF/IN,1633,5,2017-12-22 23:13:47.100821,5,2017-12-22 23:13:47.100726,
1877,93,10001452,AF/IN,1601,BF/IN,1669,5,2017-12-22 23:13:47.104286,5,2017-12-22 23:13:47.104189,
1878,93,10004808,AF/IN,1544,BF/IN,1589,5,2017-12-22 23:13:47.107926,5,2017-12-22 23:13:47.107830,
1879,93,10007647,AF/IN,1633,BF/IN,1693,5,2017-12-22 23:13:47.111428,5,2017-12-22 23:13:47.111333,
1880,93,10008889,AF/IN,1572,BF/IN,1630,5,2017-12-22 23:13:47.114865,5,2017-12-22 23:13:47.114771,
1881,93,10004102,AF/IN,1655,BF/IN,1700,5,2017-12-22 23:13:47.135475,5,2017-12-22 23:13:47.135377,
1882,93,10004247,AF/IN,1549,BF/IN,1625,5,2017-12-22 23:13:47.139018,5,2017-12-22 23:13:47.138923,
1883,93,10008467,AF/IN,1587,BF/IN,1661,5,2017-12-22 23:13:47.142555,5,2017-12-22 23:13:47.142459,
1884,93,10009200,AF/IN,1615,BF/IN,1686,5,2017-12-22 23:13:47.145993,5,2017-12-22 23:13:47.145898,
1885,93,10003290,AF/IN,1651,BF/IN,1700,5,2017-12-22 23:13:47.151076,5,2017-12-22 23:13:47.150925,
1886,93,10004948,AF/IN,1527,BF/IN,1586,5,2017-12-22 23:13:47.155947,5,2017-12-22 23:13:47.155819,
1887,93,10004413,AF/IN,1572,BF/IN,1649,5,2017-12-22 23:13:47.160576,5,2017-12-22 23:13:47.160449,
1888,93,10012479,AF/IN,1570,BF/IN,1625,5,2017-12-22 23:13:47.165197,5,2017-12-22 23:13:47.165068,
1889,93,10003860,AF/IN,1659,BF/IN,1700,5,2017-12-22 23:13:47.170106,5,2017-12-22 23:13:47.169980,
1890,93,10004110,AF/IN,1577,BF/IN,1656,5,2017-12-22 23:13:47.174750,5,2017-12-22 23:13:47.174622,
1891,93,10004039,AF/IN,1645,BF/IN,1679,5,2017-12-22 23:13:47.179336,5,2017-12-22 23:13:47.179208,
1892,93,10007273,AF/IN,1571,BF/IN,1629,5,2017-12-22 23:13:47.184064,5,2017-12-22 23:13:47.183935,
1893,93,10010627,AF/IN,1575,BF/IN,1626,5,2017-12-22 23:13:47.188735,5,2017-12-22 23:13:47.188607,
1894,93,10005902,AF/IN,1529,BF/IN,1578,5,2017-12-22 23:13:47.193241,5,2017-12-22 23:13:47.193100,
1895,93,10010598,AF/IN,1652,BF/IN,1700,5,2017-12-22 23:13:47.197794,5,2017-12-22 23:13:47.197664,
1896,93,10004055,AF/IN,1560,BF/IN,1633,5,2017-12-22 23:13:47.202293,5,2017-12-22 23:13:47.202165,
1897,93,10000780,AF/IN,1612,BF/IN,1649,5,2017-12-22 23:13:47.206767,5,2017-12-22 23:13:47.206638,
1898,93,10000781,AF/IN,1564,BF/IN,1614,5,2017-12-22 23:13:47.211176,5,2017-12-22 23:13:47.211046,
1899,93,10010004,AF/IN,1654,BF/IN,1700,5,2017-12-22 23:13:47.215631,5,2017-12-22 23:13:47.215502,
1900,93,10000968,AF/IN,1550,BF/IN,1625,5,2017-12-22 23:13:47.220067,5,2017-12-22 23:13:47.219940,
1901,93,10006213,AF/IN,1568,BF/IN,1615,5,2017-12-22 23:13:47.224573,5,2017-12-22 23:13:47.224439,
1902,93,10003256,AF/IN,1541,BF/IN,1572,5,2017-12-22 23:13:47.229053,5,2017-12-22 23:13:47.228922,
1903,93,10000481,AF/IN,1598,BF/IN,1676,5,2017-12-22 23:13:47.233580,5,2017-12-22 23:13:47.233427,
1904,93,10004953,AF/IN,1670,BF/IN,1700,5,2017-12-22 23:13:47.238042,5,2017-12-22 23:13:47.237910,
1905,93,10006888,AF/IN,1624,BF/IN,1697,5,2017-12-22 23:13:47.242970,5,2017-12-22 23:13:47.242840,
1906,93,10000199,AF/IN,1575,BF/IN,1643,5,2017-12-22 23:13:47.247308,5,2017-12-22 23:13:47.247206,
1907,93,10009214,AF/IN,1556,BF/IN,1618,5,2017-12-22 23:13:47.250972,5,2017-12-22 23:13:47.250869,
1908,93,10011796,AF/IN,1500,BF/IN,1579,5,2017-12-22 23:13:47.254920,5,2017-12-22 23:13:47.254700,
1909,93,10012140,AF/IN,1569,BF/IN,1633,5,2017-12-22 23:13:47.258852,5,2017-12-22 23:13:47.258724,
1910,93,10006482,AF/IN,1636,BF/IN,1679,5,2017-12-22 23:13:47.262515,5,2017-12-22 23:13:47.262419,
1911,93,10000297,AF/IN,1585,BF/IN,1628,5,2017-12-22 23:13:47.266162,5,2017-12-22 23:13:47.266064,
1912,93,10011521,AF/IN,1552,BF/IN,1624,5,2017-12-22 23:13:47.269846,5,2017-12-22 23:13:47.269716,
1913,93,10010318,AF/IN,1601,BF/IN,1606,5,2017-12-22 23:13:47.273416,5,2017-12-22 23:13:47.273319,
1914,93,10010672,AF/IN,1648,BF/IN,1700,5,2017-12-22 23:13:47.276931,5,2017-12-22 23:13:47.276835,
1915,93,10004243,AF/IN,1554,BF/IN,1606,5,2017-12-22 23:13:47.280443,5,2017-12-22 23:13:47.280330,
1916,93,10009041,AF/IN,1594,BF/IN,1656,5,2017-12-22 23:13:47.283920,5,2017-12-22 23:13:47.283824,
1917,93,10007480,AF/IN,1559,BF/IN,1628,5,2017-12-22 23:13:47.287395,5,2017-12-22 23:13:47.287300,
1918,93,10012731,AF/IN,1549,BF/IN,1615,5,2017-12-22 23:13:47.290812,5,2017-12-22 23:13:47.290713,
1919,93,10011855,AF/IN,1563,BF/IN,1636,5,2017-12-22 23:13:47.294277,5,2017-12-22 23:13:47.294182,
1920,93,10013066,AF/IN,1528,BF/IN,1578,5,2017-12-22 23:13:47.297831,5,2017-12-22 23:13:47.297735,
1921,93,10003009,AF/IN,1556,BF/IN,1623,5,2017-12-22 23:13:47.301539,5,2017-12-22 23:13:47.301426,
1922,93,10011032,AF/IN,1595,BF/IN,1646,5,2017-12-22 23:13:47.305017,5,2017-12-22 23:13:47.304922,
1923,93,10007904,AF/IN,1586,BF/IN,1656,5,2017-12-22 23:13:47.308568,5,2017-12-22 23:13:47.308471,
1924,93,10004329,AF/IN,1552,BF/IN,1640,5,2017-12-22 23:13:47.312139,5,2017-12-22 23:13:47.312044,
1925,93,10005190,AF/IN,1616,BF/IN,1667,5,2017-12-22 23:13:47.315662,5,2017-12-22 23:13:47.315566,
1926,93,10001190,AF/IN,1565,BF/IN,1638,5,2017-12-22 23:13:47.319241,5,2017-12-22 23:13:47.319135,
1927,93,10013122,AF/IN,1604,BF/IN,1676,5,2017-12-22 23:13:47.322748,5,2017-12-22 23:13:47.322652,
1928,93,10005003,AF/IN,1553,BF/IN,1641,5,2017-12-22 23:13:47.326236,5,2017-12-22 23:13:47.326139,
1929,93,10004144,AF/IN,1699,BF/IN,1700,5,2017-12-22 23:13:47.329790,5,2017-12-22 23:13:47.329680,
1930,93,10005688,AF/IN,1577,BF/IN,1646,5,2017-12-22 23:13:47.333257,5,2017-12-22 23:13:47.333161,
1931,93,10013104,AF/IN,1500,BF/IN,1573,5,2017-12-22 23:13:47.337781,5,2017-12-22 23:13:47.337683,
1932,93,10011518,AF/IN,1549,BF/IN,1619,5,2017-12-22 23:13:47.341319,5,2017-12-22 23:13:47.341223,
1933,93,10008210,AF/IN,1648,BF/IN,1700,5,2017-12-22 23:13:47.345145,5,2017-12-22 23:13:47.345048,
1934,93,10012493,AF/IN,1577,BF/IN,1647,5,2017-12-22 23:13:47.348742,5,2017-12-22 23:13:47.348647,
1935,93,10003702,AF/IN,1588,BF/IN,1623,5,2017-12-22 23:13:47.352245,5,2017-12-22 23:13:47.352149,
1936,93,10005718,AF/IN,1547,BF/IN,1607,5,2017-12-22 23:13:47.355728,5,2017-12-22 23:13:47.355633,
1937,93,10007276,AF/IN,1599,BF/IN,1677,5,2017-12-22 23:13:47.359566,5,2017-12-22 23:13:47.359460,
1938,93,10005711,AF/IN,1534,BF/IN,1591,5,2017-12-22 23:13:47.363141,5,2017-12-22 23:13:47.363043,
1939,93,10010633,AF/IN,1620,BF/IN,1682,5,2017-12-22 23:13:47.366750,5,2017-12-22 23:13:47.366653,
1940,93,10002720,AF/IN,1540,BF/IN,1599,5,2017-12-22 23:13:47.370303,5,2017-12-22 23:13:47.370203,
1941,93,10013161,AF/IN,1563,BF/IN,1639,5,2017-12-22 23:13:47.373820,5,2017-12-22 23:13:47.373714,
1942,93,10012864,AF/IN,1599,BF/IN,1665,5,2017-12-22 23:13:47.377414,5,2017-12-22 23:13:47.377318,
1943,93,10006120,AF/IN,1559,BF/IN,1626,5,2017-12-22 23:13:47.381152,5,2017-12-22 23:13:47.381055,
1944,93,10006114,AF/IN,1552,BF/IN,1640,5,2017-12-22 23:13:47.384726,5,2017-12-22 23:13:47.384629,
1945,93,10012391,AF/IN,1583,BF/IN,1644,5,2017-12-22 23:13:47.388221,5,2017-12-22 23:13:47.388126,
1946,93,10009608,AF/IN,1630,BF/IN,1699,5,2017-12-22 23:13:47.391751,5,2017-12-22 23:13:47.391656,
1947,93,10012192,AF/IN,1543,BF/IN,1597,5,2017-12-22 23:13:47.395253,5,2017-12-22 23:13:47.395157,
1948,93,10011365,AF/IN,1600,BF/IN,1671,5,2017-12-22 23:13:47.398829,5,2017-12-22 23:13:47.398709,
1949,93,10009085,AF/IN,1578,BF/IN,1615,5,2017-12-22 23:13:47.402393,5,2017-12-22 23:13:47.402296,
1950,93,10010117,AF/IN,1530,BF/IN,1577,5,2017-12-22 23:13:47.405998,5,2017-12-22 23:13:47.405901,
1951,93,10002725,AF/IN,1592,BF/IN,1666,5,2017-12-22 23:13:47.420278,5,2017-12-22 23:13:47.420178,
1952,93,10005002,AF/IN,1541,BF/IN,1620,5,2017-12-22 23:13:47.423935,5,2017-12-22 23:13:47.423812,
1953,93,10006064,AF/IN,1585,BF/IN,1660,5,2017-12-22 23:13:47.446906,5,2017-12-22 23:13:47.446780,
1954,93,10004346,AF/IN,1566,BF/IN,1643,5,2017-12-22 23:13:47.450495,5,2017-12-22 23:13:47.450399,
1955,93,10012777,AF/IN,1618,BF/IN,1679,5,2017-12-22 23:13:47.454144,5,2017-12-22 23:13:47.454048,
1956,93,10002760,AF/IN,1573,BF/IN,1626,5,2017-12-22 23:13:47.457660,5,2017-12-22 23:13:47.457565,
1957,93,10009035,AF/IN,1600,BF/IN,1666,5,2017-12-22 23:13:47.461194,5,2017-12-22 23:13:47.461097,
1958,93,10012480,AF/IN,1564,BF/IN,1607,5,2017-12-22 23:13:47.464792,5,2017-12-22 23:13:47.464696,
1959,93,10005610,AF/IN,1500,BF/IN,1586,5,2017-12-22 23:13:47.468376,5,2017-12-22 23:13:47.468269,
1960,93,10009870,AF/IN,1539,BF/IN,1615,5,2017-12-22 23:13:47.471998,5,2017-12-22 23:13:47.471900,
1961,93,10007390,AF/IN,1617,BF/IN,1679,5,2017-12-22 23:13:47.475605,5,2017-12-22 23:13:47.475509,
1962,93,10003800,AF/IN,1544,BF/IN,1588,5,2017-12-22 23:13:47.479292,5,2017-12-22 23:13:47.479197,
1963,93,10007034,AF/IN,1581,BF/IN,1656,5,2017-12-22 23:13:47.482871,5,2017-12-22 23:13:47.482751,
1964,93,10002750,AF/IN,1676,BF/IN,1700,5,2017-12-22 23:13:47.486503,5,2017-12-22 23:13:47.486400,
1965,93,10011421,AF/IN,1599,BF/IN,1665,5,2017-12-22 23:13:47.490087,5,2017-12-22 23:13:47.489979,
1966,93,10054853,AF/IN,1507,BF/IN,1570,5,2017-12-22 23:13:47.493608,5,2017-12-22 23:13:47.493512,
1967,93,10005904,AF/IN,1535,BF/IN,1598,5,2017-12-22 23:13:47.497149,5,2017-12-22 23:13:47.497053,
1968,93,10004692,AF/IN,1555,BF/IN,1606,5,2017-12-22 23:13:47.500655,5,2017-12-22 23:13:47.500559,
1969,93,10054878,AF/IN,1562,BF/IN,1606,5,2017-12-22 23:13:47.504509,5,2017-12-22 23:13:47.504414,
1970,93,10002021,AF/IN,1540,BF/IN,1581,5,2017-12-22 23:13:47.508457,5,2017-12-22 23:13:47.508350,
1971,93,10009592,AF/IN,1546,BF/IN,1610,5,2017-12-22 23:13:47.512710,5,2017-12-22 23:13:47.512612,
1972,93,10003274,AF/IN,1518,BF/IN,1604,5,2017-12-22 23:13:47.516526,5,2017-12-22 23:13:47.516423,
1973,93,10006113,AF/IN,1545,BF/IN,1599,5,2017-12-22 23:13:47.520304,5,2017-12-22 23:13:47.520206,
1974,93,10009111,AF/IN,1561,BF/IN,1606,5,2017-12-22 23:13:47.524009,5,2017-12-22 23:13:47.523912,
1975,93,10011325,AF/IN,1561,BF/IN,1595,5,2017-12-22 23:13:47.527663,5,2017-12-22 23:13:47.527568,
1976,93,10004783,AF/IN,1564,BF/IN,1637,5,2017-12-22 23:13:47.531464,5,2017-12-22 23:13:47.531367,
1977,77,10001138,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.418396,5,2017-12-22 23:23:42.418037,
1978,77,10005625,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.464318,5,2017-12-22 23:23:42.464030,
1979,77,10008300,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.473767,5,2017-12-22 23:23:42.473517,
1980,77,10001155,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.482576,5,2017-12-22 23:23:42.482339,
1981,77,10003651,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.491519,5,2017-12-22 23:23:42.491225,
1982,77,10003888,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.501302,5,2017-12-22 23:23:42.501062,
1983,77,10000166,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.518482,5,2017-12-22 23:23:42.518178,
1984,77,10002770,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.527974,5,2017-12-22 23:23:42.527739,
1985,77,10003267,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.536731,5,2017-12-22 23:23:42.536490,
1986,77,10011836,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.546223,5,2017-12-22 23:23:42.545955,
1987,77,10004926,AF/IN,1649,BF/IN,1649,5,2017-12-22 23:23:42.558110,5,2017-12-22 23:23:42.557857,
