first_name,birth_year_type,odnb_id,historical_significance,created_by,updated_at,aliases,id,search_names_all,last_name,title,death_year_type,citation,approved_by,gender,suffix,display_name,prefix,approved_on,death_year,created_at,birth_year
Margaret,IN,9260,Quaker leader,2,2017-05-11 14:47:08.249621,,10004170,"Margaret Fell, Margaret Askew, Margaret, Margaret Fell, Margaret Fox",Fell,,IN,,11,female,,Margaret Fell,,2017-05-11 14:47:08.250704,1702,2015-02-25 00:40:42.981998,1614
Henry,IN,19941,politician and political writer,2,2017-05-08 18:28:54.419068,,10008762,"Henry Neville, Henry, Henry Neville",Neville,,IN,,2,male,,Henry Neville,,2017-05-08 18:28:54.419169,1694,2015-02-25 00:41:59.750697,1620
Elizabeth,AF,,,503,2017-07-07 16:24:48.082302,Elizabeth Cornwallis,10054868,"Elizabeth, Elizabeth Ashburnham, Elizabeth Cornwallis",Ashburnham,,CA,,5,female,,Elizabeth Ashburnham,,2017-07-07 16:24:48.082404,1643,2016-11-16 23:01:37.512142,1629
Bernard,IN,10420,Royalist army officer and diplomat,563,2017-06-08 18:39:03.535325,Bernardo Guasconi,10054885,"Sir Bernard, Sir Bernard Gascoigne, Sir Gascoigne, Bernard, Bernard Gascoigne, Bernardo Guasconi",Gascoigne,,IN,,563,male,,Sir Bernard Gascoigne,Sir,2017-06-08 18:39:03.535432,1687,2017-05-08 17:23:48.399758,1614
Gregorio,IN,0,Writer of the life of Elizabeth I of England. Italian exile living in England from 1680-1683. ,2,2017-05-18 15:30:06.812469,,10007364,"Gregorio Leti, Gregorio, Gregorio Leti, Abbe Gualdi, L'abbé Gualdi, Gualdus",Leti,,IN,,563,male,,Gregorio Leti,,2017-05-18 15:30:06.812966,1701,2015-02-25 00:41:38.103691,1630
Henry,IN,20676,scientific correspondent and secretary of the Royal Society,2,2017-06-05 13:34:21.068400,,10009112,"Henry Oldenburg, Heinrich Oldenburg, Henry, Henry Oldenburg",Oldenburg,,IN,,2,male,,Henry Oldenburg,,2017-06-05 13:34:21.068790,1677,2015-02-25 00:42:05.297604,1619
Robert,IN,3137,natural philosopher,2,2017-06-05 14:54:05.522073,,10001419,"Robert Boyle, Robert, Robert Boyle",Boyle,,IN,,2,male,,Robert Boyle,,2017-06-05 14:54:05.522349,1691,2015-02-25 00:39:59.076973,1627
Samuel,IN,6776,Church of England clergyman and author,2,2017-07-21 13:19:56.444762,,10003068,"Samuel Crooke, Samuel, Samuel Crooke",Crooke,,IN,,2,male,,Samuel Crooke,,2017-07-21 13:19:56.444873,1649,2015-02-25 00:40:25.857373,1575
Robert,IN,4980,politician and courtier,2,2017-09-14 19:19:43.866760,,10002249,"Robert Cecil, Robert, Robert Cecil",Cecil,,IN,,2,male,,Robert Cecil,,2017-09-14 19:19:43.866942,1612,2015-02-25 00:40:13.581299,1563
Mary,IN,,"Aristocrat, letter writer and poet",563,2017-05-25 19:43:48.786353,Mary Pierrepont,10054889,"Mary, Mary Wortley Montagu , Mary Wortley Montagu  Lady, Mary Pierrepont",Wortley Montagu ,Lady,IN,,563,female,,Mary Wortley Montagu  Lady,,2017-05-25 19:43:48.786534,1762,2017-05-25 19:37:40.256695,1689
Sophia Charlotte von,IN,76310,courtier,2,2017-05-25 19:32:25.743071,,10006895,"Sophia Charlotte von Kielmansegg, Sophia Charlotte von, Sophia Charlotte von Kielmansegg",Kielmansegg,,IN,,2,female,,Sophia Charlotte von Kielmansegg,,2017-05-25 19:32:25.743314,1725,2015-02-25 00:41:30.832264,1675
Henry,IN,2104,politician,2,2017-07-21 00:48:42.917924,,10000959,"Henry Bennet, Henry, Henry Bennet",Bennet,,IN,,2,male,,Henry Bennet,,2017-07-21 00:48:42.918028,1685,2015-02-25 00:39:49.397006,1618
Lorenzo,IN,0,Diplomat,2,2017-06-08 18:39:58.451079,,10007859,"Lorenzo Magalotti, Lorenzo, Lorenzo Magalotti",Magalotti,,IN,,563,male,,Lorenzo Magalotti,,2017-06-08 18:39:58.451739,1712,2015-02-25 00:41:45.608255,1637
Jane,CA,70168,printer,2,2017-05-24 09:21:23.810489,,10011331,"Jane Sowle, Jane, Jane Sowle",Sowle,,IN,,5,female,,Jane Sowle,,2017-05-24 09:21:23.811658,1711,2015-02-25 00:42:42.276386,1631
Alexander,IN,22526,poet,2,2017-06-12 18:21:34.833432,,10009828,"Alexander Pope, Alexander, Alexander Pope",Pope,,IN,,2,male,,Alexander Pope,,2017-06-12 18:21:34.833581,1744,2015-02-25 00:42:16.538605,1688
Cosimo,IN,,Grand Duke of Tuscany ,563,2017-06-05 14:54:05.486818,,10054898,"Cosimo, Cosimo de' Medici, Cosimo de' Medici III, Cosimo de' Medici Grand Duke, Cosimo III",de' Medici,Grand Duke,IN,,563,male,III,Cosimo de' Medici III Grand Duke,,2017-06-05 14:54:05.487042,1723,2017-06-05 14:51:29.039659,1642
Katherine,IN,,Ducchess of Buckinghamshire and Normanby,563,2017-06-12 16:36:57.762470,,10054890,"Katherine, Katherine Sheffield, Katherine Sheffield Ducchess of Buckinghamshire and Normanby",Sheffield,Ducchess of Buckinghamshire and Normanby,IN,,563,female,,Katherine Sheffield Ducchess of Buckinghamshire and Normanby,,2017-06-12 16:36:57.762600,1743,2017-05-25 19:48:36.914001,1681
Edward,IN,14328,politician and historian,2,2017-07-21 00:53:17.115586,,10006445,"Edward Hyde, Edward, Edward Hyde, Clarendon",Hyde,Earl of Clarendon,IN,,5,male,,Edward Hyde,,2017-07-21 00:53:17.115697,1674,2015-02-25 00:41:23.653600,1609
John,IN,25297,politician and author,2,2017-05-25 19:58:06.324751,,10010973,"John Sheffield, John, John Sheffield",Sheffield,,IN,,2,male,,John Sheffield,,2017-05-25 19:58:06.325251,1721,2015-02-25 00:42:35.554710,1647
Thomas,IN,13050,politician and government official,2,2017-05-26 15:29:35.484071,,10005841,"Thomas Herbert, Thomas, Thomas Herbert",Herbert,,IN,,2,male,,Thomas Herbert,,2017-05-26 15:29:35.484178,1733,2015-02-25 00:41:13.863889,1656
George,IN,,Baron of Exchequer,563,2017-05-26 15:36:33.745223,,10054891,"George, George Dalrymple, George Dalrymple Baron of Exchequer",Dalrymple,Baron of Exchequer,IN,,563,male,,George Dalrymple Baron of Exchequer,,2017-05-26 15:36:33.745357,1745,2017-05-26 15:34:20.528128,1680
Mary,IN,69749,courtier,2,2017-07-20 18:06:36.154050,,10011090,"Mary Sidney, Mary Dudley, Mary, Mary Sidney",Sidney,,IN,,2,female,,Mary Sidney,,2017-07-20 18:06:36.154153,1586,2015-02-25 00:42:37.911039,1530
Giovanni,IN,40565,composer,2,2017-06-22 18:25:20.028038,,10001275,"Giovanni Bononcini, Giovanni, Giovanni Bononcini",Bononcini,,IN,,2,male,,Giovanni Bononcini,,2017-06-22 18:25:20.028181,1747,2015-02-25 00:39:54.927717,1670
Giacomo,BF,,Poet and librettist,563,2017-05-26 15:57:44.855273,,10054892,"Giacomo, Giacomo Rossi",Rossi,,AF,,563,male,,Giacomo Rossi,,2017-05-26 15:57:44.855382,1729,2017-05-26 15:54:35.080291,1700
Robert,IN,13693,natural philosopher,2,2017-06-05 13:50:05.046721,,10006142,"Robert Hooke, Robert, Robert Hooke",Hooke,,IN,,2,male,,Robert Hooke,,2017-06-05 13:50:05.047185,1703,2015-02-25 00:41:18.782128,1635
Anthony,IN,74437,choreographer and dancing-master,2,2017-06-15 18:05:03.146615,,10007059,"Anthony L'Abbe, Anthony, Anthony L'Abbe",L'Abbe,,AF/IN,,2,male,,Anthony L'Abbe,,2017-06-15 18:05:03.146940,1753,2015-02-25 00:41:33.365480,1666
Henry,IN,11538,courtier and politician,2,2017-06-19 20:24:10.345122,,10005216,"Henry Grey, Henry, Henry Grey",Grey,,IN,,2,male,,Henry Grey,,2017-06-19 20:24:10.345538,1740,2015-02-25 00:41:01.758649,1671
James,IN,3806,politician and patron of music,2,2017-06-19 21:14:56.520267,,10001709,"James Brydges, James, James Brydges",Brydges,,IN,,2,male,,James Brydges,,2017-06-19 21:14:56.520483,1744,2015-02-25 00:40:04.442487,1674
Giuseppe,CA,,Diplomat ,563,2017-06-22 13:51:43.623727,,10054901,"Giuseppe, Giuseppe Riva",Riva,,CA,,563,male,,Giuseppe Riva,,2017-06-22 13:51:43.623843,1737,2017-06-08 18:16:23.277448,1685
Judith,AF,46469,gentlewoman,2,2017-06-12 04:29:03.094449,,10000716,"Judith Barrington, Judith Lytton, Judith, Judith Barrington",Barrington,,IN,,2,female,,Judith Barrington,,2017-06-12 04:29:03.094839,1657,2015-02-25 00:39:45.918192,1547
Antonio,IN,,"Physician, naturalist and writer",563,2017-06-12 17:18:37.291188,,10054900,"Antonio, Antonio Cocchi",Cocchi,,IN,,563,male,,Antonio Cocchi,,2017-06-12 17:18:37.291832,1758,2017-06-08 18:01:22.985934,1695
Samuel,IN,12500,educational reformer and writer,2,2017-06-12 04:29:35.850205,,10005616,"Samuel Hartlib, Samuel, Samuel Hartlib",Hartlib,,IN,,2,male,,Samuel Hartlib,,2017-06-12 04:29:35.850529,1662,2015-02-25 00:41:09.995556,1600
John,IN,10456,bishop of Worcester,2,2017-06-12 04:28:51.289345,,10004726,"John Gauden, John, John Gauden",Gauden,,IN,,2,male,,John Gauden,,2017-06-12 04:28:51.289850,1662,2015-02-25 00:40:51.517127,1599
Charles,IN,26117,politician,2,2017-06-15 18:01:44.062370,,10011361,"Charles Spencer, Charles, Charles Spencer",Spencer,,IN,,2,male,,Charles Spencer,,2017-06-15 18:01:44.062730,1722,2015-02-25 00:42:42.746058,1675
Henry,IN,22665,natural philosopher and physician,2,2017-06-12 04:29:13.813378,,10009885,"Henry Power, Henry, Henry Power",Power,,IN,,2,male,,Henry Power,,2017-06-12 04:29:13.813683,1668,2015-02-25 00:42:17.483359,1626
Charles,IN,19005,diplomat,2,2017-06-19 20:24:46.802619,,10008387,"Charles Montagu, Charles, Charles Montagu",Montagu,,IN,,2,male,,Charles Montagu,,2017-06-19 20:24:46.802938,1722,2015-02-25 00:41:53.899814,1662
Thomas,IN,3702,physician and author,2,2017-06-12 04:29:25.539126,,10001668,"Thomas Browne, Sir Thomas, Sir Thomas Browne, Sir Browne, Thomas, Thomas Browne",Browne,,IN,,2,male,,Sir Thomas Browne,Sir,2017-06-12 04:29:25.539494,1682,2015-02-25 00:40:03.470193,1605
Thomas,IN,68258,scholar and theological controversialist,2,2017-06-12 04:29:48.438860,,10011245,"Thomas Smith, Thomas, Thomas Smith",Smith,,IN,,2,male,,Thomas Smith,,2017-06-12 04:29:48.439186,1661,2015-02-25 00:42:40.953370,1624
Samuel,IN,2808,Church of England clergyman and college head,2,2017-06-12 04:29:48.444125,,10001254,"Samuel Bolton, Samuel, Samuel Bolton",Bolton,,IN,,2,male,,Samuel Bolton,,2017-06-12 04:29:48.444407,1654,2015-02-25 00:39:54.195524,1605
Adelhida ,CA,,Duchess of Shrewsbury,563,2017-06-12 16:37:35.873655,Adelhida Talbot née Palliotti,10054903,"Adelhida , Adelhida  Talbot , Adelhida  Talbot  Duchess of Shrewsbury, Adelhida Talbot née Palliotti",Talbot ,Duchess of Shrewsbury,IN,,563,female,,Adelhida  Talbot  Duchess of Shrewsbury,,2017-06-12 16:37:35.874071,1726,2017-06-12 16:28:34.032052,1660
Francis,IN,871,"bishop of Rochester, politician, and Jacobite conspirator",2,2017-06-22 14:53:10.902030,,10000400,"Francis Atterbury, Francis, Francis Atterbury",Atterbury,,IN,,2,male,,Francis Atterbury,,2017-06-22 14:53:10.902172,1732,2015-02-25 00:39:41.126552,1663
Pierre,IN,6377,translator and writer,2,2017-06-12 17:18:37.303187,,10002867,"Pierre Coste, Pierre, Pierre Coste",Coste,,IN,,2,male,,Pierre Coste,,2017-06-12 17:18:37.303508,1747,2015-02-25 00:40:22.837556,1668
Richard,IN,29930,protestant martyr,2,2017-07-15 00:45:06.410627,,10013106,"Richard Woodman, Richard, Richard Woodman",Woodman,,IN,,2,male,,Richard Woodman,,2017-07-15 00:45:06.410716,1557,2015-02-25 00:43:17.424716,1525
Elizabeth,IN,,,31,2017-07-15 00:53:27.853699,,10051383,"Elizabeth, Elizabeth Browne",Browne,,IN,,31,female,,Elizabeth Browne,,2017-07-15 00:53:27.853810,1565,2016-01-13 21:29:21.177221,1500
Charles,IN,26922,politician,2,2017-06-12 16:32:29.810475,,10011774,"Charles Talbot, Charles, Charles Talbot",Talbot,,IN,,2,male,,Charles Talbot,,2017-06-12 16:32:29.810592,1718,2015-02-25 00:42:52.428605,1660
Frederick,AF,,Prince of Wales,563,2017-07-06 15:32:46.577136,,10054911,"Prince Frederick, Prince Frederick Lewis, Prince Frederick Lewis Prince of Wales, Prince Lewis, Frederick, Frederick Lewis, Frederick Lewis Prince of Wales",Lewis,Prince of Wales,IN,,563,male,,Prince Frederick Lewis Prince of Wales,Prince,2017-07-06 15:32:46.577482,1751,2017-06-14 15:03:22.794815,1700
Giovanni Giacomo,IN,,"Diplomat, merchant ",563,2017-06-12 18:10:09.323220,,10054904,"Giovanni Giacomo, Giovanni Giacomo Zamponi",Zamboni,,IN,,563,male,,Giovanni Giacomo Zamponi,,2017-06-12 18:10:09.323586,1753,2017-06-12 16:49:15.748028,1683
Gaetano,IN,,Italian alto castrato,563,2017-06-15 17:58:36.718446,"Baerenstadt, Bernstadt ",10054905,"Gaetano, Gaetano Berenstadt, Baerenstadt,  Bernstadt ",Berenstadt,,CA,,563,male,,Gaetano Berenstadt,,2017-06-15 17:58:36.718814,1734,2017-06-12 16:55:40.665797,1687
John,IN,13116,courtier and writer,2,2017-06-16 17:23:45.008613,,10005867,"John Hervey, John, John Hervey",Hervey,,IN,,2,male,,John Hervey,,2017-06-16 17:23:45.008701,1743,2015-02-25 00:41:14.299889,1696
Charles,CA,19162,army officer and diplomatist,2,2017-06-12 18:07:02.202228,,10008451,"Charles Mordaunt, Charles, Charles Mordaunt",Mordaunt,,IN,,2,male,,Charles Mordaunt,,2017-06-12 18:07:02.202553,1735,2015-02-25 00:41:54.848468,1658
Lawrence,AF,24700,protestant martyr,2,2017-07-15 01:50:27.644448,,10010708,"Lawrence Saunders, Laurence Saunders, Lawrence, Lawrence Saunders",Saunders,,IN,,2,male,,Lawrence Saunders,,2017-07-15 01:50:27.644572,1555,2015-02-25 00:42:31.059747,1445
Nicholas,IN,23631,bishop of London and protestant martyr,2,2017-07-15 01:54:45.385252,,10010299,"Nicholas Ridley, Nicholas, Nicholas Ridley",Ridley,,IN,,2,male,,Nicholas Ridley,,2017-07-15 01:54:45.385355,1555,2015-02-25 00:42:24.456965,1502
John Christopher,IN,,music copyist,563,2017-06-13 18:42:07.716455,,10054907,"John Christopher, John Christopher Smith, John Christopher Smith the Elder, John Christopher the Elder",Smith,,IN,,563,male,the Elder,John Christopher Smith the Elder,,2017-06-13 18:42:07.716563,1762,2017-06-13 18:26:51.530641,1683
Joseph,IN,11159,painter and etcher,2,2017-06-13 19:08:08.603022,,10005069,"Joseph Goupy, Joseph, Joseph Goupy",Goupy,,IN,,2,male,,Joseph Goupy,,2017-06-13 19:08:08.603142,1769,2015-02-25 00:40:57.873935,1689
George,IN,10539,"king of Great Britain and Ireland, and elector of Hanover",2,2017-06-14 15:47:27.982497,,10006462,"George II, George, King George II, King George",II,,IN,,4,male,,King George II,King,2017-06-14 15:47:27.982592,1760,2015-02-25 00:41:24.036474,1683
Henry,IN,,Officer of state,563,2017-06-19 20:25:44.161784,,10054915,"Henry, Henry Clinton, Henry Clinton 7th Earl of Lincoln",Clinton,7th Earl of Lincoln,IN,,563,male,,Henry Clinton 7th Earl of Lincoln,,2017-06-19 20:25:44.162167,1728,2017-06-14 17:29:19.626530,1684
Paolo Antonio,IN,68290,translator and librettist,2,2017-06-19 20:21:05.032519,,10010431,"Paolo Antonio Rolli, Paolo Antonio, Paolo Antonio Rolli",Rolli,,IN,,2,male,,Paolo Antonio Rolli,,2017-06-19 20:21:05.032835,1765,2015-02-25 00:42:26.489744,1687
Charles,IN,14745,patron of the arts and librettist,2,2017-06-15 17:59:20.885539,,10006590,"Charles Jennens, Charles, Charles Jennens",Jennens,,IN,,2,male,,Charles Jennens,,2017-06-15 17:59:20.885860,1773,2015-02-25 00:41:26.105642,1700
Pescetti,AF,,"Composer, organist",563,2017-06-15 18:32:01.986443,,10054910,"Pescetti, Pescetti Giovanni Battista ",Giovanni Battista ,,IN,,563,male,,Pescetti Giovanni Battista ,,2017-06-15 18:32:01.987162,1766,2017-06-14 14:58:40.346475,1700
Henry,IN,,"English nobleman, politician",563,2017-06-19 20:25:02.766660,,10054913,"Henry, Henry Hyde, Henry Hyde 4th Earl of Clarendon",Hyde,4th Earl of Clarendon,IN,,563,male,,Henry Hyde 4th Earl of Clarendon,,2017-06-19 20:25:02.767005,1753,2017-06-14 17:24:03.317720,1672
George Henry,IN,,Governor ,563,2017-06-19 20:25:36.569680,,10054914,"George Henry, George Henry Lee, George Henry Lee 2nd Earl of Lichfield",Lee,2nd Earl of Lichfield,IN,,563,male,,George Henry Lee 2nd Earl of Lichfield,,2017-06-19 20:25:36.570146,1743,2017-06-14 17:26:55.533119,1690
Matteo,AF,,Italian tenor,563,2017-06-15 18:03:42.848982,,10054916,"Matteo, Matteo Berselli",Berselli,,BF,,563,male,,Matteo Berselli,,2017-06-15 18:03:42.849140,1750,2017-06-14 18:04:16.754430,1650
Maria Maddelena,BF,,Opera singer,563,2017-06-15 18:03:50.734828,,10054917,"Maria Maddelena, Maria Maddelena Salvai",Salvai,,AF,,563,female,,Maria Maddelena Salvai,,2017-06-15 18:03:50.734996,1728,2017-06-14 18:16:54.386607,1700
Giuseppe Maria ,BF,,Italian bass singer,563,2017-06-15 18:03:58.364123,,10054918,"Giuseppe Maria , Giuseppe Maria  Boschi",Boschi,,BF/IN,,563,male,,Giuseppe Maria  Boschi,,2017-06-15 18:03:58.364515,1744,2017-06-14 18:19:04.274090,1698
Margherita,BF,,Opera singer,563,2017-06-15 18:04:06.571901,,10054919,"Margherita, Margherita Durastanti ",Durastanti ,,AF,,563,female,,Margherita Durastanti ,,2017-06-15 18:04:06.572444,1734,2017-06-14 18:23:13.649615,1700
Charles,IN,29336,diplomatist,2,2017-06-16 14:45:36.812558,,10012844,"Charles Whitworth, Charles, Charles Whitworth",Whitworth,,IN,,2,male,,Charles Whitworth,,2017-06-16 14:45:36.812647,1725,2015-02-25 00:43:13.655419,1675
John,IN,610,physician and satirist,2,2017-06-16 14:16:05.864514,,10000257,"John Arbuthnot, John Arbuthnott, John, John Arbuthnot",Arbuthnot,,IN,,2,male,,John Arbuthnot,,2017-06-16 14:16:05.864635,1735,2015-02-25 00:39:39.096587,1667
Francesco,CA,,Opera singer,563,2017-06-14 18:49:45.563597,,10054920,"Francesco, Francesco Borosini",Borosini,,AF,,563,male,,Francesco Borosini,,2017-06-14 18:49:10,1747,2017-06-14 18:49:45.563597,1695
Matthew,AF,,"Violinist, composer",563,2017-06-15 13:58:18.657484,,10054921,"Matthew, Matthew Dubourg",Dubourg,,IN,,563,male,,Matthew Dubourg,,2017-06-15 13:58:18.657581,1767,2017-06-15 13:56:01.053790,1700
Johann Jakob,IN,12866,impresario,2,2017-06-15 18:04:36.576868,,10005773,"Johann Jakob Heidegger, Johann Jakob, Johann Jakob Heidegger",Heidegger,,IN,,2,male,,Johann Jakob Heidegger,,2017-06-15 18:04:36.577171,1749,2015-02-25 00:41:12.761754,1666
Giovanni,CA,,Opera composer,563,2017-06-15 18:05:11.898864,,10054922,"Giovanni, Giovanni Porta",Porta,,IN,,563,male,,Giovanni Porta,,2017-06-15 18:05:11.899203,1755,2017-06-15 14:54:08.208853,1675
Roberto,BF,,"Scenic designer, painter",563,2017-06-15 18:05:36.630335,,10054924,"Roberto, Roberto Clerici",Clerici,,AF,,563,male,,Roberto Clerici,,2017-06-15 18:05:36.630487,1748,2017-06-15 15:12:24.166103,1700
Thomas,IN,,"Irish composer, organist",563,2017-06-15 18:05:46.704517,,10054925,"Thomas, Thomas Roseingrave",Roseingrave,,IN,,563,male,,Thomas Roseingrave,,2017-06-15 18:05:46.704671,1766,2017-06-15 15:21:07.525741,1690
Faustina,IN,,Opera singer,563,2017-06-22 14:28:39.275740,,10054926,"Faustina, Faustina Bordoni",Bordoni,,IN,,563,female,,Faustina Bordoni,,2017-06-22 14:28:39.275833,1781,2017-06-15 17:17:37.836177,1697
Filippo,BF,,"Composer, violoncellist",563,2017-06-22 14:16:25.953220,,10054923,"Filippo, Filippo Amadei",Amadei,,AF,,563,male,,Filippo Amadei,,2017-06-22 14:16:25.953884,1730,2017-06-15 15:03:28.407185,1690
John,IN,23486,pantomimist and theatre manager,2,2017-06-15 17:58:48.517615,,10010251,"John Rich, John, John Rich",Rich,,IN,,2,male,,John Rich,,2017-06-15 17:58:48.517935,1761,2015-02-25 00:42:23.687371,1692
Johann Adolf,IN,,German composer,563,2017-06-19 20:21:16.287874,,10054928,"Johann Adolf, Johann Adolf Hasse",Hasse,,IN,,563,male,,Johann Adolf Hasse,,2017-06-19 20:21:16.288167,1783,2017-06-15 18:28:35.399574,1699
Richard,IN,3136,"architect, collector, and patron of the arts",2,2017-06-22 13:55:46.203453,,10001418,"Richard Boyle, Richard, Richard Boyle",Boyle,,IN,,2,male,,Richard Boyle,,2017-06-22 13:55:46.203769,1753,2015-02-25 00:39:59.012869,1694
Benjamin,IN,,Politician,563,2017-06-19 20:21:42.806528,The Lord FitzWalter ,10054929,"Benjamin, Benjamin Mildmay, Benjamin Mildmay 1st Earl FitzWalter, The Lord FitzWalter ",Mildmay,1st Earl FitzWalter,IN,,563,male,,Benjamin Mildmay 1st Earl FitzWalter,,2017-06-19 20:21:42.806686,1756,2017-06-16 14:24:05.502205,1672
Robert,IN,28601,prime minister,2,2017-06-16 14:12:51.320156,,10012482,"Robert Walpole, Robert, Robert Walpole",Walpole,,IN,,2,male,,Robert Walpole,,2017-06-16 14:12:51.320260,1745,2015-02-25 00:43:08.087499,1676
Francis,BF/IN,,,563,2017-06-19 20:22:03.112763,,10054930,"Francis, Francis Whitworth ",Whitworth ,,AF/IN,,563,male,,Francis Whitworth ,,2017-06-19 20:22:03.113075,1750,2017-06-16 14:34:08.835306,1700
James,IN,3733,minister of the Presbyterian General Synod of Ulster,2,2017-06-19 20:21:34.285635,,10001683,"James Bruce, James, James Bruce",Bruce,,IN,,2,male,,James Bruce,,2017-06-19 20:21:34.286254,1730,2015-02-25 00:40:03.842272,1660
Charles,IN,7877,courtier and politician,2,2017-06-19 20:21:51.994440,,10003607,"Charles Douglas, Charles, Charles Douglas",Douglas,,IN,,2,male,,Charles Douglas,,2017-06-19 20:21:51.994763,1778,2015-02-25 00:40:34.731066,1698
William,IN,22889,politician,2,2017-06-19 20:23:16.667741,,10010002,"William Pulteney, William, William Pulteney",Pulteney,,IN,,2,male,,William Pulteney,,2017-06-19 20:23:16.668086,1764,2015-02-25 00:42:19.494944,1684
George,IN,28377,army officer and road builder,2,2017-06-19 20:23:23.714739,,10012393,"George Wade, George, George Wade",Wade,,IN,,2,male,,George Wade,,2017-06-19 20:23:23.715080,1748,2015-02-25 00:43:06.676192,1673
James,IN,20634,army officer and diplomat,2,2017-06-19 20:23:31.046779,,10009034,"James O'Hara, James, James O'Hara",O'Hara,,IN,,2,male,,James O'Hara,,2017-06-19 20:23:31.047119,1773,2015-02-25 00:42:04.134929,1681
Thomas,IN,0,prime minister,2,2017-06-19 20:24:17.156045,,10009502,"Thomas Pelham-Holles, Thomas, Thomas Pelham-Holles, Thomas Pelham-Holles Duke of Newcastle upon Tyne, Duke of Newcastle under Lyme",Pelham-Holles,"Duke of Newcastle upon Tyne, Duke of Newcastle under Lyme",IN,,2,male,,"Thomas Pelham-Holles Duke of Newcastle upon Tyne, Duke of Newcastle under Lyme",,2017-06-19 20:24:17.156364,1768,2015-02-25 00:42:11.260999,1693
Charles,IN,93055,courtier and politician,2,2017-06-19 20:24:24.886563,,10004341,"Charles FitzRoy, Charles, Charles FitzRoy",FitzRoy,,IN,,2,male,,Charles FitzRoy,,2017-06-19 20:24:24.886890,1757,2015-02-25 00:40:45.579994,1683
James,IN,11197,landowner and politician,2,2017-06-19 20:24:39.575014,,10005093,"James Graham, James, James Graham",Graham,,IN,,2,male,,James Graham,,2017-06-19 20:24:39.575356,1742,2015-02-25 00:40:58.351372,1682
Thomas,IN,68316,"politician, architect, and art collector",2,2017-06-19 20:27:33.908790,,10002633,"Thomas Coke, Thomas, Thomas Coke",Coke,,IN,,2,male,,Thomas Coke,,2017-06-19 20:27:33.909148,1759,2015-02-25 00:40:19.341270,1697
James,IN,2216,naval officer,2,2017-06-19 20:25:17.127447,,10000996,"James Berkeley, James, James Berkeley",Berkeley,,IN,,2,male,,James Berkeley,,2017-06-19 20:25:17.127824,1736,2015-02-25 00:39:49.893547,1680
Thomas,IN,29059,diplomatist and army officer,2,2017-06-19 20:25:59.201436,,10012695,"Thomas Wentworth, Thomas, Thomas Wentworth",Wentworth,,IN,,2,male,,Thomas Wentworth,,2017-06-19 20:25:59.201854,1739,2015-02-25 00:43:11.402657,1672
James,IN,,politician,563,2017-06-19 20:28:35.751479,,10054939,"James, James Hamilton, James Hamilton 1st Earl of Clanbrassil",Hamilton,1st Earl of Clanbrassil,IN,,563,male,,James Hamilton 1st Earl of Clanbrassil,,2017-06-19 20:28:35.751833,1758,2017-06-19 16:38:58.275311,1694
Charles,IN,4307,army officer,2,2017-06-19 20:27:20.325177,,10001917,"Charles Cadogan, Charles, Charles Cadogan",Cadogan,,IN,,2,male,,Charles Cadogan,,2017-06-19 20:27:20.325482,1776,2015-02-25 00:40:08.072216,1684
John,IN,7053,diplomat and army officer,2,2017-06-19 20:28:13.171271,,10003230,"John Dalrymple, John, John Dalrymple",Dalrymple,,IN,,2,male,,John Dalrymple,,2017-06-19 20:28:13.171566,1747,2015-02-25 00:40:28.584175,1673
Allen,IN,1692,politician,2,2017-06-19 20:28:50.202120,,10000782,"Allen Bathurst, Allen, Allen Bathurst",Bathurst,,IN,,2,male,,Allen Bathurst,,2017-06-19 20:28:50.202617,1775,2015-02-25 00:39:46.849397,1684
Michael,CA,,Politician,563,2017-06-19 20:29:47.953969,,10054942,"Sir Michael, Sir Michael Newton, Sir Michael Newton 4th Baronet, Sir Newton, Michael, Michael Newton, Michael Newton 4th Baronet",Newton,4th Baronet,IN,,563,male,,Sir Michael Newton 4th Baronet,Sir,2017-06-19 20:29:47.954245,1734,2017-06-19 17:02:13.738523,1691
John,IN,5401,army officer and politician,2,2017-06-22 14:05:39.872493,,10002446,"John Churchill, John, John Churchill",Churchill,1st Duke of Marlborough,IN,,563,male,,John Churchill,,2017-06-22 14:05:39.872831,1722,2015-02-25 00:40:16.391403,1650
Nicola Francesco,IN,67172,composer and librettist,2,2017-06-22 18:40:04.472292,,10005739,"Nicola Francesco Haym, Nicola Francesco, Nicola Francesco Haym",Haym,,IN,,2,female,,Nicola Francesco Haym,,2017-06-22 18:40:04.472595,1729,2015-02-25 00:41:12.287847,1678
Edward,BF/IN,209,bookseller and publisher,2,2017-07-20 18:08:19.228164,,10000075,"Edward Aggas, Edward, Edward Aggas",Aggas,,CA,,2,male,,Edward Aggas,,2017-07-20 18:08:19.228632,1625,2015-02-25 00:39:36.385631,1549
Edward,IN,363,printer,2,2017-07-20 18:08:36.467146,,10000120,"Edward Allde, Edward Alldee, Edward, Edward Allde",Allde,,IN,,2,male,,Edward Allde,,2017-07-20 18:08:36.467453,1627,2015-02-25 00:39:37.132533,1555
Antonio,AF/IN,,opera singer,563,2017-06-22 17:51:53.399768,,10054896,"Antonio, Antonio Montagnana",Montagnana,,AF,,563,male,,Antonio Montagnana,,2017-06-22 17:51:53.399877,1740,2017-05-26 17:31:44.729936,1700
