first_name,birth_year_type,odnb_id,historical_significance,created_by,updated_at,aliases,id,search_names_all,last_name,title,death_year_type,citation,approved_by,gender,suffix,display_name,prefix,approved_on,death_year,created_at,birth_year
Thomas,BF/IN,25181,nobleman,2,2016-01-23 18:34:33.135370,,10010927,"Thomas Seymour, Thomas, Thomas Seymour",Seymour,,IN,,2,male,,Thomas Seymour,,2016-01-23 18:34:33.135502,1549,2015-02-25 00:42:34.603416,1509
Cassandra,IN,72388,writer,2,2016-01-23 18:36:48.903555,,10012945,"Cassandra Willoughby, Cassandra, Cassandra Willoughby",Willoughby,,IN,,2,female,,Cassandra Willoughby,,2016-01-23 18:36:48.903715,1735,2015-02-25 00:43:15.082732,1670
Thomas,IN,29994,prior of Bornhem,2,2015-07-11 06:00:06.366302,,10013127,"Thomas Worthington, Thomas, Thomas Worthington",Worthington,,IN,,2,male,,Thomas Worthington,,2015-07-11 06:00:06.366565,1754,2015-02-25 00:43:17.835567,1671
Antony,AF,13479,lutenist and composer,2,2015-07-10 02:47:00.471472,,10006047,"Antony Holborne, Antony, Antony Holborne",Holborne,,CA,,2,male,,Antony Holborne,,2015-07-10 02:47:00.471665,1602,2015-02-25 00:41:17.311206,1492
Gerard,IN,17912,merchant and writer on economics,2,2015-07-14 04:07:58.122206,,10007907,"Gerard Malynes, Gerard Malines, Gerard de Malines, Garrett Malynes, Garrett Malines, Garrett de Malines, Gerald Malynes, Gerald Malines, Gerald de Malines, Gerard, Gerard Malynes",Malynes,,IN,,2,male,,Gerard Malynes,,2015-07-14 04:07:58.122345,1641,2015-02-25 00:41:46.335896,1585
Ann,BF,,Comiler of a commonplace book held at the Bodleian library; mother of Elias Ashmole.,372,2016-01-23 18:37:29.394927,,10054763,"Ann, Ann Bowyer, Ann Ashmole",Bowyer,,AF,,4,female,,Ann Bowyer,,2016-01-23 18:37:29.395244,1617,2016-01-23 18:24:32.327170,1590
John,AF,7974,theatre prompter and historian,2,2015-07-09 06:38:29.001634,,10003650,"John Downes, John, John Downes",Downes,,CA,,2,male,,John Downes,,2015-07-09 06:38:29.001844,1712,2015-02-25 00:40:35.373590,1602
Edward,IN,30000,diplomat and administrator,2,2015-07-14 04:07:52.460197,,10013131,"Edward Wotton, Edward, Edward Wotton",Wotton,,IN,,2,male,,Edward Wotton,,2015-07-14 04:07:52.460588,1628,2015-02-25 00:43:17.909922,1548
Stringer,IN,16187,army officer in the East India Company,2,2015-07-10 12:10:28.224041,,10007201,"Stringer Lawrence, Stringer, Stringer Lawrence",Lawrence,,IN,,2,male,,Stringer Lawrence,,2015-07-10 12:10:28.224195,1775,2015-02-25 00:41:35.573329,1697
Elias,IN,20869,Quaker minister,2,2015-07-10 17:09:25.851571,,10009154,"Elias Osborn, Elias, Elias Osborn",Osborn,,IN,,2,male,,Elias Osborn,,2015-07-10 17:09:25.851708,1720,2015-02-25 00:42:05.887707,1643
John,AF,6576,physician,2,2015-07-09 04:00:45.490455,,10002959,"John Craig, John, John Craig",Craig,,IN,,2,male,,John Craig,,2015-07-09 04:00:45.490685,1655,2015-02-25 00:40:24.114901,1545
Alexander,IN,25600,Church of Scotland minister,2,2015-07-11 04:27:41.190727,,10011115,"Alexander Simson, Alexander, Alexander Simson",Simson,,IN,,2,male,,Alexander Simson,,2015-07-11 04:27:41.190880,1639,2015-02-25 00:42:38.470109,1570
John,IN,7163,lawyer,2,2015-07-09 04:51:11.336448,,10003287,"John Darnall, Sir John, Sir John Darnall, Sir Darnall, John, John Darnall",Darnall,,IN,,2,male,,Sir John Darnall,Sir,2015-07-09 04:51:11.336608,1735,2015-02-25 00:40:29.499339,1673
Robert,AF,23338,"Scottish Renaissance humanist, abbot of Kinloss, and Roman Catholic bishop of Orkney",2,2015-07-11 16:03:28.417574,,10010187,"Robert Reid, Robert, Robert Reid",Reid,,IN,,2,male,,Robert Reid,,2015-07-11 16:03:28.417754,1558,2015-02-25 00:42:22.708086,1448
Giles,IN,0,NA,2,2015-07-08 07:29:23.967785,,10001707,"Giles Brydges, Giles, Giles Brydges, Giles Brydges Baron Chandos",Brydges,Baron Chandos,IN,,2,male,,Giles Brydges Baron Chandos,,2015-07-08 07:29:23.967987,1594,2015-02-25 00:40:04.416600,1548
Peter,IN,16953,Roman Catholic archbishop of Armagh,2,2015-07-10 12:52:02.213589,,10007576,"Peter Lombard, Peter, Peter Lombard",Lombard,,IN,,2,male,,Peter Lombard,,2015-07-10 12:52:02.213771,1625,2015-02-25 00:41:41.181145,1554
Robert,AF,60987,,2,2015-07-10 12:26:44.905572,,10007352,"Robert Leslie of Inverpeffer, Robert, Robert Leslie, Robert Leslie of Inverpeffer, Robert of Inverpeffer",Leslie,,IN,,2,male,of Inverpeffer,Robert Leslie of Inverpeffer,,2015-07-10 12:26:44.905738,1536,2015-02-25 00:41:37.910851,1426
Edmund,IN,4357,Presbyterian minister and historian,2,2015-07-08 23:36:28.582901,,10001935,"Edmund Calamy, Edmund, Edmund Calamy",Calamy,,IN,,2,male,,Edmund Calamy,,2015-07-08 23:36:28.583102,1732,2015-02-25 00:40:08.380061,1671
Philip van,AF,70134,musician,2,2015-07-11 05:48:33.552866,,10012875,"Philip van Wilder, Philip van, Philip van Wilder",Wilder,,IN,,2,male,,Philip van Wilder,,2015-07-11 05:48:33.553045,1554,2015-02-25 00:43:14.073602,1444
John,IN,58107,politician,2,2015-07-09 07:58:03.311073,,10003988,"John Ernle, Sir John, Sir John Ernle, Sir Ernle, John, John Ernle",Ernle,,IN,,2,male,,Sir John Ernle,Sir,2015-07-09 07:58:03.311251,1697,2015-02-25 00:40:40.241130,1617
Edward,IN,3380,protestant minister,2,2015-07-08 07:09:47.837387,,10001537,"Edward Brice, Edward, Edward Brice",Brice,,IN,,2,male,,Edward Brice,,2015-07-08 07:09:47.837561,1636,2015-02-25 00:40:01.147321,1568
Catherine,CA,,,31,2016-01-23 19:16:06.648830,,10052002,"Catherine, Catherine Carey",Carey,,IN,,31,female,,Catherine Carey,,2016-01-23 19:16:06.648971,1603,2016-01-13 21:29:28.261479,1546
Elizabeth,AF/IN,,,31,2016-01-13 21:29:20.262868,,10051330,"Elizabeth, Elizabeth Kemp",Kemp,,AF/IN,,31,female,,Elizabeth Kemp,,,1607,2016-01-13 21:29:20.262868,1497
John,IN,2596,politician and regicide,2,2015-07-08 06:18:05.233042,,10001155,"John Blakiston, John, John Blakiston",Blakiston,,IN,,2,male,,John Blakiston,,2015-07-08 06:18:05.233210,1649,2015-02-25 00:39:52.254080,1603
John,IN,7973,regicide,2,2015-07-09 06:39:06.576536,,10003651,"John Downes, John, John Downes",Downes,,AF/IN,,2,male,,John Downes,,2015-07-09 06:39:06.576785,1666,2015-02-25 00:40:35.389377,1609
John Richmond,IN,28925,army officer,2,2015-07-11 05:27:34.172824,,10012626,"John Richmond Webb, John Richmond, John Richmond Webb",Webb,,IN,,2,male,,John Richmond Webb,,2015-07-11 05:27:34.172997,1724,2015-02-25 00:43:10.322047,1667
Charles,IN,9684,army officer,2,2016-04-19 13:47:11.055383,,10004363,"Charles Fleetwood, Charles, Charles Fleetwood",Fleetwood,,IN,,2,male,,Charles Fleetwood,,2016-04-19 13:47:11.055972,1692,2015-02-25 00:40:45.888826,1618
Charles,IN,22975,Jacobite conspirator,2,2015-07-14 03:27:25.108918,,10010052,"Charles Radcliffe, Charles, Charles Radcliffe",Radcliffe,,IN,,2,male,,Charles Radcliffe,,2015-07-14 03:27:25.109078,1746,2015-02-25 00:42:20.294142,1693
Edward,IN,633,convicted conspirator,2,2016-01-23 18:35:38.411230,,10000268,"Edward Arden, Edward, Edward Arden",Arden,,IN,,2,male,,Edward Arden,,2016-01-23 18:35:38.411486,1583,2015-02-25 00:39:39.246445,1533
Richard,IN,13575,judge,2,2015-03-11 22:34:42.955811,,10006095,"Richard Holloway, Sir Richard, Sir Richard Holloway, Sir Holloway, Richard, Richard Holloway",Holloway,,IN,,2,male,,Sir Richard Holloway,Sir,2015-02-25 00:41:18.036340,1699,2015-02-25 00:41:18.039207,1627
Humphrey,BF/IN,19390,bookseller,2,2015-07-14 04:07:55.422435,,10008555,"Humphrey Moseley, Humphrey, Humphrey Moseley",Moseley,,IN,,2,male,,Humphrey Moseley,,2015-07-14 04:07:55.422565,1661,2015-02-25 00:41:56.349466,1603
John,IN,24018,colonist and entrepreneur,2,2015-07-14 04:02:33.592700,,10010426,"John Rolfe, John, John Rolfe",Rolfe,,IN,,2,male,,John Rolfe,,2015-07-14 04:02:33.592938,1622,2015-02-25 00:42:26.420538,1585
Anne,IN,,,31,2016-01-13 21:29:25.557294,,10051790,"Anne, Anne Morgan",Morgan,,IN,,31,female,,Anne Morgan,,,1606,2016-01-13 21:29:25.557294,1529
Thomas,IN,68193,civil lawyer,2,2015-07-09 04:14:21.390820,,10003052,"Thomas Crompton, Sir Thomas, Sir Thomas Crompton, Sir Crompton, Thomas, Thomas Crompton",Crompton,,IN,,2,male,,Sir Thomas Crompton,Sir,2015-07-09 04:14:21.390984,1609,2015-02-25 00:40:25.544394,1558
Finola,AF,69173,noblewoman,2,2015-07-10 13:05:59.749231,,10007763,"Finola MacDonald, Finola, Finola MacDonald",MacDonald,,AF/IN,,2,female,,Finola MacDonald,,2015-07-10 13:05:59.749397,1610,2015-02-25 00:41:44.101219,1500
Everard,IN,18449,physician,2,2015-07-10 13:42:31.577686,,10008145,"Everard Maynwaring, Everard, Everard Maynwaring",Maynwaring,,BF,,2,male,,Everard Maynwaring,,2015-07-10 13:42:31.577873,1737,2015-02-25 00:41:49.948055,1627
Thomas,IN,49523,maker of mathematical instruments,2,2015-07-11 15:29:47.798503,,10012168,"Thomas Tuttell, Thomas, Thomas Tuttell",Tuttell,,IN,,2,male,,Thomas Tuttell,,2015-07-11 15:29:47.798674,1702,2015-02-25 00:43:01.673369,1674
Christopher,IN,18798,judge,2,2015-07-14 03:50:37.359339,,10008307,"Christopher Milton, Sir Christopher, Sir Christopher Milton, Sir Milton, Christopher, Christopher Milton",Milton,,IN,,2,male,,Sir Christopher Milton,Sir,2015-07-14 03:50:37.359502,1693,2015-02-25 00:41:52.579779,1615
William,AF,6126,naval officer,2,2015-07-09 02:30:18.807964,,10002761,"William Cony, William, William Cony",Cony,,IN,,2,male,,William Cony,,2015-07-09 02:30:18.808169,1707,2015-02-25 00:40:21.238201,1597
Tobias,IN,10527,mariner and writer,2,2015-07-14 04:07:59.685580,,10004777,"Tobias Gentleman, Tobias, Tobias Gentleman",Gentleman,,IN,,2,male,,Tobias Gentleman,,2015-07-14 04:07:59.685729,1614,2015-02-25 00:40:52.354049,1567
Tailboys,IN,6985,poet,2,2015-07-09 07:34:56.694821,,10003836,"Tailboys Dymoke, Tailboys, Tailboys Dymoke",Dymoke,,IN,,2,male,,Tailboys Dymoke,,2015-07-09 07:34:56.694987,1602,2015-02-25 00:40:38.065091,1561
Jane,CA,,Wife to Ralph Josselin; subject of many of his diary entries,399,2016-01-23 20:43:06.328635,,10054788,"Jane, Jane Josselin",Josselin,,IN,,408,female,,Jane Josselin,,2016-01-23 20:43:06.328763,1693,2016-01-23 19:15:43.256774,1621
Humphrey,IN,8541,politician and regicide,2,2015-07-09 07:40:04.513500,,10003888,"Humphrey Edwards, Humphrey, Humphrey Edwards",Edwards,,IN,,2,male,,Humphrey Edwards,,2015-07-09 07:40:04.513713,1658,2015-02-25 00:40:38.783871,1582
Abraham,IN,72780,,2,2015-07-10 01:34:06.774934,,10006723,"Abraham Jordan, Abraham, Abraham Jordan",Jordan,,IN,,2,male,,Abraham Jordan,,2015-07-10 01:34:06.775158,1755,2015-02-25 00:41:28.191795,1690
Francis,CA,20109,anatomist and physician,2,2015-07-14 04:08:00.415127,,10008825,"Francis Nicholls, Frank Nicholls, Francis, Francis Nicholls",Nicholls,,IN,,2,male,,Francis Nicholls,,2015-07-14 04:08:00.415255,1778,2015-02-25 00:42:00.679150,1699
James,AF,4976,politician,2,2015-07-09 00:44:37.471870,,10002245,"James Cecil, James, James Cecil",Cecil,,IN,,2,male,,James Cecil,,2015-07-09 00:44:37.472062,1683,2015-02-25 00:40:13.527941,1573
William,IN,6069,playwright and poet,2,2015-09-24 18:09:14.101594,,10002733,"William Congreve, William, William Congreve",Congreve,,IN,,2,male,,William Congreve,,2015-09-24 18:09:14.103985,1729,2015-02-25 00:40:20.836558,1670
Henry,IN,17128,founder of the Lucasian professorship of mathematics at Cambridge University,2,2015-07-10 12:58:13.689894,,10007649,"Henry Lucas, Henry, Henry Lucas",Lucas,,IN,,2,male,,Henry Lucas,,2015-07-10 12:58:13.690065,1663,2015-02-25 00:41:42.310916,1587
John,AF,10478,administrator in India,2,2015-07-14 04:05:38.366349,,10004745,"John Gayer, Sir John, Sir John Gayer, Sir Gayer, John, John Gayer",Gayer,,IN,,2,male,,Sir John Gayer,Sir,2015-07-14 04:05:38.366516,1711,2015-02-25 00:40:51.809821,1601
Thomas,IN,225,freethinker and blasphemer,2,2015-07-08 04:00:09.918481,,10000082,"Thomas Aikenhead, Thomas, Thomas Aikenhead",Aikenhead,,IN,,2,male,,Thomas Aikenhead,,2015-07-08 04:00:09.918659,1697,2015-02-25 00:39:36.558478,1676
Frances,BF,,Wealthy London midwife,399,2016-01-23 19:07:39.641259,,10054769,"Frances, Frances Grant",Grant,,IN,,408,female,,Frances Grant,,2016-01-23 19:07:39.648663,1694,2016-01-23 18:38:29.783463,1674
Wymond,IN,61138,administrator,2,2015-07-09 00:08:05.491097,,10002070,"Wymond Carew, Sir Wymond, Sir Wymond Carew, Sir Carew, Wymond, Wymond Carew",Carew,,IN,,2,male,,Sir Wymond Carew,Sir,2015-07-09 00:08:05.491537,1549,2015-02-25 00:40:10.926964,1498
Humphrey,IN,12899,lawyer,2,2015-07-14 03:31:15.670038,,10005791,"Humphrey Henchman, Humphrey, Humphrey Henchman",Henchman,,IN,,2,male,,Humphrey Henchman,,2015-07-14 03:31:15.670220,1739,2015-02-25 00:41:13.106620,1668
Carew,CA,23037,landowner,2,2015-07-11 15:55:01.779732,,10010077,"Carew Ralegh, Sir Carew, Sir Carew Ralegh, Sir Ralegh, Carew, Carew Ralegh",Ralegh,,IN,,2,male,,Sir Carew Ralegh,Sir,2015-07-11 15:55:01.779931,1625,2015-02-25 00:42:20.645478,1550
Duncan,IN,16639,astronomer and teacher of medicine,2,2015-07-10 12:32:14.760941,,10007418,"Duncan Liddel, Duncan, Duncan Liddel",Liddel,,IN,,2,male,,Duncan Liddel,,2015-07-10 12:32:14.761102,1613,2015-02-25 00:41:38.906892,1561
Christopher,IN,16221,lawyer and Jacobite conspirator,2,2015-07-10 12:11:31.001778,,10007214,"Christopher Layer, Christopher, Christopher Layer",Layer,,IN,,2,male,,Christopher Layer,,2015-07-10 12:11:31.001962,1723,2015-02-25 00:41:35.741631,1683
Robert,IN,15485,rebel,2,2015-07-14 03:36:41.770670,,10006883,"Robert Kett, Robert, Robert Kett",Kett,,IN,,2,male,,Robert Kett,,2015-07-14 03:36:41.770888,1549,2015-02-25 00:41:30.635600,1492
Thomas,IN,3169,Independent minister and religious controversialist,2,2015-07-08 06:49:58.175982,,10001438,"Thomas Bradbury, Thomas, Thomas Bradbury",Bradbury,,IN,,2,male,,Thomas Bradbury,,2015-07-08 06:49:58.176517,1759,2015-02-25 00:39:59.623010,1676
Anthony,IN,18694,landowner and diplomat,2,2015-12-04 01:39:39.566986,,10008284,"Anthony Mildmay, Sir Anthony, Sir Anthony Mildmay, Sir Mildmay, Anthony, Anthony Mildmay",Mildmay,,IN,,2,male,,Sir Anthony Mildmay,Sir,2015-12-04 01:39:39.567473,1617,2015-02-25 00:41:52.244232,1549
William,IN,3165,bishop of Exeter,2,2015-07-08 06:49:45.416055,,10001435,"William Bradbridge, William, William Bradbridge",Bradbridge,,IN,,2,male,,William Bradbridge,,2015-07-08 06:49:45.419897,1578,2015-02-25 00:39:59.572000,1507
Paul,IN,0,army officer and colonial administrator,2,2015-07-10 13:32:43.972064,,10008050,"Paul Mascarene, Paul, Paul Mascarene",Mascarene,,IN,,2,male,,Paul Mascarene,,2015-07-10 13:32:43.972209,1760,2015-02-25 00:41:48.524581,1685
Robert,AF,1068,conspirator,2,2015-07-08 04:52:18.384457,,10000518,"Robert Baillie of Jerviswood, Robert, Robert Baillie, Robert Baillie of Jerviswood, Robert of Jerviswood",Baillie,,IN,,2,male,of Jerviswood,Robert Baillie of Jerviswood,,2015-07-08 04:52:18.384688,1684,2015-02-25 00:39:42.822268,1574
Edward,IN,37290,politician,2,2015-07-09 01:50:41.669365,,10002477,"Edward Clarke, Edward, Edward Clarke",Clarke,,IN,,2,male,,Edward Clarke,,2015-07-09 01:50:41.669538,1710,2015-02-25 00:40:16.871277,1649
Robert,IN,65139,librarian,2,2015-07-14 03:50:30.007059,,10004634,"Robert Fysher, Robert, Robert Fysher",Fysher,,IN,,2,male,,Robert Fysher,,2015-07-14 03:50:30.007213,1749,2015-02-25 00:40:49.894914,1698
Ninian,IN,29784,abbot in Regensburg and religious controversialist,2,2015-07-11 05:51:54.839402,,10013026,"Ninian Winzet, Ninian, Ninian Winzet",Winzet,,IN,,2,male,,Ninian Winzet,,2015-07-11 05:51:54.839571,1592,2015-02-25 00:43:16.259669,1518
Elizabeth,CA,,,31,2016-01-23 18:41:42.013578,,10051770,"Elizabeth, Elizabeth Barne",Barne,,IN,,31,female,,Elizabeth Barne,,2016-01-23 18:41:42.013904,1582,2016-01-13 21:29:25.340910,1527
John,IN,5272,naval officer,2,2015-07-09 01:37:13.073239,,10002388,"John Chicheley, Sir John, Sir John Chicheley, Sir Chicheley, John, John Chicheley",Chicheley,,IN,,2,male,,Sir John Chicheley,Sir,2015-07-09 01:37:13.085192,1691,2015-02-25 00:40:15.542516,1640
Robert,IN,67513,politician,2,2015-07-08 04:15:51.985553,,10000258,"Robert Arbuthnott, Robert, Robert Arbuthnott",Arbuthnott,,IN,,2,male,,Robert Arbuthnott,,2015-07-08 04:15:51.985781,1655,2015-02-25 00:39:39.109455,1618
Durant,IN,13849,biographer,2,2015-07-14 03:33:10.518850,,10006221,"Durant Hotham, Durant, Durant Hotham",Hotham,,IN,,2,male,,Durant Hotham,,2015-07-14 03:33:10.519132,1691,2015-02-25 00:41:20.020105,1616
Alice,IN,38063,autobiographer,2,2016-01-23 18:38:29.629918,,10011906,"Alice Thornton, Alice Wandesford, Alice, Alice Thornton",Thornton,,IN,,2,female,,Alice Thornton,,2016-01-23 18:38:29.630034,1707,2015-02-25 00:42:54.793027,1626
William,IN,15103,lawyer and politician,2,2015-07-10 04:46:24.510055,,10006718,"William Jones, Sir William, Sir William Jones, Sir Jones, William, William Jones",Jones,,IN,,2,male,,Sir William Jones,Sir,2015-07-10 04:46:24.510191,1682,2015-02-25 00:41:28.116925,1630
Joseph,IN,0,writer and politician,2,2015-09-27 18:38:25.672676,,10000065,"Joseph Addison, Joseph, Joseph Addison",Addison,,IN,,2,male,,Joseph Addison,,2015-09-27 18:38:25.672875,1719,2015-02-25 00:39:36.242526,1672
John,IN,8545,Church of England clergyman,2,2015-07-09 07:40:30.842919,,10003891,"John Edwards, John, John Edwards",Edwards,,IN,,2,male,,John Edwards,,2015-07-09 07:40:30.846143,1716,2015-02-25 00:40:38.829078,1637
Joseph,IN,70956,burglar,2,2015-07-08 06:17:26.100927,,10001149,"Joseph Blake, Joseph, Joseph Blake",Blake,,IN,,2,male,,Joseph Blake,,2015-07-08 06:17:26.101097,1724,2015-02-25 00:39:52.169304,1700
Elizabeth,AF/IN,,,31,2016-01-13 21:29:20.279640,,10051331,"Elizabeth, Elizabeth Saunders",Saunders,,IN,,31,female,,Elizabeth Saunders,,,1607,2016-01-13 21:29:20.279640,1497
William,IN,18388,antiquary,2,2015-07-10 13:38:04.467954,,10008103,"William Maurice, William, William Maurice",Maurice,,IN,,2,male,,William Maurice,,2015-07-10 13:38:04.468130,1680,2015-02-25 00:41:49.352142,1619
Immanuel,IN,12031,astronomer,2,2015-07-14 03:50:31.633804,,10005416,"Immanuel Halton, Immanuel, Immanuel Halton",Halton,,IN,,2,male,,Immanuel Halton,,2015-07-14 03:50:31.633963,1699,2015-02-25 00:41:06.275135,1628
George,CA,47971,engineer,2,2015-07-11 04:37:30.315555,,10011309,"George Sorocold, George, George Sorocold",Sorocold,,CA,,2,male,,George Sorocold,,2015-07-11 04:37:30.315724,1738,2015-02-25 00:42:41.890856,1668
Hannah,CA,67078,nonconformist writer,2,2015-07-08 04:03:45.202952,,10000132,"Hannah Allen, Hannah Archer, Hannah, Hannah Allen",Allen,,IN,,2,female,,Hannah Allen,,2015-07-08 04:03:45.203119,1668,2015-02-25 00:39:37.299746,1638
John,CA,67951,musician and composer,2,2015-10-27 19:21:59.654554,,10000071,"John Adson, John, John Adson",Adson,,IN,,2,male,,John Adson,,2015-10-27 19:21:59.655312,1640,2015-02-25 00:39:36.325445,1587
Thomas,IN,68145,,2,2015-07-10 13:14:35.616500,,10007885,"Thomas Maitland, Thomas, Thomas Maitland",Maitland,,IN,,2,male,,Thomas Maitland,,2015-07-10 13:14:35.616676,1572,2015-02-25 00:41:45.962985,1548
John,IN,13168,royalist army officer and mathematician,2,2015-07-14 03:50:33.669570,,10005894,"John Heydon, Sir John, Sir John Heydon, Sir Heydon, John, John Heydon",Heydon,,IN,,2,male,,Sir John Heydon,Sir,2015-07-14 03:50:33.669845,1653,2015-02-25 00:41:14.664975,1588
Elizabeth,CA,2606,Hebraist,2,2015-07-08 06:18:07.530563,,10001156,"Elizabeth Bland, Elizabeth Fisher, Elizabeth, Elizabeth Bland",Bland,,CA,,2,female,,Elizabeth Bland,,2015-07-08 06:18:07.530829,1712,2015-02-25 00:39:52.266886,1660
Sebastian,BF,,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",31,2016-01-13 21:27:48.891951,,10050233,"Sebastian, Sebastian Le Seney",Le Seney,,AF,,31,male,,Sebastian Le Seney,,,1547,2016-01-13 21:27:48.891951,1518
James,IN,429,judge,2,2015-07-08 04:07:53.880864,,10000165,"James Altham, Sir James, Sir James Altham, Sir Altham, James, James Altham",Altham,,IN,,2,male,,Sir James Altham,Sir,2015-07-08 04:07:53.881032,1617,2015-02-25 00:39:37.757011,1555
Thomas,AF,1255,prison warden,2,2015-07-08 05:00:17.664010,,10000585,"Thomas Bambridge, Thomas, Thomas Bambridge",Bambridge,,IN,,2,male,,Thomas Bambridge,,2015-07-08 05:00:17.664224,1741,2015-02-25 00:39:43.872687,1631
John,IN,74680,lawyer and diarist,2,2015-07-10 01:26:21.379363,,10005536,"John Harington, John, John Harington",Harington,,IN,,2,male,,John Harington,,2015-07-10 01:26:21.379579,1654,2015-02-25 00:41:08.612881,1588
Hector,IN,76541,,2,2015-07-10 16:18:55.508386,,10008445,"Hector Mor Maclean of Duart, Hector, Hector Mor Maclean, Hector Mor Maclean of Duart, Hector of Duart",Mor Maclean,,IN,,2,male,of Duart,Hector Mor Maclean of Duart,,2015-07-10 16:18:55.508531,1570,2015-02-25 00:41:54.771096,1527
Katherine,IN,68248,Diarist and poet.,372,2016-01-23 18:41:39.967273,,10054770,"Katherine, Katherine Austen",Austen,,BF/IN,,4,female,,Katherine Austen,,2016-01-23 18:41:39.967568,1683,2016-01-23 18:40:05.324107,1629
Anne,AF/IN,,,31,2016-01-23 18:42:27.340647,,10051324,"Anne, Anne Paget",Paget,,IN,,31,female,,Anne Paget,,2016-01-23 18:42:27.341050,1607,2016-01-13 21:29:20.142213,1497
Judith,BF,,Compiler of a cash book (Dorset Record Office: D/FSI Box 222 [Ayliffe]).,372,2016-01-23 18:42:32.973882,,10054771,"Judith, Judith Ayliffe",Ayliffe,,AF,,408,female,,Judith Ayliffe,,2016-01-23 18:42:32.974105,1695,2016-01-23 18:41:39.617779,1691
Thomas,IN,29173,soldier and administrator,2,2015-07-11 15:53:27.583248,,10012747,"Thomas Wharton, Thomas, Thomas Wharton",Wharton,,IN,,2,male,,Thomas Wharton,,2015-07-11 15:53:27.583428,1572,2015-02-25 00:43:12.197667,1520
Henry,CA,18385,Church of England clergyman,2,2015-07-10 13:38:02.504874,,10008102,"Henry Maurice, Henry, Henry Maurice",Maurice,,IN,,2,male,,Henry Maurice,,2015-07-10 13:38:02.505154,1691,2015-02-25 00:41:49.338836,1647
Elizabeth,IN,,,31,2016-01-13 21:29:20.291848,,10051332,"Elizabeth, Elizabeth Somerset",Somerset,,IN,,31,female,,Elizabeth Somerset,,,1545,2016-01-13 21:29:20.291848,1497
John,IN,13621,astrologer and mathematician,2,2015-07-14 03:50:34.550110,,10006116,"John Holwell, John, John Holwell",Holwell,,AF/IN,,2,male,,John Holwell,,2015-07-14 03:50:34.550269,1686,2015-02-25 00:41:18.330640,1649
Maria,AF/IN,,,31,2016-01-23 18:42:07.055842,,10050944,"Maria, Maria Enríquez de Toledo y Guzmán",Enríquez de Toledo y Guzmán,,IN,,31,female,,Maria Enríquez de Toledo y Guzmán,,2016-01-23 18:42:07.056403,1583,2016-01-13 21:29:16.457423,1473
Sarah,IN,42055,letter writer,2,2015-07-10 17:09:29.430582,,10009156,"Sarah Osborn, Sarah Byng, Sarah, Sarah Osborn",Osborn,,IN,,2,female,,Sarah Osborn,,2015-07-10 17:09:29.430738,1775,2015-02-25 00:42:05.917627,1693
Patrick,IN,63420,army officer in the Danish service,2,2015-07-09 07:14:49.564100,,10003765,"Patrick Dunbar, Patrick, Patrick Dunbar",Dunbar,,IN,,2,male,,Patrick Dunbar,,2015-07-09 07:14:49.573635,1646,2015-02-25 00:40:37.051431,1598
William,IN,68106,judge and politician,2,2015-07-11 15:52:29.875630,,10012839,"William Whitshed, William, William Whitshed",Whitshed,,IN,,2,male,,William Whitshed,,2015-07-11 15:52:29.875802,1727,2015-02-25 00:43:13.585273,1679
Hezekiah,AF,39701,parliamentarian army officer and deputy major-general,2,2015-07-14 03:15:04.553328,,10005743,"Hezekiah Haynes, Hezekiah, Hezekiah Haynes",Haynes,,IN,,2,male,,Hezekiah Haynes,,2015-07-14 03:15:04.553521,1693,2015-02-25 00:41:12.345127,1583
William,IN,6488,physician and theological writer,2,2015-07-09 03:55:20.333815,,10002917,"William Coward, William, William Coward",Coward,,BF/IN,,2,male,,William Coward,,2015-07-09 03:55:20.333970,1725,2015-02-25 00:40:23.540563,1656
James,IN,16701,courtier and royal administrator,2,2015-07-10 12:24:45.903772,,10007445,"James Lindsay, James, James Lindsay",Lindsay,,IN,,2,male,,James Lindsay,,2015-07-10 12:24:45.903939,1601,2015-02-25 00:41:39.295046,1554
Elizabeth,CA,,"M. Cavendish's handmaiden, delivered M. Cavendish's manuscripts to publisher",387,2016-01-23 19:37:03.097337,,10054773,"Elizabeth, Elizabeth Chaplain",Chaplain,,CA,,408,female,,Elizabeth Chaplain,,2016-01-23 19:37:03.097469,1670,2016-01-23 18:43:46.184633,1630
Edward,AF,29233,printer and bookseller,2,2015-07-11 16:39:18.923086,,10012780,"Edward Whitchurch, Edward, Edward Whitchurch",Whitchurch,,IN,,2,male,,Edward Whitchurch,,2015-07-11 16:39:18.923270,1562,2015-02-25 00:43:12.657020,1452
John,CA,16386,actor and playwright,2,2015-07-14 03:50:35.926392,,10007299,"John Leigh, John, John Leigh",Leigh,,CA,,2,male,,John Leigh,,2015-07-14 03:50:35.926545,1726,2015-02-25 00:41:37.031527,1689
Thomas,IN,856,author,2,2015-07-08 04:26:19.041919,,10000391,"Thomas Atkinson, Thomas, Thomas Atkinson",Atkinson,,IN,,2,male,,Thomas Atkinson,,2015-07-08 04:26:19.042082,1639,2015-02-25 00:39:41.005583,1599
